step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-accuracy/validator,csv-train_loss_epoch
0,3.8736631870269775,0,,,,,
1,3.4144678115844727,0,,,,,
2,3.0496699810028076,0,,,,,
3,2.8060343265533447,0,,,,,
4,2.7906391620635986,0,,,,,
5,2.686234474182129,0,,,,,
6,2.60973858833313,0,,,,,
7,2.396474838256836,0,,,,,
8,2.38513445854187,0,,,,,
9,2.2221877574920654,0,,,,,
10,2.2282817363739014,0,,,,,
11,2.147670269012451,0,,,,,
12,1.9911448955535889,0,,,,,
13,2.0140879154205322,0,,,,,
14,1.8737688064575195,0,,,,,
15,1.8786064386367798,0,,,,,
16,1.8138275146484375,0,,,,,
17,1.7035242319107056,0,,,,,
18,1.6945135593414307,0,,,,,
19,1.6801693439483643,0,,,,,
20,1.5901926755905151,0,,,,,
21,1.6140117645263672,0,,,,,
22,1.559700608253479,0,,,,,
23,1.479386329650879,0,,,,,
24,1.4308141469955444,0,,,,,
25,1.4464137554168701,0,,,,,
26,1.3151476383209229,0,,,,,
27,1.3519477844238281,0,,,,,
28,1.3911566734313965,0,,,,,
29,1.2900577783584595,0,,,,,
30,1.2599892616271973,0,,,,,
31,1.300067663192749,0,,,,,
32,1.2805593013763428,0,,,,,
33,1.2468385696411133,0,,,,,
34,1.202815294265747,0,,,,,
35,1.2420436143875122,0,,,,,
36,1.2004963159561157,0,,,,,
37,1.1310348510742188,0,,,,,
38,1.178348183631897,0,,,,,
39,1.1770447492599487,0,,,,,
40,1.21235990524292,0,,,,,
41,1.0167654752731323,0,,,,,
42,1.1282846927642822,0,,,,,
43,1.0505640506744385,0,,,,,
44,1.0452502965927124,0,,,,,
45,1.1621187925338745,0,,,,,
46,0.962510883808136,0,,,,,
47,1.0047520399093628,0,,,,,
48,1.0097692012786865,0,,,,,
49,1.0707041025161743,0,,,,,
50,1.019682765007019,0,,,,,
51,0.99151211977005,0,,,,,
52,0.9601763486862183,0,,,,,
53,1.0641300678253174,0,,,,,
54,0.9364333152770996,0,,,,,
55,0.9150177836418152,0,,,,,
56,1.0065335035324097,0,,,,,
57,0.9515495300292969,0,,,,,
58,1.018480896949768,0,,,,,
59,0.862963855266571,0,,,,,
60,0.7886499166488647,0,,,,,
61,0.8320130705833435,0,,,,,
62,0.8673549890518188,0,,,,,
63,0.8764520287513733,0,,,,,
64,0.8034188151359558,0,,,,,
65,0.836723268032074,0,,,,,
66,0.8122018575668335,0,,,,,
67,0.8044686913490295,0,,,,,
68,0.8335043787956238,0,,,,,
69,0.8782821297645569,0,,,,,
70,0.749780535697937,0,,,,,
71,0.7602119445800781,0,,,,,
72,0.7392081022262573,0,,,,,
73,0.7958564758300781,0,,,,,
74,0.681695282459259,0,,,,,
75,0.680125892162323,0,,,,,
76,0.6724876761436462,0,,,,,
77,0.7309045195579529,0,,,,,
78,0.7545855641365051,0,,,,,
79,0.6330130696296692,0,,,,,
80,0.7206698060035706,0,,,,,
81,0.6271975040435791,0,,,,,
82,0.6852201223373413,0,,,,,
83,0.5642209053039551,0,,,,,
84,0.5624757409095764,0,,,,,
85,0.6292247176170349,0,,,,,
86,0.570591926574707,0,,,,,
