source_text,target_text
70-0.00|000100000006000300030001:,0001000000050003027ffc
70-0.05|000200000006000300030001:,0002000000050003027ffc
70-0.10|000300000006000300030001:,0003000000050003027fb5
70-0.15|000400000006000300030001:,0004000000050003027fb5
70-0.20|000500000006000300030001:,0005000000050003027f3c
70-0.26|000600000006000300030001:,0006000000050003027f3c
70-0.31|000700000006000300030001:,0007000000050003027f63
70-0.36|000800000006000300030001:,0008000000050003027f63
70-0.41|000900000006000300030001:,0009000000050003027fff
70-0.46|000a00000006000300030001:,000a000000050003027fff
70-0.51|000b00000006000300030001:,000b000000050003027ffc
70-0.56|000c00000006000300030001:,000c000000050003027ffc
70-0.62|000d00000006000300030001:,000d000000050003027fc1
70-0.67|000e00000006000300030001:,000e000000050003027fc1
70-0.72|000f00000006000300030001:,000f000000050003027f3c
70-0.77|001000000006000300030001:,0010000000050003027f3c
70-0.82|001100000006000300030001:,0011000000050003027f6f
70-0.87|001200000006000300030001:,0012000000050003027f6f
70-0.92|001300000006000300030001:,0013000000050003027fff
70-0.97|001400000006000300030001:,0014000000050003027fff
70-1.03|001500000006000300030001:,0015000000050003027f6a
70-1.08|001600000006000300030001:,0016000000050003027f6a
70-1.13|001700000006000300030001:,0017000000050003027fff
70-1.18|001800000006000300030001:,0018000000050003027fff
70-1.23|001900000006000300030001:,0019000000050003027f3e
70-1.28|001a00000006000300030001:,001a000000050003027f3e
70-1.34|001b00000006000300030001:,001b000000050003027f04
70-1.39|001c00000006000300030001:,001c000000050003027f04
70-1.44|001d00000006000300030001:,001d000000050003027ffd
70-1.49|001e00000006000300030001:,001e000000050003027fff
70-1.54|001f00000006000300030001:,001f000000050003027fff
70-1.59|002000000006000300030001:,0020000000050003027fff
70-1.64|002100000006000300030001:,0021000000050003027fff
70-1.69|002200000006000300030001:,0022000000050003027f1a
70-1.75|002300000006000300030001:,0023000000050003027f1a
70-1.80|002400000006000300030001:,0024000000050003027f7e
70-1.85|002500000006000300030001:,0025000000050003027f7e
70-1.90|002600000006000300030001:,0026000000050003027fcf
70-1.95|002700000006000300030001:,0027000000050003027fcf
70-2.01|002800000006000300030001:,0028000000050003027f61
70-2.06|002900000006000300030001:,0029000000050003027f61
70-2.11|002a00000006000300030001:,002a000000050003027fff
70-2.16|002b00000006000300030001:,002b000000050003027fff
70-2.21|002c00000006000300030001:,002c000000050003027ef6
70-2.26|002d00000006000300030001:,002d000000050003027ef6
70-2.32|002e00000006000300030001:,002e000000050003027ebc
70-2.37|002f00000006000300030001:,002f000000050003027ebc
70-2.42|003000000006000300030001:,0030000000050003027fa9
70-2.47|003100000006000300030001:,0031000000050003027fa9
70-2.52|003200000006000300030001:,0032000000050003027fff
70-2.57|003300000006000300030001:,0033000000050003027fff
70-2.62|003400000006000300030001:,0034000000050003027fff
70-2.67|003500000006000300030001:,0035000000050003027fff
70-2.72|003600000006000300030001:,0036000000050003027f80
70-2.78|003700000006000300030001:,0037000000050003027f80
70-2.83|003800000006000300030001:,0038000000050003027f43
70-2.88|003900000006000300030001:,0039000000050003027f43
70-2.93|003a00000006000300030001:,003a000000050003027f33
70-2.98|003b00000006000300030001:,003b000000050003027f33
70-3.03|003c00000006000300030001:,003c000000050003027ed5
70-3.08|003d00000006000300030001:,003d000000050003027ed5
70-3.14|003e00000006000300030001:,003e000000050003027fff
70-3.19|003f00000006000300030001:,003f000000050003027fc5
70-3.24|004000000006000300030001:,0040000000050003027fc5
70-3.29|004100000006000300030001:,0041000000050003027e7c
70-3.35|004200000006000300030001:,0042000000050003027e7c
70-3.40|004300000006000300030001:,0043000000050003027eb3
70-3.45|004400000006000300030001:,0044000000050003027eb3
70-3.50|004500000006000300030001:,0045000000050003027fbc
70-3.55|004600000006000300030001:,0046000000050003027fbc
70-3.60|004700000006000300030001:,0047000000050003027fff
70-3.65|004800000006000300030001:,0048000000050003027fff
70-3.70|004900000006000300030001:,0049000000050003027f48
70-3.76|004a00000006000300030001:,004a000000050003027f48
70-3.81|004b00000006000300030001:,004b000000050003027ec7
70-3.86|004c00000006000300030001:,004c000000050003027ec7
70-3.91|004d00000006000300030001:,004d000000050003027ed6
70-3.96|004e00000006000300030001:,004e000000050003027ed6
70-4.01|004f00000006000300030001:,004f000000050003027e9c
70-4.06|005000000006000300030001:,0050000000050003027e9c
70-4.12|005100000006000300030001:,0051000000050003027fff
70-4.17|005200000006000300030001:,0052000000050003027fff
70-4.22|005300000006000300030001:,0053000000050003027fa4
70-4.27|005400000006000300030001:,0054000000050003027fa4
70-4.32|005500000006000300030001:,0055000000050003027ed4
70-4.37|005600000006000300030001:,0056000000050003027ed4
70-4.42|005700000006000300030001:,0057000000050003027ee3
70-4.48|005800000006000300030001:,0058000000050003027ee3
70-4.53|005900000006000300030001:,0059000000050003027f9b
70-4.58|005a00000006000300030001:,005a000000050003027f9b
70-4.63|005b00000006000300030001:,005b000000050003027fff
70-4.69|005c00000006000300030001:,005c000000050003027fff
70-4.74|005d00000006000300030001:,005d000000050003027f98
70-4.79|005e00000006000300030001:,005e000000050003027ebb
70-4.84|005f00000006000300030001:,005f000000050003027ebb
70-4.89|006000000006000300030001:,0060000000050003027ed6
70-4.94|006100000006000300030001:,0061000000050003027ed6
70-5.00|006200000006000300030001:,0062000000050003027f8f
70-5.05|006300000006000300030001:,0063000000050003027f8f
70-5.10|006400000006000300030001:,0064000000050003027fff
70-5.15|006500000006000300030001:,0065000000050003027fff
70-5.20|006600000006000300030001:,0066000000050003027fa4
70-5.25|006700000006000300030001:,0067000000050003027fa4
70-5.30|006800000006000300030001:,0068000000050003027ef8
70-5.35|006900000006000300030001:,0069000000050003027ef8
70-5.41|006a00000006000300030001:,006a000000050003027e92
70-5.46|006b00000006000300030001:,006b000000050003027e92
70-5.51|006c00000006000300030001:,006c000000050003027ef9
70-5.56|006d00000006000300030001:,006d000000050003027ef9
70-5.61|006e00000006000300030001:,006e000000050003027fff
70-5.66|006f00000006000300030001:,006f000000050003027fff
70-5.71|007000000006000300030001:,0070000000050003027f90
70-5.76|007100000006000300030001:,0071000000050003027f90
70-5.82|007200000006000300030001:,0072000000050003027f70
70-5.87|007300000006000300030001:,0073000000050003027f70
70-5.92|007400000006000300030001:,0074000000050003027f1f
70-5.97|007500000006000300030001:,0075000000050003027f1f
70-6.02|007600000006000300030001:,0076000000050003027f36
70-6.07|007700000006000300030001:,0077000000050003027f36
70-6.13|007800000006000300030001:,0078000000050003027fff
70-6.18|007900000006000300030001:,0079000000050003027fff
70-6.23|007a00000006000300030001:,007a000000050003027fd8
70-6.28|007b00000006000300030001:,007b000000050003027fd8
70-6.33|007c00000006000300030001:,007c000000050003027f91
70-6.38|007d00000006000300030001:,007d000000050003027f91
70-6.43|007e00000006000300030001:,007e000000050003027f18
70-6.48|007f00000006000300030001:,007f000000050003027f18
70-6.54|008000000006000300030001:,0080000000050003027f33
70-6.59|008100000006000300030001:,0081000000050003027f33
70-6.64|008200000006000300030001:,0082000000050003027fff
70-6.69|008300000006000300030001:,0083000000050003027fff
70-6.74|008400000006000300030001:,0084000000050003027fff
70-6.79|008500000006000300030001:,0085000000050003027fc4
70-6.85|008600000006000300030001:,0086000000050003027fc4
70-6.90|008700000006000300030001:,0087000000050003027f3f
70-6.95|008800000006000300030001:,0088000000050003027f3f
70-7.00|008900000006000300030001:,0089000000050003027f56
70-7.05|008a00000006000300030001:,008a000000050003027f56
70-7.10|008b00000006000300030001:,008b000000050003027fff
70-7.15|008c00000006000300030001:,008c000000050003027fff
70-7.21|008d00000006000300030001:,008d000000050003027ffc
70-7.26|008e00000006000300030001:,008e000000050003027ffc
70-7.31|008f00000006000300030001:,008f000000050003027fcd
70-7.36|009000000006000300030001:,0090000000050003027fcd
70-7.41|009100000006000300030001:,0091000000050003027f3c
70-7.46|009200000006000300030001:,0092000000050003027f3c
70-7.51|009300000006000300030001:,0093000000050003027f6f
70-7.56|009400000006000300030001:,0094000000050003027f6f
70-7.62|009500000006000300030001:,0095000000050003027fff
70-7.67|009600000006000300030001:,0096000000050003027fff
70-7.72|009700000006000300030001:,0097000000050003027fff
70-7.77|009800000006000300030001:,0098000000050003027fff
70-7.82|009900000006000300030001:,0099000000050003027f73
70-7.88|009a00000006000300030001:,009a000000050003027f73
70-7.93|009b00000006000300030001:,009b000000050003027eed
70-7.98|009c00000006000300030001:,009c000000050003027eed
70-8.03|009d00000006000300030001:,009d000000050003027f03
70-8.08|009e00000006000300030001:,009e000000050003027f03
70-8.13|009f00000006000300030001:,009f000000050003027fff
70-8.18|00a000000006000300030001:,00a0000000050003027fff
70-8.23|00a100000006000300030001:,00a1000000050003027fff
70-8.28|00a200000006000300030001:,00a2000000050003027fff
70-8.34|00a300000006000300030001:,00a3000000050003027ff4
70-8.39|00a400000006000300030001:,00a4000000050003027ff4
70-8.44|00a500000006000300030001:,00a5000000050003027f3f
70-8.49|00a600000006000300030001:,00a6000000050003027f97
70-8.54|00a700000006000300030001:,00a7000000050003027f97
70-8.59|00a800000006000300030001:,00a8000000050003027feb
70-8.64|00a900000006000300030001:,00a9000000050003027feb
70-8.70|00aa00000006000300030001:,00aa000000050003027fff
70-8.75|00ab00000006000300030001:,00ab000000050003027fff
70-8.80|00ac00000006000300030001:,00ac000000050003027f66
70-8.85|00ad00000006000300030001:,00ad000000050003027f66
70-8.90|00ae00000006000300030001:,00ae000000050003027f8d
70-8.95|00af00000006000300030001:,00af000000050003027f8d
70-9.00|00b000000006000300030001:,00b0000000050003027f53
70-9.05|00b100000006000300030001:,00b1000000050003027f53
70-9.10|00b200000006000300030001:,00b2000000050003027fff
70-9.16|00b300000006000300030001:,00b3000000050003027fff
70-9.21|00b400000006000300030001:,00b4000000050003027fff
70-9.26|00b500000006000300030001:,00b5000000050003027fff
70-9.31|00b600000006000300030001:,00b6000000050003027fff
70-9.36|00b700000006000300030001:,00b7000000050003027fff
70-9.41|00b800000006000300030001:,00b8000000050003027f1a
70-9.46|00b900000006000300030001:,00b9000000050003027f1a
70-9.52|00ba00000006000300030001:,00ba000000050003027f72
70-9.57|00bb00000006000300030001:,00bb000000050003027f72
70-9.62|00bc00000006000300030001:,00bc000000050003027ff2
70-9.67|00bd00000006000300030001:,00bd000000050003027ff2
70-9.72|00be00000006000300030001:,00be000000050003027fff
70-9.77|00bf00000006000300030001:,00bf000000050003027fff
70-9.82|00c000000006000300030001:,00c0000000050003027fff
70-9.88|00c100000006000300030001:,00c1000000050003027fff
70-9.93|00c200000006000300030001:,00c2000000050003027f32
70-9.98|00c300000006000300030001:,00c3000000050003027f32
70-10.03|00c400000006000300030001:,00c4000000050003027ef8
70-10.08|00c500000006000300030001:,00c5000000050003027ef8
70-10.13|00c600000006000300030001:,00c6000000050003027fac
70-10.18|00c700000006000300030001:,00c7000000050003027fac
70-10.23|00c800000006000300030001:,00c8000000050003027fff
70-10.29|00c900000006000300030001:,00c9000000050003027fff
70-10.34|00ca00000006000300030001:,00ca000000050003027fff
70-10.39|00cb00000006000300030001:,00cb000000050003027f02
70-10.44|00cc00000006000300030001:,00cc000000050003027f02
70-10.49|00cd00000006000300030001:,00cd000000050003027fb7
70-10.54|00ce00000006000300030001:,00ce000000050003027fb7
70-10.59|00cf00000006000300030001:,00cf000000050003027f86
70-10.64|00d000000006000300030001:,00d0000000050003027f86
70-10.70|00d100000006000300030001:,00d1000000050003027fff
70-10.75|00d200000006000300030001:,00d2000000050003027fff
70-10.80|00d300000006000300030001:,00d3000000050003027fff
70-10.85|00d400000006000300030001:,00d4000000050003027fff
70-10.90|00d500000006000300030001:,00d5000000050003027ed2
70-10.95|00d600000006000300030001:,00d6000000050003027ed2
70-11.00|00d700000006000300030001:,00d7000000050003027e98
70-11.06|00d800000006000300030001:,00d8000000050003027e98
70-11.11|00d900000006000300030001:,00d9000000050003027f30
70-11.16|00da00000006000300030001:,00da000000050003027f30
70-11.21|00db00000006000300030001:,00db000000050003027fff
70-11.26|00dc00000006000300030001:,00dc000000050003027fff
70-11.31|00dd00000006000300030001:,00dd000000050003027fff
70-11.36|00de00000006000300030001:,00de000000050003027fff
70-11.42|00df00000006000300030001:,00df000000050003027f30
70-11.47|00e000000006000300030001:,00e0000000050003027f30
70-11.52|00e100000006000300030001:,00e1000000050003027e6e
70-11.57|00e200000006000300030001:,00e2000000050003027e6e
70-11.62|00e300000006000300030001:,00e3000000050003027ebd
70-11.67|00e400000006000300030001:,00e4000000050003027ebd
70-11.72|00e500000006000300030001:,00e5000000050003027f76
70-11.78|00e600000006000300030001:,00e6000000050003027f76
70-11.83|00e700000006000300030001:,00e7000000050003027fff
70-11.88|00e800000006000300030001:,00e8000000050003027fff
70-11.93|00e900000006000300030001:,00e9000000050003027f30
70-11.98|00ea00000006000300030001:,00ea000000050003027f30
70-12.03|00eb00000006000300030001:,00eb000000050003027ee7
70-12.08|00ec00000006000300030001:,00ec000000050003027ee7
70-12.13|00ed00000006000300030001:,00ed000000050003027e6d
70-12.18|00ee00000006000300030001:,00ee000000050003027e6d
70-12.24|00ef00000006000300030001:,00ef000000050003027fc7
70-12.29|00f000000006000300030001:,00f0000000050003027fc7
70-12.34|00f100000006000300030001:,00f1000000050003027f73
70-12.39|00f200000006000300030001:,00f2000000050003027fa8
70-12.44|00f300000006000300030001:,00f3000000050003027fa8
70-12.49|00f400000006000300030001:,00f4000000050003027f23
70-12.54|00f500000006000300030001:,00f5000000050003027f23
70-12.59|00f600000006000300030001:,00f6000000050003027ee5
70-12.65|00f700000006000300030001:,00f7000000050003027ee5
70-12.70|00f800000006000300030001:,00f8000000050003027fee
70-12.75|00f900000006000300030001:,00f9000000050003027fee
70-12.80|00fa00000006000300030001:,00fa000000050003027fff
70-12.85|00fb00000006000300030001:,00fb000000050003027fff
70-12.90|00fc00000006000300030001:,00fc000000050003027f48
70-12.95|00fd00000006000300030001:,00fd000000050003027f48
70-13.00|00fe00000006000300030001:,00fe000000050003027edf
70-13.06|00ff00000006000300030001:,00ff000000050003027edf
70-13.11|010000000006000300030001:,0100000000050003027e85
70-13.16|010100000006000300030001:,0101000000050003027e85
70-13.21|010200000006000300030001:,0102000000050003027f8e
70-13.26|010300000006000300030001:,0103000000050003027f8e
70-13.31|010400000006000300030001:,0104000000050003027fa2
70-13.36|010500000006000300030001:,0105000000050003027fa2
70-13.42|010600000006000300030001:,0106000000050003027fbf
70-13.47|010700000006000300030001:,0107000000050003027fbf
70-13.52|010800000006000300030001:,0108000000050003027f97
70-13.57|010900000006000300030001:,0109000000050003027f97
70-13.62|010a00000006000300030001:,010a000000050003027efd
70-13.67|010b00000006000300030001:,010b000000050003027efd
70-13.72|010c00000006000300030001:,010c000000050003027fff
70-13.78|010d00000006000300030001:,010d000000050003027fff
70-13.83|010e00000006000300030001:,010e000000050003027fff
70-13.88|010f00000006000300030001:,010f000000050003027fff
70-13.93|011000000006000300030001:,0110000000050003027f60
70-13.98|011100000006000300030001:,0111000000050003027f60
70-14.03|011200000006000300030001:,0112000000050003027ef7
70-14.09|011300000006000300030001:,0113000000050003027ef7
70-14.14|011400000006000300030001:,0114000000050003027eee
70-14.19|011500000006000300030001:,0115000000050003027eee
70-14.24|011600000006000300030001:,0116000000050003027eb4
70-14.29|011700000006000300030001:,0117000000050003027ff6
70-14.34|011800000006000300030001:,0118000000050003027ff6
70-14.39|011900000006000300030001:,0119000000050003027fff
70-14.44|011a00000006000300030001:,011a000000050003027fff
70-14.49|011b00000006000300030001:,011b000000050003027f67
70-14.55|011c00000006000300030001:,011c000000050003027f67
70-14.60|011d00000006000300030001:,011d000000050003027eed
70-14.65|011e00000006000300030001:,011e000000050003027eed
70-14.70|011f00000006000300030001:,011f000000050003027f54
70-14.75|012000000006000300030001:,0120000000050003027f54
70-14.80|012100000006000300030001:,0121000000050003027fff
70-14.85|012200000006000300030001:,0122000000050003027fff
70-14.90|012300000006000300030001:,0123000000050003027f84
70-14.96|012400000006000300030001:,0124000000050003027f84
70-15.01|012500000006000300030001:,0125000000050003027ef0
70-15.06|012600000006000300030001:,0126000000050003027ef0
70-15.11|012700000006000300030001:,0127000000050003027e72
70-15.16|012800000006000300030001:,0128000000050003027e72
70-15.21|012900000006000300030001:,0129000000050003027ed9
70-15.26|012a00000006000300030001:,012a000000050003027ed9
70-15.31|012b00000006000300030001:,012b000000050003027fff
70-15.37|012c00000006000300030001:,012c000000050003027fff
70-15.42|012d00000006000300030001:,012d000000050003027f9c
70-15.47|012e00000006000300030001:,012e000000050003027f9c
70-15.52|012f00000006000300030001:,012f000000050003027f10
70-15.57|013000000006000300030001:,0130000000050003027f10
70-15.62|013100000006000300030001:,0131000000050003027edb
70-15.67|013200000006000300030001:,0132000000050003027edb
70-15.73|013300000006000300030001:,0133000000050003027ef2
70-15.78|013400000006000300030001:,0134000000050003027ef2
70-15.83|013500000006000300030001:,0135000000050003027fff
70-15.88|013600000006000300030001:,0136000000050003027fff
70-15.93|013700000006000300030001:,0137000000050003027f9c
70-15.98|013800000006000300030001:,0138000000050003027f9c
70-16.03|013900000006000300030001:,0139000000050003027f10
70-16.08|013a00000006000300030001:,013a000000050003027f10
70-16.14|013b00000006000300030001:,013b000000050003027edb
70-16.19|013c00000006000300030001:,013c000000050003027edb
70-16.24|013d00000006000300030001:,013d000000050003027ef2
70-16.29|013e00000006000300030001:,013e000000050003027fff
70-16.34|013f00000006000300030001:,013f000000050003027fff
70-16.39|014000000006000300030001:,0140000000050003027fc0
