75-source_text,target_text
75-0.00|000100000006000300030001:,0001000000050003027fff
75-0.05|000200000006000300030001:,0002000000050003027fff
75-0.10|000300000006000300030001:,0003000000050003027fff
75-0.16|000400000006000300030001:,0004000000050003027fff
75-0.21|000500000006000300030001:,0005000000050003027fff
75-0.26|000600000006000300030001:,0006000000050003027fff
75-0.31|000700000006000300030001:,0007000000050003027fff
75-0.36|000800000006000300030001:,0008000000050003027ff0
75-0.41|000900000006000300030001:,0009000000050003027ff0
75-0.46|000a00000006000300030001:,000a000000050003027fff
75-0.51|000b00000006000300030001:,000b000000050003027fff
75-0.57|000c00000006000300030001:,000c000000050003027fff
75-0.62|000d00000006000300030001:,000d000000050003027fff
75-0.67|000e00000006000300030001:,000e000000050003027fff
75-0.72|000f00000006000300030001:,000f000000050003027fff
75-0.77|001000000006000300030001:,0010000000050003027fff
75-0.82|001100000006000300030001:,0011000000050003027ff9
75-0.87|001200000006000300030001:,0012000000050003027ff9
75-0.93|001300000006000300030001:,0013000000050003027fff
75-0.98|001400000006000300030001:,0014000000050003027fff
75-1.03|001500000006000300030001:,0015000000050003027fff
75-1.08|001600000006000300030001:,0016000000050003027fff
75-1.13|001700000006000300030001:,0017000000050003027fff
75-1.18|001800000006000300030001:,0018000000050003027fff
75-1.23|001900000006000300030001:,0019000000050003027fff
75-1.29|001a00000006000300030001:,001a000000050003027fff
75-1.34|001b00000006000300030001:,001b000000050003027fff
75-1.39|001c00000006000300030001:,001c000000050003027fff
75-1.44|001d00000006000300030001:,001d000000050003027ff0
75-1.49|001e00000006000300030001:,001e000000050003027ff0
75-1.54|001f00000006000300030001:,001f000000050003027fe7
75-1.59|002000000006000300030001:,0020000000050003027fe7
75-1.65|002100000006000300030001:,0021000000050003027fff
75-1.70|002200000006000300030001:,0022000000050003027fff
75-1.75|002300000006000300030001:,0023000000050003027fff
75-1.80|002400000006000300030001:,0024000000050003027fff
75-1.85|002500000006000300030001:,0025000000050003027fff
75-1.90|002600000006000300030001:,0026000000050003027fff
75-1.96|002700000006000300030001:,0027000000050003027fff
75-2.01|002800000006000300030001:,0028000000050003027fff
75-2.06|002900000006000300030001:,0029000000050003027fae
