source_text,target_text
0.00|000100000006000300030001:,0001000000050003027f6a
0.05|000200000006000300030001:,0002000000050003027fff
0.10|000300000006000300030001:,0003000000050003027fff
0.15|000400000006000300030001:,0004000000050003027fff
0.21|000500000006000300030001:,0005000000050003027fff
0.26|000600000006000300030001:,0006000000050003027fc6
0.31|000700000006000300030001:,0007000000050003027fc6
0.36|000800000006000300030001:,0008000000050003027fa1
0.41|000900000006000300030001:,0009000000050003027fa1
0.46|000a00000006000300030001:,000a000000050003027f32
0.52|000b00000006000300030001:,000b000000050003027f32
0.57|000c00000006000300030001:,000c000000050003027f5f
0.62|000d00000006000300030001:,000d000000050003027f5f
0.67|000e00000006000300030001:,000e000000050003027fff
0.72|000f00000006000300030001:,000f000000050003027fff
0.77|001000000006000300030001:,0010000000050003027fe8
0.82|001100000006000300030001:,0011000000050003027fe8
0.88|001200000006000300030001:,0012000000050003027f21
0.93|001300000006000300030001:,0013000000050003027f21
0.98|001400000006000300030001:,0014000000050003027fa4
1.03|001500000006000300030001:,0015000000050003027fa4
1.08|001600000006000300030001:,0016000000050003027ee0
1.14|001700000006000300030001:,0017000000050003027ee0
1.19|001800000006000300030001:,0018000000050003027f69
1.24|001900000006000300030001:,0019000000050003027fff
1.29|001a00000006000300030001:,001a000000050003027fff
1.34|001b00000006000300030001:,001b000000050003027fff
1.40|001c00000006000300030001:,001c000000050003027fff
1.45|001d00000006000300030001:,001d000000050003027fff
1.50|001e00000006000300030001:,001e000000050003027fff
1.55|001f00000006000300030001:,001f000000050003027fc1
1.60|002000000006000300030001:,0020000000050003027fc1
1.65|002100000006000300030001:,0021000000050003027fff
1.70|002200000006000300030001:,0022000000050003027fff
1.75|002300000006000300030001:,0023000000050003027ff6
1.80|002400000006000300030001:,0024000000050003027ff6
1.86|002500000006000300030001:,0025000000050003027fff
1.91|002600000006000300030001:,0026000000050003027fff
1.96|002700000006000300030001:,0027000000050003027fff
2.01|002800000006000300030001:,0028000000050003027fff
2.06|002900000006000300030001:,0029000000050003027f8a
2.11|002a00000006000300030001:,002a000000050003027f8a
2.17|002b00000006000300030001:,002b000000050003027fbc
2.22|002c00000006000300030001:,002c000000050003027fbc
2.27|002d00000006000300030001:,002d000000050003027f49
2.32|002e00000006000300030001:,002e000000050003027f49
2.37|002f00000006000300030001:,002f000000050003027fff
2.42|003000000006000300030001:,0030000000050003027fff
2.47|003100000006000300030001:,0031000000050003027f97
2.52|003200000006000300030001:,0032000000050003027f97
2.58|003300000006000300030001:,0033000000050003027edd
2.63|003400000006000300030001:,0034000000050003027edd
2.68|003500000006000300030001:,0035000000050003027f54
2.73|003600000006000300030001:,0036000000050003027f54
2.78|003700000006000300030001:,0037000000050003027ee1
2.83|003800000006000300030001:,0038000000050003027ee1
2.89|003900000006000300030001:,0039000000050003027fff
2.94|003a00000006000300030001:,003a000000050003027fff
2.99|003b00000006000300030001:,003b000000050003027fbe
3.04|003c00000006000300030001:,003c000000050003027fde
3.09|003d00000006000300030001:,003d000000050003027fde
3.14|003e00000006000300030001:,003e000000050003027fff
3.20|003f00000006000300030001:,003f000000050003027fff
3.25|004000000006000300030001:,0040000000050003027fce
3.30|004100000006000300030001:,0041000000050003027fce
3.35|004200000006000300030001:,0042000000050003027f6b
3.40|004300000006000300030001:,0043000000050003027f6b
3.45|004400000006000300030001:,0044000000050003027f98
3.50|004500000006000300030001:,0045000000050003027f98
3.55|004600000006000300030001:,0046000000050003027fff
3.61|004700000006000300030001:,0047000000050003027fff
3.66|004800000006000300030001:,0048000000050003027f8a
3.71|004900000006000300030001:,0049000000050003027f8a
3.76|004a00000006000300030001:,004a000000050003027f08
3.82|004b00000006000300030001:,004b000000050003027f08
3.87|004c00000006000300030001:,004c000000050003027ef5
3.92|004d00000006000300030001:,004d000000050003027ef5
3.97|004e00000006000300030001:,004e000000050003027ed2
