csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
3.9763360023498535,0,0,,,,,
3.372150421142578,1,0,,,,,
3.2830605506896973,2,0,,,,,
2.953362226486206,3,0,,,,,
2.7458512783050537,4,0,,,,,
2.9610743522644043,5,0,,,,,
2.602313995361328,6,0,,,,,
2.5078980922698975,7,0,,,,,
2.283175468444824,8,0,,,,,
2.406447172164917,9,0,,,,,
2.2280499935150146,10,0,,,,,
2.162926435470581,11,0,,,,,
2.1430647373199463,12,0,,,,,
1.9474986791610718,13,0,,,,,
1.953741192817688,14,0,,,,,
1.988680124282837,15,0,,,,,
1.7913618087768555,16,0,,,,,
1.8074991703033447,17,0,,,,,
1.7007158994674683,18,0,,,,,
1.7612131834030151,19,0,,,,,
1.712268352508545,20,0,,,,,
1.6383998394012451,21,0,,,,,
1.6348732709884644,22,0,,,,,
1.5293996334075928,23,0,,,,,
1.432847023010254,24,0,,,,,
1.4417576789855957,25,0,,,,,
1.2348183393478394,26,0,,,,,
,0,,0.9386279582977295,,,,
,1,,1.0812748670578003,,,,
,2,,1.2774628400802612,,,,
,3,,0.9910282492637634,,,,
,26,0,,1.087111473083496,,,
,26,0,,,0.0,0.0,2.201573133468628
1.3466099500656128,27,1,,,,,
1.471168875694275,28,1,,,,,
1.31458580493927,29,1,,,,,
1.345947265625,30,1,,,,,
1.2900662422180176,31,1,,,,,
1.1866642236709595,32,1,,,,,
1.1676470041275024,33,1,,,,,
1.2994816303253174,34,1,,,,,
1.2739272117614746,35,1,,,,,
1.1816818714141846,36,1,,,,,
1.1509201526641846,37,1,,,,,
1.1055842638015747,38,1,,,,,
1.2007755041122437,39,1,,,,,
1.137040376663208,40,1,,,,,
1.1536879539489746,41,1,,,,,
1.1316547393798828,42,1,,,,,
1.241078495979309,43,1,,,,,
1.0825276374816895,44,1,,,,,
1.1470626592636108,45,1,,,,,
1.0589120388031006,46,1,,,,,
1.1183311939239502,47,1,,,,,
1.0294287204742432,48,1,,,,,
1.0304960012435913,49,1,,,,,
0.9550344347953796,50,1,,,,,
0.9959275722503662,51,1,,,,,
0.9929056763648987,52,1,,,,,
1.1124423742294312,53,1,,,,,
,4,,0.5380693674087524,,,,
,5,,0.6811819076538086,,,,
,6,,0.8772532343864441,,,,
,7,,0.581024169921875,,,,
,53,1,,0.6857447624206543,,,
,53,1,,,0.079861119389534,0.1076389029622078,1.1679805517196655
0.9580584168434143,54,2,,,,,
0.9561314582824707,55,2,,,,,
1.0065308809280396,56,2,,,,,
0.9132335782051086,57,2,,,,,
0.8967937231063843,58,2,,,,,
0.887240469455719,59,2,,,,,
0.8608608841896057,60,2,,,,,
0.7795205116271973,61,2,,,,,
0.8806557655334473,62,2,,,,,
0.8943522572517395,63,2,,,,,
0.8337823152542114,64,2,,,,,
0.7917505502700806,65,2,,,,,
0.7869122624397278,66,2,,,,,
0.922132134437561,67,2,,,,,
0.9359903335571289,68,2,,,,,
0.7785654664039612,69,2,,,,,
0.7432274222373962,70,2,,,,,
0.730372428894043,71,2,,,,,
0.7116188406944275,72,2,,,,,
0.8844975233078003,73,2,,,,,
0.826816201210022,74,2,,,,,
0.7879799008369446,75,2,,,,,
0.7887066602706909,76,2,,,,,
0.7520177364349365,77,2,,,,,
0.7290396690368652,78,2,,,,,
0.7234053015708923,79,2,,,,,
0.7741091251373291,80,2,,,,,
,8,,0.4039979875087738,,,,
,9,,0.4799991846084595,,,,
,10,,0.6745153665542603,,,,
,11,,0.4338132441043854,,,,
,80,2,,0.5099829435348511,,,
,80,2,,,0.1180555671453476,0.1180555671453476,0.8351691365242004
0.7411893010139465,81,3,,,,,
0.7199960350990295,82,3,,,,,
0.6301654577255249,83,3,,,,,
0.6404533982276917,84,3,,,,,
0.6246673464775085,85,3,,,,,
0.7320317625999451,86,3,,,,,
0.6496296525001526,87,3,,,,,
0.589158296585083,88,3,,,,,
0.6271224617958069,89,3,,,,,
0.6583918333053589,90,3,,,,,
0.635822594165802,91,3,,,,,
0.6013979911804199,92,3,,,,,
0.5641136169433594,93,3,,,,,
0.5492302775382996,94,3,,,,,
0.5861617922782898,95,3,,,,,
