step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-train_loss_epoch,csv-accuracy/exact
0,3.800344467163086,0,,,,,
1,3.604279041290283,0,,,,,
2,3.240581512451172,0,,,,,
3,3.050316095352173,0,,,,,
4,2.8738186359405518,0,,,,,
5,2.6436195373535156,0,,,,,
6,2.551644802093506,0,,,,,
7,2.427612066268921,0,,,,,
8,2.2718451023101807,0,,,,,
9,2.3118395805358887,0,,,,,
10,2.137860059738159,0,,,,,
11,2.1050453186035156,0,,,,,
12,2.1063427925109863,0,,,,,
13,1.9640514850616455,0,,,,,
14,1.9373301267623901,0,,,,,
15,1.8301695585250854,0,,,,,
16,1.8761107921600342,0,,,,,
17,1.843989372253418,0,,,,,
18,1.6998480558395386,0,,,,,
19,1.6513127088546753,0,,,,,
0,,,1.315445899963379,,,,
1,,,1.3923819065093994,,,,
2,,,1.3632404804229736,,,,
19,,0,,1.3557790517807007,,,
19,,0,,,0.02083333395421505,2.3963980674743652,0.0
20,1.650355577468872,1,,,,,
21,1.513917088508606,1,,,,,
22,1.5456663370132446,1,,,,,
23,1.5175977945327759,1,,,,,
24,1.4263813495635986,1,,,,,
25,1.4096758365631104,1,,,,,
26,1.5195832252502441,1,,,,,
27,1.4777636528015137,1,,,,,
28,1.3163228034973145,1,,,,,
29,1.425110936164856,1,,,,,
30,1.3872096538543701,1,,,,,
31,1.402503490447998,1,,,,,
32,1.302449107170105,1,,,,,
33,1.2757949829101562,1,,,,,
34,1.2570760250091553,1,,,,,
35,1.272620677947998,1,,,,,
36,1.1897963285446167,1,,,,,
37,1.303287148475647,1,,,,,
38,1.193198323249817,1,,,,,
39,1.121143102645874,1,,,,,
3,,,0.8927263021469116,,,,
4,,,0.9909794330596924,,,,
5,,,0.9354199171066284,,,,
39,,1,,0.9405662417411804,,,
39,,1,,,0.0520833320915699,1.3753726482391357,0.0
40,1.078650951385498,2,,,,,
41,1.1411089897155762,2,,,,,
42,1.1325018405914307,2,,,,,
43,1.1843860149383545,2,,,,,
44,1.1022697687149048,2,,,,,
45,1.0306172370910645,2,,,,,
46,1.0747756958007812,2,,,,,
47,1.1531970500946045,2,,,,,
48,1.022257685661316,2,,,,,
49,0.9628921151161194,2,,,,,
50,1.0282564163208008,2,,,,,
51,1.0066263675689697,2,,,,,
52,0.9197335839271545,2,,,,,
53,1.0093644857406616,2,,,,,
54,0.9717127680778503,2,,,,,
55,0.8415634632110596,2,,,,,
56,0.9750931859016418,2,,,,,
57,0.8701135516166687,2,,,,,
58,1.032289981842041,2,,,,,
59,1.006467580795288,2,,,,,
6,,,0.7107684016227722,,,,
7,,,0.8233300447463989,,,,
8,,,0.7279295921325684,,,,
59,,2,,0.7592253684997559,,,
59,,2,,,0.0625,1.0271939039230347,0.0
60,0.9399774670600891,3,,,,,
61,0.9738115072250366,3,,,,,
62,0.8016077876091003,3,,,,,
63,0.8576979637145996,3,,,,,
64,0.9114042520523071,3,,,,,
65,0.8279263973236084,3,,,,,
66,0.7868948578834534,3,,,,,
67,0.7757201194763184,3,,,,,
68,0.7971608638763428,3,,,,,
69,0.9666728377342224,3,,,,,
70,0.8415141701698303,3,,,,,
71,0.7787178158760071,3,,,,,
72,0.71915602684021,3,,,,,
73,0.8109080791473389,3,,,,,
74,0.8145480155944824,3,,,,,
75,0.6375877261161804,3,,,,,
76,0.6850407719612122,3,,,,,
77,0.7975645065307617,3,,,,,
78,0.8464802503585815,3,,,,,
79,0.6938400268554688,3,,,,,
9,,,0.5349420309066772,,,,
10,,,0.6619630455970764,,,,
11,,,0.5543436408042908,,,,
79,,3,,0.5896307229995728,,,
79,,3,,,0.3333333432674408,0.8132115602493286,0.1510416716337204
80,0.7202606797218323,4,,,,,
81,0.5628327131271362,4,,,,,
82,0.6894192099571228,4,,,,,
83,0.6929143667221069,4,,,,,
84,0.669921338558197,4,,,,,
85,0.6423944234848022,4,,,,,
86,0.6917125582695007,4,,,,,
87,0.7609283924102783,4,,,,,
88,0.5789178609848022,4,,,,,
89,0.6660274863243103,4,,,,,
90,0.6185604333877563,4,,,,,
91,0.5874019265174866,4,,,,,
92,0.513286292552948,4,,,,,
93,0.4770680069923401,4,,,,,
94,0.5849878191947937,4,,,,,
95,0.703380286693573,4,,,,,
96,0.6319633722305298,4,,,,,
97,0.5063697099685669,4,,,,,
98,0.7212373614311218,4,,,,,
99,0.4838488698005676,4,,,,,
12,,,0.38904452323913574,,,,
13,,,0.5178098678588867,,,,
14,,,0.420768141746521,,,,
99,,4,,0.44689542055130005,,,
99,,4,,,0.5260416865348816,0.6251717209815979,0.3333333432674408
100,0.45426928997039795,5,,,,,
101,0.4915497899055481,5,,,,,
102,0.4618614912033081,5,,,,,
