csv-train_loss_step,csv-epoch,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/micro,csv-train_loss_epoch,csv-accuracy/none
2.7994625568389893,0,0,,,,,
2.3607492446899414,0,1,,,,,
2.2207279205322266,0,2,,,,,
2.099294900894165,0,3,,,,,
1.9990702867507935,0,4,,,,,
1.8504509925842285,0,5,,,,,
1.832385778427124,0,6,,,,,
1.7473374605178833,0,7,,,,,
1.7099465131759644,0,8,,,,,
1.6155794858932495,0,9,,,,,
1.616106390953064,0,10,,,,,
1.5722581148147583,0,11,,,,,
1.5734246969223022,0,12,,,,,
1.5011746883392334,0,13,,,,,
1.4535174369812012,0,14,,,,,
1.3850340843200684,0,15,,,,,
1.4174326658248901,0,16,,,,,
1.3105666637420654,0,17,,,,,
1.2712229490280151,0,18,,,,,
1.2092509269714355,0,19,,,,,
1.1706867218017578,0,20,,,,,
1.2220896482467651,0,21,,,,,
1.1220899820327759,0,22,,,,,
1.1181117296218872,0,23,,,,,
1.0555639266967773,0,24,,,,,
1.0530952215194702,0,25,,,,,
0.9595403671264648,0,26,,,,,
0.9629740118980408,0,27,,,,,
0.9477718472480774,0,28,,,,,
0.9289454221725464,0,29,,,,,
0.8645166158676147,0,30,,,,,
0.8497476577758789,0,31,,,,,
0.8554489016532898,0,32,,,,,
0.8127214908599854,0,33,,,,,
0.7868924140930176,0,34,,,,,
0.7393439412117004,0,35,,,,,
0.7429941892623901,0,36,,,,,
0.7199897766113281,0,37,,,,,
0.694894552230835,0,38,,,,,
0.6587768793106079,0,39,,,,,
0.6297764182090759,0,40,,,,,
0.6311264634132385,0,41,,,,,
0.5912154912948608,0,42,,,,,
0.6376299858093262,0,43,,,,,
0.5473268032073975,0,44,,,,,
0.5702650547027588,0,45,,,,,
0.5385034680366516,0,46,,,,,
0.534055233001709,0,47,,,,,
0.5774332284927368,0,48,,,,,
0.5166529417037964,0,49,,,,,
0.4989425837993622,0,50,,,,,
0.49325308203697205,0,51,,,,,
0.48171019554138184,0,52,,,,,
0.47601330280303955,0,53,,,,,
0.4578280448913574,0,54,,,,,
0.4562179446220398,0,55,,,,,
0.4628429412841797,0,56,,,,,
0.36055290699005127,0,57,,,,,
0.39471834897994995,0,58,,,,,
0.3540584444999695,0,59,,,,,
0.33040380477905273,0,60,,,,,
0.37110626697540283,0,61,,,,,
0.40542376041412354,0,62,,,,,
0.36146801710128784,0,63,,,,,
0.35140448808670044,0,64,,,,,
0.3699931502342224,0,65,,,,,
0.28631335496902466,0,66,,,,,
0.332603394985199,0,67,,,,,
0.2999451160430908,0,68,,,,,
0.30148112773895264,0,69,,,,,
0.2768133878707886,0,70,,,,,
0.2489570677280426,0,71,,,,,
0.21982763707637787,0,72,,,,,
0.2600824534893036,0,73,,,,,
0.23703289031982422,0,74,,,,,
0.23039963841438293,0,75,,,,,
0.22194993495941162,0,76,,,,,
0.24205860495567322,0,77,,,,,
0.17350980639457703,0,78,,,,,
0.25360172986984253,0,79,,,,,
,,0,0.0375400073826313,,,,
,,1,0.09960111230611801,,,,
,,2,0.04665413498878479,,,,
,,3,0.12836790084838867,,,,
,,4,0.03843781352043152,,,,
,,5,0.13319019973278046,,,,
,,6,0.04001482576131821,,,,
,,7,0.03649585321545601,,,,
,,8,0.09525159001350403,,,,
,,9,0.05216122791171074,,,,
,0,79,,0.0707714706659317,,,
,0,79,,,0.4488636255264282,0.8599461317062378,0.4488636255264282
0.17946133017539978,1,80,,,,,
0.1878322958946228,1,81,,,,,
0.2849304974079132,1,82,,,,,
0.1500827521085739,1,83,,,,,
0.21405726671218872,1,84,,,,,
0.15678027272224426,1,85,,,,,
0.18094366788864136,1,86,,,,,
0.12205124646425247,1,87,,,,,
0.2192099690437317,1,88,,,,,
0.1328716278076172,1,89,,,,,
0.11844302713871002,1,90,,,,,
0.1735931634902954,1,91,,,,,
0.12952712178230286,1,92,,,,,
0.11562441289424896,1,93,,,,,
0.10998004674911499,1,94,,,,,
0.11333759874105453,1,95,,,,,
0.10089459270238876,1,96,,,,,
0.07630310207605362,1,97,,,,,
0.09971853345632553,1,98,,,,,
0.09995277971029282,1,99,,,,,
0.14396145939826965,1,100,,,,,
0.11195820569992065,1,101,,,,,
0.14044494926929474,1,102,,,,,
0.07264327257871628,1,103,,,,,
0.09117665141820908,1,104,,,,,
0.07943174242973328,1,105,,,,,
0.0836745873093605,1,106,,,,,
0.08187702298164368,1,107,,,,,
0.08544720709323883,1,108,,,,,
0.11781122535467148,1,109,,,,,
0.085659921169281,1,110,,,,,
0.07528648525476456,1,111,,,,,
0.1254323124885559,1,112,,,,,
0.11375394463539124,1,113,,,,,
0.06753898411989212,1,114,,,,,
0.10001514106988907,1,115,,,,,
0.08207982778549194,1,116,,,,,
0.10812707245349884,1,117,,,,,
0.0733879953622818,1,118,,,,,
0.11367864161729813,1,119,,,,,
0.12233485281467438,1,120,,,,,
0.06643837690353394,1,121,,,,,
0.06281176954507828,1,122,,,,,
0.13473886251449585,1,123,,,,,
0.14512740075588226,1,124,,,,,
0.06961558759212494,1,125,,,,,
0.06376372277736664,1,126,,,,,
0.06691708415746689,1,127,,,,,
0.09084424376487732,1,128,,,,,
0.08108572661876678,1,129,,,,,
0.10786879062652588,1,130,,,,,
0.09300193935632706,1,131,,,,,
0.08699524402618408,1,132,,,,,
0.09141211956739426,1,133,,,,,
0.05398515239357948,1,134,,,,,
0.05574078485369682,1,135,,,,,
0.05286125838756561,1,136,,,,,
0.10156019032001495,1,137,,,,,
0.09062430262565613,1,138,,,,,
0.0980277955532074,1,139,,,,,
0.061549942940473557,1,140,,,,,
0.04920836538076401,1,141,,,,,
0.07628507912158966,1,142,,,,,
0.04183401167392731,1,143,,,,,
0.04910540580749512,1,144,,,,,
0.06809219717979431,1,145,,,,,
0.1560642421245575,1,146,,,,,
0.061600461602211,1,147,,,,,
0.07745271921157837,1,148,,,,,
0.06683896481990814,1,149,,,,,
0.07198329269886017,1,150,,,,,
0.05915717035531998,1,151,,,,,
0.06382424384355545,1,152,,,,,
0.0721229538321495,1,153,,,,,
0.06345981359481812,1,154,,,,,
0.0522175095975399,1,155,,,,,
0.07599447667598724,1,156,,,,,
0.043327730149030685,1,157,,,,,
0.05675147473812103,1,158,,,,,
0.09468527883291245,1,159,,,,,
,,10,0.008227966725826263,,,,
,,11,0.033331286162137985,,,,
,,12,0.00732799805700779,,,,
,,13,0.04126851633191109,,,,
,,14,0.0075106266885995865,,,,
,,15,0.050836339592933655,,,,
,,16,0.006560150999575853,,,,
,,17,0.007473070174455643,,,,
,,18,0.0318046472966671,,,,
,,19,0.005380682647228241,,,,
,1,159,,0.019972126930952072,,,
,1,159,,,0.8664772510528564,0.10020365566015244,0.8664772510528564
0.07224554568529129,2,160,,,,,
0.03689427301287651,2,161,,,,,
0.06561921536922455,2,162,,,,,
0.060532812029123306,2,163,,,,,
0.0348687581717968,2,164,,,,,
0.07490472495555878,2,165,,,,,
0.05578260496258736,2,166,,,,,
0.036013223230838776,2,167,,,,,
0.029777439311146736,2,168,,,,,
0.0648917704820633,2,169,,,,,
0.04843277856707573,2,170,,,,,
0.03921890631318092,2,171,,,,,
0.0629153624176979,2,172,,,,,
0.059239257127046585,2,173,,,,,
0.02836700528860092,2,174,,,,,
0.04757019877433777,2,175,,,,,
0.032020263373851776,2,176,,,,,
0.07390116155147552,2,177,,,,,
0.03331409767270088,2,178,,,,,
