csv-epoch,step,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/validator,csv-accuracy/exact
0,0,3.600219488143921,,,,,
0,1,3.2518913745880127,,,,,
0,2,3.3037943840026855,,,,,
0,3,3.351083517074585,,,,,
0,4,2.8794021606445312,,,,,
0,5,2.70831298828125,,,,,
0,6,2.6156868934631348,,,,,
0,7,2.8765854835510254,,,,,
0,8,2.6960396766662598,,,,,
0,9,2.8371050357818604,,,,,
0,10,2.4815452098846436,,,,,
0,11,2.3809776306152344,,,,,
0,12,2.5138206481933594,,,,,
0,13,2.264838218688965,,,,,
0,14,2.6915409564971924,,,,,
0,15,2.3651535511016846,,,,,
0,16,2.2391467094421387,,,,,
0,17,2.181216239929199,,,,,
0,18,2.412720203399658,,,,,
0,19,2.156696319580078,,,,,
0,20,1.952889084815979,,,,,
0,21,2.0716140270233154,,,,,
0,22,1.9555907249450684,,,,,
0,23,2.0387086868286133,,,,,
0,24,1.9263899326324463,,,,,
0,25,1.710942029953003,,,,,
0,26,2.000384569168091,,,,,
0,27,1.776583194732666,,,,,
0,28,2.021095037460327,,,,,
0,29,1.8789998292922974,,,,,
0,30,1.738850474357605,,,,,
0,31,1.6162840127944946,,,,,
0,32,1.6628823280334473,,,,,
0,33,1.7720465660095215,,,,,
0,34,1.8051035404205322,,,,,
0,35,1.5554074048995972,,,,,
0,36,1.7705518007278442,,,,,
0,37,1.496261477470398,,,,,
0,38,1.5052562952041626,,,,,
0,39,1.7667698860168457,,,,,
0,40,1.504104733467102,,,,,
0,41,1.5983529090881348,,,,,
0,42,1.4932502508163452,,,,,
0,43,1.2961887121200562,,,,,
0,44,1.6302412748336792,,,,,
0,45,1.5503050088882446,,,,,
0,46,1.5629395246505737,,,,,
0,47,1.6286088228225708,,,,,
0,48,1.3844455480575562,,,,,
0,49,1.5387616157531738,,,,,
0,50,1.4077370166778564,,,,,
0,51,1.3500980138778687,,,,,
0,52,1.356097936630249,,,,,
0,53,1.2815349102020264,,,,,
0,54,1.2257450819015503,,,,,
0,55,1.7472310066223145,,,,,
0,56,1.2560505867004395,,,,,
0,57,1.2874414920806885,,,,,
0,58,1.3165016174316406,,,,,
0,59,1.194419503211975,,,,,
0,60,1.4351836442947388,,,,,
0,61,1.1969289779663086,,,,,
0,62,1.5531100034713745,,,,,
0,63,1.1523358821868896,,,,,
0,64,1.2631645202636719,,,,,
0,65,1.3136324882507324,,,,,
0,66,1.542418360710144,,,,,
0,67,1.3062703609466553,,,,,
0,68,1.2097992897033691,,,,,
0,69,1.2272825241088867,,,,,
0,70,1.2447489500045776,,,,,
0,71,1.1708478927612305,,,,,
0,72,1.4224748611450195,,,,,
0,73,1.6726672649383545,,,,,
0,74,1.120482087135315,,,,,
0,75,1.1090617179870605,,,,,
0,76,1.2276921272277832,,,,,
0,77,1.44588303565979,,,,,
0,78,1.1305911540985107,,,,,
0,79,1.1947410106658936,,,,,
0,80,1.2965776920318604,,,,,
0,81,1.1377471685409546,,,,,
0,82,1.0624089241027832,,,,,
0,83,1.034325361251831,,,,,
0,84,1.1753737926483154,,,,,
0,85,1.0859078168869019,,,,,
0,86,1.0669145584106445,,,,,
0,87,1.1492981910705566,,,,,
0,88,1.2150161266326904,,,,,
0,89,1.1799806356430054,,,,,
0,90,1.1511708498001099,,,,,
0,91,1.138504981994629,,,,,
0,92,1.286839246749878,,,,,
0,93,1.137395977973938,,,,,
0,94,1.049512505531311,,,,,
0,95,1.144735336303711,,,,,
0,96,1.0229299068450928,,,,,
0,97,1.1688437461853027,,,,,
0,98,1.2248345613479614,,,,,
0,99,1.243131399154663,,,,,
0,100,1.3171266317367554,,,,,
0,101,1.0154129266738892,,,,,
0,102,1.172611951828003,,,,,
0,103,1.1024353504180908,,,,,
0,104,1.1738495826721191,,,,,
0,105,1.2494957447052002,,,,,
0,106,0.9807068705558777,,,,,
0,107,1.3403756618499756,,,,,
0,108,1.106779932975769,,,,,
0,109,0.900998055934906,,,,,
0,110,1.1389129161834717,,,,,
0,111,1.3530694246292114,,,,,
0,112,1.0068575143814087,,,,,
0,113,0.9665866494178772,,,,,
0,114,0.9496055841445923,,,,,
0,115,1.0953195095062256,,,,,
0,116,0.8998211026191711,,,,,
0,117,0.9893001317977905,,,,,
0,118,0.8139728307723999,,,,,
0,119,0.9943029284477234,,,,,
0,120,1.0401923656463623,,,,,
0,121,1.032557487487793,,,,,
0,122,1.023983359336853,,,,,
0,123,1.283509373664856,,,,,
0,124,1.2977482080459595,,,,,
0,125,0.8958372473716736,,,,,
0,126,0.8361906409263611,,,,,
0,127,0.7722947597503662,,,,,
0,128,0.9466665387153625,,,,,
0,129,1.002577543258667,,,,,
0,130,0.881109893321991,,,,,
0,131,0.9735437631607056,,,,,
0,132,0.7833825349807739,,,,,
0,133,1.0738235712051392,,,,,
0,134,1.0235637426376343,,,,,
0,135,0.816033124923706,,,,,
0,136,0.9858697652816772,,,,,
0,137,0.951849639415741,,,,,
0,138,0.7592145800590515,,,,,
0,139,0.8016359210014343,,,,,
0,140,0.8687031865119934,,,,,
0,141,0.8707793354988098,,,,,
0,142,0.7460998892784119,,,,,
0,143,0.8951226472854614,,,,,
0,144,1.042007565498352,,,,,
0,145,0.8992589116096497,,,,,
0,146,1.0563353300094604,,,,,
0,147,0.6978775262832642,,,,,
0,148,0.915866494178772,,,,,
0,149,0.7590767741203308,,,,,
0,150,0.7786407470703125,,,,,
0,151,0.6698874831199646,,,,,
0,152,0.7461760640144348,,,,,
0,153,1.0550756454467773,,,,,
0,154,0.6854358315467834,,,,,
0,155,0.7807086110115051,,,,,
0,156,0.7641299962997437,,,,,
0,157,0.9733769297599792,,,,,
0,158,0.938184916973114,,,,,
0,159,0.9058364629745483,,,,,
0,160,0.6824839115142822,,,,,
0,161,0.7852499485015869,,,,,
0,162,0.7682157158851624,,,,,
0,163,0.9195802211761475,,,,,
0,164,0.6901009678840637,,,,,
0,165,0.6841200590133667,,,,,
0,166,0.7626542448997498,,,,,
0,167,0.6663076281547546,,,,,
0,168,0.8284158110618591,,,,,
0,169,0.9277456998825073,,,,,
0,170,0.7034327983856201,,,,,
0,171,0.5696204304695129,,,,,
0,172,0.498117595911026,,,,,
0,173,0.6737549304962158,,,,,
0,174,0.711743175983429,,,,,
0,175,0.9086058139801025,,,,,
0,176,0.6962152719497681,,,,,
0,177,0.7254525423049927,,,,,
0,178,0.6501194834709167,,,,,
0,179,0.6780749559402466,,,,,
0,180,0.7657085657119751,,,,,
0,181,0.5768643617630005,,,,,
0,182,0.539667546749115,,,,,
0,183,0.6654065251350403,,,,,
0,184,0.5134665369987488,,,,,
0,185,1.3033453226089478,,,,,
0,186,0.7484839558601379,,,,,
0,187,0.7590633034706116,,,,,
0,188,0.7946569919586182,,,,,
0,189,0.6744637489318848,,,,,
0,190,0.5779353976249695,,,,,
0,191,0.7600098252296448,,,,,
0,192,0.7393108606338501,,,,,
0,193,0.6317782998085022,,,,,
0,194,0.9074299335479736,,,,,
0,195,0.6748968362808228,,,,,
0,196,0.5771862268447876,,,,,
0,197,0.6118205785751343,,,,,
0,198,0.6235383749008179,,,,,
0,199,0.6646926403045654,,,,,
0,200,0.9470417499542236,,,,,
0,201,0.7849262356758118,,,,,
0,202,0.6839711666107178,,,,,
0,203,0.790977954864502,,,,,
0,204,0.6554622054100037,,,,,
0,205,0.5566493272781372,,,,,
0,206,0.7134035229682922,,,,,
0,207,0.5691770315170288,,,,,
0,208,0.8097567558288574,,,,,
0,209,0.7145531177520752,,,,,
0,210,0.48946458101272583,,,,,
0,211,0.5853696465492249,,,,,
0,212,0.54140704870224,,,,,
0,213,0.5559197664260864,,,,,
0,214,0.6982941627502441,,,,,
0,215,0.5538561940193176,,,,,
0,216,0.7426366806030273,,,,,
0,217,0.5807290077209473,,,,,
0,218,0.6179543733596802,,,,,
0,219,0.7888274788856506,,,,,
0,220,0.41986411809921265,,,,,
0,221,0.5765919089317322,,,,,
0,222,0.6142028570175171,,,,,
0,223,0.6609134674072266,,,,,
0,224,0.6234996914863586,,,,,
0,225,0.5517567992210388,,,,,
0,226,0.9233683943748474,,,,,
0,227,0.4231973886489868,,,,,
0,228,0.5301274061203003,,,,,
0,229,0.39473336935043335,,,,,
0,230,0.6853303909301758,,,,,
0,231,0.5296822190284729,,,,,
0,232,0.5741212368011475,,,,,
0,233,0.5276678204536438,,,,,
0,234,0.4691808819770813,,,,,
0,235,0.4767647981643677,,,,,
0,236,0.520805835723877,,,,,
0,237,0.5285559296607971,,,,,
0,238,0.5461589097976685,,,,,
0,239,0.6981309056282043,,,,,
0,240,0.3341964781284332,,,,,
0,241,0.5022842288017273,,,,,
0,242,0.4911592900753021,,,,,
0,243,0.3998960852622986,,,,,
0,244,0.5758472681045532,,,,,
0,245,0.5196537375450134,,,,,
0,246,0.7033840417861938,,,,,
0,247,0.6976537704467773,,,,,
0,248,0.49409765005111694,,,,,
0,249,0.7799505591392517,,,,,
0,250,0.7600821852684021,,,,,
0,251,0.7576737403869629,,,,,
0,252,0.3916785418987274,,,,,
0,253,0.47117987275123596,,,,,
0,254,0.6302865743637085,,,,,
0,255,0.38859835267066956,,,,,
0,256,0.4813821613788605,,,,,
0,257,0.7172509431838989,,,,,
0,258,0.3830985426902771,,,,,
