step,csv-epoch,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-accuracy/validator,csv-train_loss_epoch
0,0,3.7797131538391113,,,,,
1,0,3.4317634105682373,,,,,
2,0,3.2031309604644775,,,,,
3,0,2.7721569538116455,,,,,
4,0,2.8689334392547607,,,,,
5,0,2.7486753463745117,,,,,
6,0,2.5255658626556396,,,,,
7,0,2.6506876945495605,,,,,
8,0,2.3930282592773438,,,,,
9,0,2.331941843032837,,,,,
10,0,2.140265464782715,,,,,
11,0,2.05940842628479,,,,,
12,0,1.9915683269500732,,,,,
13,0,1.9922603368759155,,,,,
14,0,1.9840633869171143,,,,,
15,0,1.922623872756958,,,,,
16,0,1.754794955253601,,,,,
17,0,1.7837538719177246,,,,,
18,0,1.728154182434082,,,,,
19,0,1.7132666110992432,,,,,
20,0,1.5682291984558105,,,,,
21,0,1.5875396728515625,,,,,
22,0,1.5779478549957275,,,,,
23,0,1.4803483486175537,,,,,
24,0,1.5064150094985962,,,,,
25,0,1.4198551177978516,,,,,
26,0,1.4169374704360962,,,,,
27,0,1.391648292541504,,,,,
28,0,1.3212553262710571,,,,,
29,0,1.3738231658935547,,,,,
30,0,1.3156142234802246,,,,,
31,0,1.3387013673782349,,,,,
32,0,1.3206008672714233,,,,,
33,0,1.2244728803634644,,,,,
34,0,1.3210057020187378,,,,,
35,0,1.2228357791900635,,,,,
36,0,1.1950730085372925,,,,,
37,0,1.1345515251159668,,,,,
38,0,1.28268301486969,,,,,
39,0,1.1329460144042969,,,,,
40,0,1.2020633220672607,,,,,
41,0,1.200782060623169,,,,,
42,0,1.0324022769927979,,,,,
43,0,1.0686285495758057,,,,,
44,0,1.0898836851119995,,,,,
45,0,1.0630784034729004,,,,,
46,0,1.105908989906311,,,,,
47,0,1.1310656070709229,,,,,
48,0,1.1382849216461182,,,,,
49,0,0.9625921845436096,,,,,
50,0,0.9788763523101807,,,,,
51,0,0.9262685775756836,,,,,
52,0,1.0375375747680664,,,,,
53,0,1.0402718782424927,,,,,
54,0,0.8995069861412048,,,,,
55,0,1.0119353532791138,,,,,
56,0,0.928905725479126,,,,,
57,0,1.0363470315933228,,,,,
58,0,0.9130966663360596,,,,,
59,0,0.9816296696662903,,,,,
60,0,0.9692472815513611,,,,,
61,0,0.8811705112457275,,,,,
62,0,0.992306649684906,,,,,
63,0,0.9038348197937012,,,,,
