,source_text,target_text
186,00bb0000000b0010000000020400004244:00bb00000006001000000002|00bc00000006000400000002:00bc00000007000404ec1f428f|00bd0000000b0010001e00020400004110:00bd00000003009002|00be00000006000300000002:00be0000000700030400004244|00bf00000006000300000002:00bf0000000700030400004244|00c00000000b00100000000204000040a0:00c000000006001000000002|00c100000006000400000002:00c1000000070004041f544291|00c20000001a00498fdb76798ba531d8def30fa34eeb07a708afd66c707e225a:00c20000000300c901|00c300000006000400100001:,00c300000003008402
824,033a00000006000400000002:033a00000007000404e1024318|033b000000060003002b0001:033b00000003008302|033c0000000b0010000000020400004244:033c00000006001000000002|033d0000001a00635179539659056aa60e9cd782b4437a03f8cbad05e0929fd9:033d0000000300e301|033e00000006000300000002:033e0000000700030400004244|033f0000000b0010000000020400004180:033f00000006001000000002|034000000006000400000002:034000000007000404994c4319|034100000006000300000002:03410000000700030400004180|03420000001a0049e2184bf987849960f857719de8ba99434e3d36b05a444d31:,03420000000300c901
229,00e60000000b0010000000020400004190:00e600000006001000000002|00e700000006000300000002:00e70000000700030400004190|00e80000000b001000000002040000420c:00e800000006001000000002|00e90000000b0010002500020400004210:00e900000003009002|00ea0000001a008c93fac3ef1584532bea76e8f7fe999a0c199fdb9f0563a49f:00ea00000003000c01|00eb00000006000400000002:00eb0000000700040400ac429c|00ec0000000b0010002900020400004214:00ec00000003009002|00ed0000000b00100000000204000041d0:00ed00000006001000000002|00ee00000006000400000002:,00ee00000007000404b8ff429c
59,003c0000000a00bcba709ec5991f084b:003c00000003003c01|003d0000001a008e93673019091c00300b043e10d171873030c79fcd44e964b9:003d00000003000e01|003e000000060005000fff00:003e00000003008502|003f00000006000300000002:003f00000007000304000041d0|00400000000b00100000000204000041b0:004000000006001000000002|004100000006000400000002:004100000007000404c36c4261|00420000000b00100000000204000040e0:004200000006001000000002|004300000006000400000002:004300000007000404b9304262|004400000006000300240001:,004400000003008302
364,016e000000060003001a0001:016e00000003008302|016f00000006000400000002:016f0000000700040485fd42bd|01700000000b0010000000020400004224:017000000006001000000002|01710000000a00eef0217f9703a2907b:017100000003006e01|017200000006000300000002:01720000000700030400004224|01730000000b00100000000204000040e0:017300000006001000000002|017400000006000300000002:017400000007000304000040e0|017500000006000400000002:0175000000070004040b1e42bf|01760000001a004ffec10df8ae69925f50c66ff04c25b1a7627d02d097bc0b32:,01760000000300cf01
74,004b0000000b0010000000020400004110:004b00000006001000000002|004c0000000b0010000000020400004000:004c00000006001000000002|004d00000006000400000002:004d00000007000404aef94267|004e00000006000400320001:004e00000003008402|004f00000006000300000002:004f0000000700030400004000|00500000001a007ccfe59d3ed5e6e3a117873445dfe7397b32d82cbe5fa8284e:00500000000300fc01|00510000001a006db65cd2fefcfa0f538afe62dbb3b664f54c437f5b61f0f37a:00510000000300ed01|00520000000600060027001b:005200000003008602|00530000000b00100000000204000041a8:,005300000006001000000002
938,03ac00000008000f001a00040107:03ac00000003008f02|03ad0000000b0010000000020400004140:03ad00000006001000000002|03ae00000006000200070001:03ae00000003008202|03af0000001a003fa5df2a1efe9d0131f67536dd94d57df6f6dbe625fce0d543:03af0000000300bf01|03b000000006000400000002:03b000000007000404cbef4327|03b100000006000300000002:03b10000000700030400004140|03b200000006000400000002:03b200000007000404095d4328|03b30000000b0010000000020400004180:03b300000006001000000002|03b40000000b0010002e00020400004240:,03b400000003009002
2,000300000006000300000002:00030000000700030400000000|0004000000060002000c0001:000400000003008202|00050000000b0010000000020400004140:000500000006001000000002|00060000000b00100000000204000040e0:000600000006001000000002|000700000006000300000002:000700000007000304000040e0|0008000000120009294ae1011e7dfc9d4c5f57e3e0532ce9:000800000003008901|000900000006000400000002:000900000007000404f67a4244|000a000000060001001f0001:000a00000003008102|000b000000060003002a0001:,000b00000003008302
123,007c000000120053d01599704364a83f13cd435e028ae498:007c0000000300d301|007d0000000b0010000000020400004248:007d00000006001000000002|007e0000001a009c7c3adc02d1077d440541de8bd0a2f25887d1c12fc27d9bb8:007e00000003001c01|007f00000006000400000002:007f0000000700040466ea4280|008000000006000300130001:008000000003008302|008100000006000300000002:00810000000700030400004248|00820000000b0010000000020400004198:008200000006001000000002|008300000006000400000002:0083000000070004045cae4281|00840000000b00100000000204000041d8:,008400000006001000000002
8,000900000006000400000002:000900000007000404f67a4244|000a000000060001001f0001:000a00000003008102|000b000000060003002a0001:000b00000003008302|000c0000001200ef7c09a8700fe22fd4b6130b35c93a58b0:000c00000003006f01|000d00000006000400000002:000d000000070004040af74247|000e0000000b0010000000020400004238:000e00000006001000000002|000f00000006000300000002:000f0000000700030400004238|001000000006000400000002:0010000000070004047b9d4248|001100000006000200220001:,001100000003008202
783,031100000006000400000002:031100000007000404b8424313|03120000001200dacd41d8efd69682748f0f157a86494783:031200000003005a01|031300000006000300000002:03130000000700030400004000|031400000006000400180001:031400000003008402|031500000006000400000002:0315000000070004043d5c4314|03160000000b00100000000204000041f0:031600000006001000000002|03170000001200f78e1114a0fa0b8e82f6fba83fbbad4659:031700000003007701|03180000000b00100000000204000041d8:031800000006001000000002|031900000006000400000002:,031900000007000404c2764314
828,033e00000006000300000002:033e0000000700030400004244|033f0000000b0010000000020400004180:033f00000006001000000002|034000000006000400000002:034000000007000404994c4319|034100000006000300000002:03410000000700030400004180|03420000001a0049e2184bf987849960f857719de8ba99434e3d36b05a444d31:03420000000300c901|034300000006000200230001:034300000003008202|03440000000b001000000002040000421c:034400000006001000000002|034500000006000400000002:03450000000700040432df431a|034600000006000300000002:,0346000000070003040000421c
680,02aa0000000a002e904ecf1f1cb151ca:02aa0000000300ae01|02ab00000006000400070001:02ab00000003008402|02ac00000006000300000002:02ac00000007000304000041f8|02ad0000000b0010000000020400004224:02ad00000006001000000002|02ae0000000b00100000000204000040e0:02ae00000006001000000002|02af00000006000300000002:02af00000007000304000040e0|02b00000001a00f7a13e4dadb9462353aae0dcbac0c4618c49f51bcd58f1cb00:02b000000003007701|02b100000006000400000002:02b1000000070004047b4e4307|02b2000000060003000e0001:,02b200000003008302
37,002600000006000300000002:00260000000700030400003f80|00270000000a006f4244b48f6e9748ac:00270000000300ef01|002800000006000400000002:00280000000700040471704255|002900000006000300000002:00290000000700030400003f80|002a00000006000400000002:002a0000000700040467344256|002b0000000a003f7d35c36150f270e5:002b0000000300bf01|002c0000000b0010000000020400004230:002c00000006001000000002|002d00000006000500300000:002d00000003008502|002e0000001a0038f8e5b9524bd749ecc18b700305f48a7273606a0bd5616dea:,002e0000000300b801
275,01150000000b0010001200020400004200:011500000003009002|01160000000b0010000000020400003f80:011600000006001000000002|011700000006000300000002:01170000000700030400003f80|01180000001a0087678acd98fcd1f2f0dbba314c7b0b090fa395c270b677e502:011800000003000701|01190000000b0010000000020400004160:011900000006001000000002|011a00000006000300000002:011a0000000700030400004160|011b0000001200e1a79d1fd049858bc71c5c960537a6fe0f:011b00000003006101|011c00000006000400000002:011c00000007000404901b42a8|011d00000008000f001e00040108:,011d00000003008f02
