,source_text,target_text
848,0351000000120042d1acbb3a2c9727861be8b8c3542f3065:03510000000300c201|035200000006000500070000:035200000003008502|035300000006000400030001:,0353000000050004020000
94,005f00000006000300000001:005f000000050003020000|0060000000090010000e000102004c:006000000003009002|006100000006000200000001:,006100000003008202
195,00c400000006000300050001:00c400000003008302|00c500000006000300000001:00c5000000050003020000|00c600000006000300010001:,00c6000000050003020000
966,03c700000006000400030001:03c7000000050004020000|03c8000000090010001e0001020045:03c800000003009002|03c900000006000200000001:,03c900000003008202
872,03690000000a00e2609b472868bcaac8:03690000000300e201|036a00000006000400010001:036a000000050004020000|036b00000006000300210001:,036b00000003008302
317,013e0000001a003105dc058c74dc8a79f20ac29b6275767e1e379d16e3d394e4:013e0000000300b101|013f000000060003000e0001:013f00000003008302|014000000012003ee7a6df9bf398dc51ac4cac2a0bd9cc23:,01400000000300be01
575,024000000006000400010001:0240000000050004020000|02410000001a00903538765a058258f9e4627abdaa4820fd3be2c1b77e375c04:024100000003009001|024200000006000300010001:,0242000000050003020000
519,020800000006000400030001:0208000000050004020000|020900000006000300000001:0209000000050003020000|020a000000090010002e0001020060:,020a00000003009002
1061,042600000006000400030001:0426000000050004020000|0427000000060003000c0001:042700000003008302|04280000001a00aa187e1dfb10849b21f5e1f6f04acb1f801aea4c669ec88acb:,04280000000300aa01
327,014800000006000400020001:0148000000050004020003|014900000012001e67e1a0c7ce6e4a493eea4788334bcef0:014900000003009e01|014a00000009001000210001020016:,014a00000003009002
802,03230000000a0067ba1d27589d495247:03230000000300e701|032400000006000300090001:032400000003008302|0325000000060002002d0001:,032500000003008202
91,005c00000006000300010001:005c000000050003020000|005d00000006000400000001:005d000000050004020002|005e00000006000200010001:,005e00000003008202
348,015d00000006000200000001:015d00000003008202|015e00000006000300270001:015e00000003008302|015f00000006000400010001:,015f000000050004020000
496,01f100000006000400020001:01f1000000050004020003|01f200000006000200000001:01f200000003008202|01f300000006000300010001:,01f3000000050003020000
989,03de0000001a0028cd2493a90c83a2dd4456b94f1e20a0cad32c42b347810e61:03de0000000300a801|03df00000006000400000001:03df000000050004020002|03e000000006000200000001:,03e000000003008202
1089,044200000006000300250001:044200000003008302|044300000006000400030001:0443000000050004020000|044400000006000400000001:,0444000000050004020002
679,02a800000006000400000001:02a8000000050004020002|02a90000000a00725c7eecf6e4a957d9:02a90000000300f201|02aa000000090010000a0001020017:,02aa00000003009002
1027,040400000006000400010001:0404000000050004020000|040500000006000300150001:040500000003008302|040600000006000200000001:,040600000003008202
1006,03ef00000006000300000001:03ef000000050003020000|03f000000006000400020001:03f0000000050004020003|03f100000006000500090000:,03f100000003008502
647,028800000006000200000001:028800000003008202|02890000000a001eca63524c76bf7792:028900000003009e01|028a00000006000400010001:,028a000000050004020000
266,010b00000006000200010001:010b00000003008202|010c00000006000300010001:010c000000050003020000|010d00000006000400220001:,010d00000003008402
796,031d00000006000300090001:031d00000003008302|031e00000006000400020001:031e000000050004020003|031f00000006000300010001:,031f000000050003020000
891,037c00000006000300010001:037c000000050003020000|037d00000006000400230001:037d00000003008402|037e0000000900100012000102001a:,037e00000003009002
883,037400000006000400030001:0374000000050004020000|037500000006000400030001:0375000000050004020000|037600000006000200000001:,037600000003008202
296,012900000006000300130001:012900000003008302|012a00000006000400030001:012a000000050004020000|012b00000006000400000001:,012b000000050004020002
549,0226000000060002000f0001:022600000003008202|0227000000060002000f0001:022700000003008202|022800000006000300000001:,0228000000050003020000
708,02c50000000600050032ff00:02c500000003008502|02c600000006000200310001:02c600000003008202|02c7000000060003000f0001:,02c700000003008302
55,003800000006000400030001:0038000000050004020000|003900000006000400010001:0039000000050004020000|003a00000006000300010001:,003a000000050003020000
789,0316000000060005002cff00:031600000003008502|031700000006000400010001:0317000000050004020000|031800000006000300010001:,0318000000050003020000
632,027900000006000400200001:027900000003008402|027a00000006000300010001:027a000000050003020000|027b0000000a001d493f130352f9550f:,027b00000003009d01
115,007400000006000300010001:0074000000050003020000|007500000006000400010001:0075000000050004020000|00760000001a001cc2191d37d706a461961173f07f5d9ae23f6dc8ed508d1df6:,007600000003009c01
875,036c00000006000400020001:036c000000050004020003|036d0000001a000a055651c4e1dffedf3ed20b4b335c6800620285f30cea1f64:036d00000003008a01|036e00000006000300010001:,036e000000050003020000
353,016200000006000400000001:0162000000050004020002|016300000006000300010001:0163000000050003020000|016400000009001000160001020021:,016400000003009002
720,02d100000006000400260001:02d100000003008402|02d200000006000400030001:02d2000000050004020000|02d30000000600050020ff00:,02d300000003008502
1162,048b00000006000400010001:048b000000050004020000|048c00000006000300000001:048c000000050003020000|048d000000060002001e0001:,048d00000003008202
262,010700000006000200010001:010700000003008202|010800000006000200000001:010800000003008202|01090000000600050007ff00:,010900000003008502
814,032f00000006000200000001:032f00000003008202|033000000006000400030001:0330000000050004020000|033100000006000300320001:,033100000003008302
412,019d00000006000400030001:019d000000050004020000|019e00000006000400020001:019e000000050004020003|019f00000006000400010001:,019f000000050004020000
176,00b100000006000200000001:00b100000003008202|00b20000000600050000ff00:00b200000003008502|00b300000006000400000001:,00b3000000050004020002
142,008f0000001200dcb554518253acbd36332101f3bd851ca5:008f0000000300dc01|00900000000a00b9587ea324b54fb6c2:00900000000300b901|009100000006000300010001:,0091000000050003020000
982,03d700000006000300320001:03d700000003008302|03d80000000a00d198d747c361453b83:03d80000000300d101|03d900000006000300000001:,03d9000000050003020000
1012,03f500000006000300190001:03f500000003008302|03f600000006000300010001:03f6000000050003020000|03f70000001a001c394f38669704d33cc1a1e077c3faea6e4fad73fed83a1d40:,03f700000003009c01
619,026c00000006000300000001:026c000000050003020000|026d00000006000200000001:026d00000003008202|026e000000090010000e000102005f:,026e00000003009002
864,036100000006000400030001:0361000000050004020000|036200000006000400010001:0362000000050004020000|036300000006000400300001:,036300000003008402
907,038c000000060002002d0001:038c00000003008202|038d00000006000300010001:038d000000050003020000|038e00000006000300000001:,038e000000050003020000
351,016000000009001000160001020021:016000000003009002|016100000006000400030001:0161000000050004020000|016200000006000400000001:,0162000000050004020002
1063,04280000001a00aa187e1dfb10849b21f5e1f6f04acb1f801aea4c669ec88acb:04280000000300aa01|042900000006000300000001:0429000000050003020000|042a00000006000200000001:,042a00000003008202
326,014700000006000400010001:0147000000050004020000|014800000006000400020001:0148000000050004020003|014900000012001e67e1a0c7ce6e4a493eea4788334bcef0:,014900000003009e01
144,009100000006000300010001:0091000000050003020000|009200000006000200000001:009200000003008202|009300000006000400010001:,0093000000050004020000
335,015000000006000300210001:015000000003008302|015100000006000400000001:0151000000050004020002|015200000006000400030001:,0152000000050004020000
325,014600000006000200220001:014600000003008202|014700000006000400010001:0147000000050004020000|014800000006000400020001:,0148000000050004020003
662,0297000000060005001d0000:029700000003008502|029800000006000300010001:0298000000050003020000|029900000006000400000001:,0299000000050004020002
422,01a70000000600050002ff00:01a700000003008502|01a800000006000400020001:01a8000000050004020003|01a900000006000400000001:,01a9000000050004020002
186,00bb0000000a00280ce0e48913f3e723:00bb0000000300a801|00bc00000006000200000001:00bc00000003008202|00bd00000006000400000001:,00bd000000050004020002
669,029e00000006000300000001:029e000000050003020000|029f00000006000400010001:029f000000050004020000|02a0000000060005002cff00:,02a000000003008502
136,008900000006000400030001:0089000000050004020000|008a0000000600050013ff00:008a00000003008502|008b00000006000400000001:,008b000000050004020002
1017,03fa00000006000200000001:03fa00000003008202|03fb00000006000300310001:03fb00000003008302|03fc00000006000300000001:,03fc000000050003020000
289,01220000001a0092dbf4e65891320ffbf5124d89b974d67fb07184c82216fa64:012200000003009201|012300000009001000130001020029:012300000003009002|012400000006000300130001:,012400000003008302
337,015200000006000400030001:0152000000050004020000|015300000006000400120001:015300000003008402|0154000000120052e3dac93900493b575750506c10bd282b:,01540000000300d201
377,017a0000001200a95c1c13c62112b655bea03cbdb6a15ee0:017a0000000300a901|017b00000006000200000001:017b00000003008202|017c00000006000400020001:,017c000000050004020003
191,00c000000006000300010001:00c0000000050003020000|00c100000006000200180001:00c100000003008202|00c2000000060005002bff00:,00c200000003008502
387,018400000006000400190001:018400000003008402|0185000000120031187c8d61ba60a561534865f1c04d7e1b:01850000000300b101|018600000006000300000001:,0186000000050003020000
43,002c00000006000400020001:002c000000050004020003|002d00000006000300000001:002d000000050003020000|002e00000012006ba88bb6fa7ce9b62005c95a1252c0bea1:,002e0000000300eb01
767,030000000006000300010001:0300000000050003020000|0301000000090010000c0001020002:030100000003009002|030200000006000200010001:,030200000003008202
787,03140000000a00728be6781f4db7eddf:03140000000300f201|0315000000090010002f0001020050:031500000003009002|0316000000060005002cff00:,031600000003008502
917,039600000006000200000001:039600000003008202|039700000006000300050001:039700000003008302|039800000006000400020001:,0398000000050004020003
256,010100000006000300010001:0101000000050003020000|010200000006000200000001:010200000003008202|010300000006000300110001:,010300000003008302
684,02ad000000060003000a0001:02ad00000003008302|02ae00000006000300000001:02ae000000050003020000|02af00000006000400030001:,02af000000050004020000
395,018c00000006000300010001:018c000000050003020000|018d00000006000300000001:018d000000050003020000|018e00000006000400020001:,018e000000050004020003
