,source_text,target_text
986,03db00000006000400010001:03db000000050004020000|03dc00000006000300010001:03dc000000050003020000|03dd000000060004000f0001:03dd00000003008402|03de0000001a0028cd2493a90c83a2dd4456b94f1e20a0cad32c42b347810e61:03de0000000300a801|03df00000006000400000001:03df000000050004020002|03e000000006000200000001:03e000000003008202|03e1000000060004000f0001:03e100000003008402|03e200000012009f061aa291353c786355cd00983910cf3f:03e200000003009f01|03e300000006000300000001:,03e3000000050003020000
231,00e80000001a006a93ac8a0c7fc18158cf76342e6b1c5fe4e92b60e8596c845a:00e80000000300ea01|00e9000000060003002a0001:00e900000003008302|00ea00000006000300000001:00ea000000050003020000|00eb0000000a00c2b433fd3253183c0e:00eb0000000300c201|00ec00000006000200000001:00ec00000003008202|00ed000000060002002e0001:00ed00000003008202|00ee00000006000400010001:00ee000000050004020000|00ef00000009001000300001020046:00ef00000003009002|00f000000006000300010001:,00f0000000050003020000
718,02cf00000006000300000001:02cf000000050003020000|02d000000006000200000001:02d000000003008202|02d100000006000400260001:02d100000003008402|02d200000006000400030001:02d2000000050004020000|02d30000000600050020ff00:02d300000003008502|02d400000006000400260001:02d400000003008402|02d500000006000300010001:02d5000000050003020000|02d60000000a001fda0c540a628366a2:02d600000003009f01|02d700000006000400020001:,02d7000000050004020003
14,000f0000001a00439603b17365f15ddc3385ccb0e477e69ca2d88ed43008cbab:000f0000000300c301|001000000006000400030001:0010000000050004020000|001100000006000300050001:001100000003008302|001200000006000400040001:001200000003008402|001300000006000300010001:0013000000050003020000|00140000001200f08c157a41e1b869b9eb9e9ba35d7abf6b:00140000000300f001|001500000006000400040001:001500000003008402|001600000006000300000001:0016000000050003020000|001700000006000400010001:,0017000000050004020000
572,023d00000006000300290001:023d00000003008302|023e00000006000300000001:023e000000050003020000|023f00000006000400000001:023f000000050004020002|024000000006000400010001:0240000000050004020000|02410000001a00903538765a058258f9e4627abdaa4820fd3be2c1b77e375c04:024100000003009001|024200000006000300010001:0242000000050003020000|0243000000060004002e0001:024300000003008402|024400000006000400030001:0244000000050004020000|024500000006000500250000:,024500000003008502
830,033f00000006000400010001:033f000000050004020000|034000000006000200170001:034000000003008202|034100000006000500240000:034100000003008502|034200000006000300320001:034200000003008302|03430000001200ea7c00074154edebc2d14f79986cefb31a:03430000000300ea01|034400000006000300000001:0344000000050003020000|034500000006000400010001:0345000000050004020000|034600000006000500240000:034600000003008502|03470000001a00c9fdf5c0d28fa6af0f48860326a4973344a4d1d28adc13480d:,03470000000300c901
600,025900000006000400030001:0259000000050004020000|025a00000006000300030001:025a00000003008302|025b00000006000400040001:025b00000003008402|025c00000006000400000001:025c000000050004020002|025d00000006000400020001:025d000000050004020003|025e00000006000400010001:025e000000050004020000|025f00000006000300000001:025f000000050003020000|026000000006000300010001:0260000000050003020000|02610000001a0022b01bee5d3ae3eecd75bdde4d4de06ffdc92004096d65d6fb:,02610000000300a201
733,02de0000000600050004ff00:02de00000003008502|02df0000000a00f220cf7a8c9f97d4bf:02df0000000300f201|02e000000006000300040001:02e000000003008302|02e100000006000400000001:02e1000000050004020002|02e200000012007ba66f8d287b892e8bb52d93da299d8911:02e20000000300fb01|02e300000006000200000001:02e300000003008202|02e400000006000400020001:02e4000000050004020003|02e500000009001000040001020054:02e500000003009002|02e600000006000200000001:,02e600000003008202
921,039a0000000a00675f8efc3581fe0da0:039a0000000300e701|039b00000006000400000001:039b000000050004020002|039c00000006000300010001:039c000000050003020000|039d0000000a00a316202bb95ed525e5:039d0000000300a301|039e00000006000400030001:039e000000050004020000|039f0000000600050002ff00:039f00000003008502|03a000000006000400020001:03a0000000050004020003|03a100000006000200100001:03a100000003008202|03a200000012002a1f0f961b40ff86bc452097f28e10bd08:,03a20000000300aa01
323,014400000006000400020001:0144000000050004020003|0145000000090010000e0001020050:014500000003009002|014600000006000200220001:014600000003008202|014700000006000400010001:0147000000050004020000|014800000006000400020001:0148000000050004020003|014900000012001e67e1a0c7ce6e4a493eea4788334bcef0:014900000003009e01|014a00000009001000210001020016:014a00000003009002|014b00000006000300000001:014b000000050003020000|014c00000006000300010001:,014c000000050003020000
117,00760000001a001cc2191d37d706a461961173f07f5d9ae23f6dc8ed508d1df6:007600000003009c01|007700000006000300000001:0077000000050003020000|007800000006000400030001:0078000000050004020000|007900000006000200000001:007900000003008202|007a00000006000400020001:007a000000050004020003|007b00000006000400010001:007b000000050004020000|007c0000000600050022ff00:007c00000003008502|007d0000000600050022ff00:007d00000003008502|007e0000000900100025000102003e:,007e00000003009002
356,016500000006000400010001:0165000000050004020000|01660000000a007a0f6e188b1d955f47:01660000000300fa01|016700000006000500000000:016700000003008502|016800000006000200280001:016800000003008202|016900000006000200000001:016900000003008202|016a0000001a006dcf42e4713c5e869b3eb4a7c62720b14fb397521cf214843d:016a0000000300ed01|016b00000006000400020001:016b000000050004020003|016c00000006000300000001:016c000000050003020000|016d00000009001000050001020052:,016d00000003009002
1106,045300000006000400120001:045300000003008402|0454000000060005000c0000:045400000003008502|045500000006000400120001:045500000003008402|045600000006000200000001:045600000003008202|04570000001a0091a7eb5e5e68204f7193555a70d17dba48dbea22538938c29e:045700000003009101|045800000006000400020001:0458000000050004020003|045900000006000400000001:0459000000050004020002|045a00000006000300010001:045a000000050003020000|045b00000006000300000001:,045b000000050003020000
185,00ba00000006000400010001:00ba000000050004020000|00bb0000000a00280ce0e48913f3e723:00bb0000000300a801|00bc00000006000200000001:00bc00000003008202|00bd00000006000400000001:00bd000000050004020002|00be00000006000400030001:00be000000050004020000|00bf00000006000300000001:00bf000000050003020000|00c000000006000300010001:00c0000000050003020000|00c100000006000200180001:00c100000003008202|00c2000000060005002bff00:,00c200000003008502
