,source_text,target_text
1708,06ae00000006000500030000:06ae00000003008502|06af00000006000300020001:06af00000005000302000e|06b000000006000400000004:06b00000000b000408000000001e0040b4|06b100000006000600030021:06b100000006000600030021|06b200000006000300010001:,06b200000005000302002b
704,02c100000006000600010017:02c100000006000600010017|02c200000006000300020001:02c2000000050003020018|02c300000006000600000001:02c300000006000600000001|02c40000000600050000ff00:02c40000000600050000ff00|02c50000001a0098accf90b5c60ca39bf22d35f2ae9146006b47292005995ff4:,02c500000003001801
644,02850000000600050000ff00:02850000000600050000ff00|028600000006000300000001:0286000000050003020003|028700000006000600010011:028700000006000600010011|028800000006000300020001:028800000005000302001c|02890000000a00ed597be8b42e6522bc:,028900000003006d01
2053,080700000006000300020001:0807000000050003020029|080800000006000100000001:08080000000400010101|080900000006000300010001:0809000000050003020011|080a00000006000300030001:080a00000005000302001a|080b00000006000600000014:,080b00000006000600000014
578,024300000006000500000000:024300000006000500000000|024400000006000100000001:02440000000400010100|02450000001200f2718f694b7f03ce1eb0529e0769708b6f:024500000003007201|024600000006000300010001:0246000000050003020014|02470000000600060015000f:,024700000003008602
1382,05680000000600060003002d:05680000000600060003002d|0569000000060005000bff00:056900000003008502|056a00000006000500000000:056a00000006000500000000|056b00000006000300010001:056b000000050003020028|056c00000006000400000004:,056c0000000b0004080000000000000000
1298,051400000006000300000001:0514000000050003020027|051500000006000600010007:051500000006000600010007|051600000006000300010001:0516000000050003020007|051700000006000300030001:0517000000050003020020|0518000000060001001a0001:,051800000003008102
1962,07ac00000006000600000010:07ac00000006000600000010|07ad00000006000400000004:07ad0000000b00040800000000bc0040ab|07ae00000006000600010025:07ae00000006000600010025|07af00000006000300020001:07af00000005000302001b|07b000000006000300010001:,07b0000000050003020025
509,01fe00000006000400000004:01fe0000000b00040800000000c80040a9|01ff0000000600050000ff00:01ff0000000600050000ff00|02000000000600060000002d:02000000000600060000002d|020100000006000600140030:020100000003008602|020200000006000300010001:,0202000000050003020030
1445,05a700000006000400000004:05a70000000b00040800000000900040aa|05a800000006000300000001:05a800000005000302000f|05a90000000600050000ff00:05a90000000600050000ff00|05aa00000006000300010001:05aa00000005000302000a|05ab0000000600060002001d:,05ab0000000600060002001d
1229,04cf00000006000600030010:04cf00000006000600030010|04d000000006000300030001:04d0000000050003020010|04d100000006000600000003:04d100000006000600000003|04d200000006000400000004:04d20000000b0004080000000000000000|04d3000000060001002e0001:,04d300000003008102
1808,071200000006000600030011:071200000006000600030011|071300000006000300030001:0713000000050003020011|07140000000600050000ff00:07140000000600050000ff00|07150000000600060002002f:07150000000600060002002f|071600000006000400120001:,071600000003008402
2010,07dc00000006000100000001:07dc0000000400010101|07dd00000006000300030001:07dd000000050003020010|07de00000006000600020007:07de00000006000600020007|07df0000000600050000ff00:07df0000000600050000ff00|07e00000001200372d4807fbe54ebe38cfb1063cd781573c:,07e00000000300b701
148,009500000006000300010001:009500000005000302001c|00960000000600060017002d:009600000003008602|009700000006000300000001:0097000000050003020023|00980000001a009e4e8852e489049953e462d3bed750a238f4886ce3a76fc90a:009800000003001e01|00990000000600060001001f:,00990000000600060001001f
2346,092c00000006000300000001:092c00000005000302000c|092d00000006000600020030:092d00000006000600020030|092e00000006000300030001:092e00000005000302002d|092f00000006000400000004:092f0000000b0004080000000000000000|093000000006000600030029:,093000000006000600030029
1479,05c90000000600060003000a:05c90000000600060003000a|05ca00000006000500110000:05ca00000003008502|05cb00000006000300010001:05cb000000050003020003|05cc00000006000300020001:05cc00000005000302002a|05cd00000006000600020004:,05cd00000006000600020004
1783,06f90000000600060000000b:06f90000000600060000000b|06fa000000060006002e0031:06fa00000003008602|06fb00000006000300000001:06fb00000005000302000b|06fc00000006000100000001:06fc0000000400010101|06fd00000006000600010000:,06fd00000006000600010000
1446,05a800000006000300000001:05a800000005000302000f|05a90000000600050000ff00:05a90000000600050000ff00|05aa00000006000300010001:05aa00000005000302000a|05ab0000000600060002001d:05ab0000000600060002001d|05ac00000006000100000001:,05ac0000000400010101
167,00a800000006000300020001:00a800000005000302000a|00a900000006000300000001:00a9000000050003020020|00aa0000000a0090eb04819901d2c066:00aa00000003001001|00ab00000006000400000004:00ab0000000b00040800000000a80040a6|00ac00000006000500000000:,00ac00000006000500000000
921,039a0000000600060006000d:039a00000003008602|039b00000006000600000015:039b00000006000600000015|039c0000000600060000002f:039c0000000600060000002f|039d00000006000600020017:039d00000006000600020017|039e0000000600060003002d:,039e0000000600060003002d
1687,06990000000600050000ff00:06990000000600050000ff00|069a00000006000400000004:069a0000000b000408000000007c0040a5|069b0000000600050000ff00:069b0000000600050000ff00|069c00000006000600030007:069c00000006000600030007|069d00000006000600020027:,069d00000006000600020027
1336,053a00000006000300020001:053a000000050003020005|053b0000000600050000ff00:053b0000000600050000ff00|053c00000006000600020030:053c00000006000600020030|053d00000006000500000000:053d00000006000500000000|053e0000001a00eb3402793d254f7bc675e8f24ae2e105eb616c38a5d22e92b2:,053e00000003006b01
2278,08e800000006000500000000:08e800000006000500000000|08e900000006000300030001:08e9000000050003020008|08ea00000006000100000001:08ea0000000400010100|08eb00000006000400000004:08eb0000000b0004080000000000000000|08ec0000000600060002001a:,08ec0000000600060002001a
1389,056f00000006000300000001:056f00000005000302002b|057000000006000500300000:057000000003008502|057100000006000600020016:057100000006000600020016|05720000001a00d92ff58ab56bdb31de15af7f51aab4ab34741055d7bf5de9ab:057200000003005901|057300000006000600000012:,057300000006000600000012
2001,07d300000006000300000001:07d300000005000302000d|07d400000006000400000004:07d40000000b00040800000000820040b4|07d50000000600060001001d:07d50000000600060001001d|07d600000006000600030010:07d600000006000600030010|07d700000006000600000008:,07d700000006000600000008
