,source_text,target_text
853,035600000006000300010001:0356000000050003020041|035700000006000600000027:035700000006000600000027|035800000006000400010001:0358000000050004020040|035900000006000400000001:035900000005000402001b|035a00000006000200000001:,035a0000000400020101
1180,049d00000006000400000001:049d000000050004020000|049e00000006000200000001:049e0000000400020101|049f00000006000600000031:049f00000006000600000031|04a000000006000400010001:04a0000000050004020058|04a10000000a00d1c7b44505c6e1ac76:,04a10000000300d101
434,01b30000000a00a82af94984fd042ab5:01b30000000300a801|01b400000006000400000001:01b4000000050004020000|01b500000006000600000043:01b500000006000600000043|01b600000006000300000001:01b6000000050003020046|01b700000006000500000000:,01b700000003008502
1093,04460000000600060000005c:04460000000600060000005c|044700000006000500270000:044700000003008502|044800000012004da507d370334c323f856015b8835703e7:04480000000300cd01|044900000006000300000001:044900000005000302005f|044a00000006000400010001:,044a00000005000402004c
420,01a500000006000600010058:01a500000006000600010058|01a600000006000400000001:01a6000000050004020000|01a700000006000200000001:01a70000000400020101|01a8000000060002002d0001:01a800000003008202|01a90000000600050000ff00:,01a900000003008502
1104,045100000006000400000001:0451000000050004020012|045200000006000300000001:045200000005000302005f|045300000006000600000005:045300000006000600000005|045400000006000300010001:0454000000050003020069|04550000000600060021003a:,045500000003008602
1112,045900000006000400000001:0459000000050004020036|045a00000006000200000001:045a0000000400020101|045b0000000600060000000b:045b0000000600060000000b|045c00000006000200060001:045c00000003008202|045d00000006000300000001:,045d00000005000302000b
791,031800000006000400010001:0318000000050004020040|03190000000600050000ff00:031900000003008502|031a00000006000300000001:031a000000050003020029|031b0000001200cd64a9b85f998b5db28007775e803889c3:031b0000000300cd01|031c00000006000600130061:,031c00000003008602
1086,043f00000006000600000043:043f00000006000600000043|044000000006000300010001:0440000000050003020005|044100000006000400010001:0441000000050004020064|044200000006000400080001:044200000003008402|044300000006000200000001:,04430000000400020101
933,03a60000000600050000ff00:03a600000003008502|03a700000006000200000001:03a70000000400020101|03a800000006000400000001:03a800000005000402002d|03a90000001200b628c9f61ed476e597d9d68d74dbcc8534:03a90000000300b601|03aa00000006000300000001:,03aa00000005000302001d
863,036000000006000400010001:0360000000050004020034|03610000001200610275853654543458ea69f9a34240dc72:03610000000300e101|03620000000600060000001e:03620000000600060000001e|036300000006000400100001:036300000003008402|036400000006000400000001:,036400000005000402002d
275,011400000006000200210001:011400000003008202|01150000000600060001002f:01150000000600060001002f|011600000006000400000001:0116000000050004020000|011700000006000300000001:0117000000050003020be5|011800000006000500000000:,011800000003008502
1182,049f00000006000600000031:049f00000006000600000031|04a000000006000400010001:04a0000000050004020058|04a10000000a00d1c7b44505c6e1ac76:04a10000000300d101|04a200000006000300000001:04a2000000050003020034|04a300000006000600010016:,04a300000006000600010016
1035,040c00000006000400010001:040c00000005000402001c|040d0000000600050000ff00:040d00000003008502|040e00000006000200000001:040e0000000400020101|040f0000000600060001002d:040f0000000600060001002d|041000000006000400260001:,041000000003008402
190,00bf00000006000500000000:00bf00000003008502|00c000000006000400010001:00c0000000050004020000|00c100000006000300000001:00c1000000050003020011|00c200000006000300010001:00c2000000050003020048|00c300000006000200190001:,00c300000003008202
929,03a200000006000600000018:03a200000006000600000018|03a30000000600060000001d:03a30000000600060000001d|03a4000000060003001f0001:03a400000003008302|03a500000006000400010001:03a5000000050004020028|03a60000000600050000ff00:,03a600000003008502
1176,049900000006000400010001:0499000000050004020064|049a00000006000300010001:049a00000005000302002e|049b0000000a002c6a148977a62eba1f:049b0000000300ac01|049c00000006000600010001:049c00000006000600010001|049d00000006000400000001:,049d000000050004020000
271,011000000006000300010001:0110000000050003020003|01110000000600060000003c:01110000000600060000003c|011200000006000400010001:0112000000050004020064|01130000000a00606848b93389a2c0e6:01130000000300e001|011400000006000200210001:,011400000003008202
697,02ba0000000600060000001c:02ba0000000600060000001c|02bb00000006000300000001:02bb00000005000302001c|02bc00000006000300010001:02bc000000050003020072|02bd00000006000600000004:02bd00000006000600000004|02be00000006000300010001:,02be00000005000302007b
886,037700000006000400010001:0377000000050004020064|037800000006000200000001:03780000000400020101|037900000006000600000013:037900000006000600000013|037a0000000600060001004e:037a0000000600060001004e|037b00000006000600010025:,037b00000006000600010025
954,03bb00000006000400010001:03bb000000050004020064|03bc00000006000500000000:03bc00000003008502|03bd000000060003002b0001:03bd00000003008302|03be00000006000300010001:03be00000005000302000c|03bf0000000600060000000b:,03bf0000000600060000000b
324,014500000006000600000043:014500000006000600000043|014600000006000300010001:0146000000050003020044|014700000006000400000001:0147000000050004020000|014800000006000400010001:0148000000050004020064|01490000000a0074dbf3a5334e3b8b38:,01490000000300f401
49,003200000006000200000001:00320000000400020101|003300000006000300000001:0033000000050003020005|003400000006000400000001:0034000000050004020009|00350000001a00f9f667ee08fdebb7e8b7efc88eb9c77cc1ee4c93f446a9001a:00350000000300f901|00360000000600050000ff00:,003600000003008502
580,024500000006000600010033:024500000006000600010033|024600000006000400010001:0246000000050004020058|024700000006000300010001:0247000000050003020039|024800000006000500000000:024800000003008502|024900000006000200100001:,024900000003008202
163,00a40000001a00e36dcb231acd1527b39e1b4afc48ffa60036cc1506fc8a9e7e:00a40000000300e301|00a500000006000400000001:00a5000000050004020012|00a600000006000600080050:00a600000003008602|00a70000000600050000ff00:00a700000003008502|00a800000006000600010059:,00a800000006000600010059
651,028c00000006000500000000:028c00000003008502|028d00000006000400000001:028d000000050004020000|028e00000006000400010001:028e000000050004020064|028f0000000a00746fec12c5b1150d20:028f0000000300f401|029000000006000200160001:,029000000003008202
637,027e00000006000400000001:027e000000050004020000|027f00000006000200000001:027f0000000400020101|02800000000600050001ff00:028000000003008502|02810000001200e8cb8c6eb6f30785918169309f24983286:02810000000300e801|028200000006000400010001:,0282000000050004020064
1131,046c0000000a007effdf13434a4fbb95:046c0000000300fe01|046d00000006000500310000:046d00000003008502|046e00000006000400000001:046e000000050004020048|046f00000006000600000044:046f00000006000600000044|047000000006000200000001:,04700000000400020100
