,source_text,target_text
349,015e00000006000100000001:015e0000000400010101|015f00000006000400000004:015f0000000b0004080000000000004039|016000000006000600010001:016000000006000600010001|016100000006000600030014:016100000006000600030014|016200000006000500000000:,016200000006000500000000
321,014200000006000300140001:014200000003008302|014300000006000300000001:0143000000050003020020|014400000006000100000001:01440000000400010100|014500000006000300020001:0145000000050003020012|01460000000600060001000b:,01460000000600060001000b
2169,087a00000006000400000004:087a0000000b0004080000000080004043|087b00000006000600030026:087b00000006000600030026|087c0000000600060001002e:087c0000000600060001002e|087d00000006000300000001:087d000000050003020027|087e00000006000600000015:,087e00000006000600000015
2247,08c800000006000300020001:08c8000000050003020002|08c90000000600060002001c:08c90000000600060002001c|08ca00000006000400000004:08ca0000000b0004080000000000004039|08cb00000006000300020001:08cb00000005000302001c|08cc00000006000600010008:,08cc00000006000600010008
1461,05b600000006000300020001:05b600000005000302000a|05b70000001200097a3efe741060afd748495742e9cf1a5b:05b700000003008901|05b800000006000300030001:05b800000005000302001a|05b9000000060001002a0001:05b900000003008102|05ba00000006000300000001:,05ba000000050003020016
543,022000000006000400000004:02200000000b0004080000000080004048|022100000006000600010016:022100000006000600010016|022200000006000300020001:022200000005000302000c|022300000006000600010027:022300000006000600010027|022400000006000400000004:,02240000000b0004080000000080004048
455,01c80000001a0012696015cf48d8517071451675d43d1e4f7b43d0ba9e3905de:01c800000003009201|01c900000006000100000001:01c90000000400010100|01ca00000006000300030001:01ca000000050003020005|01cb00000006000600030028:01cb00000006000600030028|01cc00000006000600000002:,01cc00000006000600000002
526,020f000000060001001d0001:020f00000003008102|021000000006000600000021:021000000006000600000021|02110000001200ba5c3d9e414af88ec801528e0c87e5a8d5:021100000003003a01|021200000006000100000001:02120000000400010100|02130000000600060001001f:,02130000000600060001001f
665,029a00000006000300020001:029a00000005000302002e|029b00000006000400000004:029b0000000b0004080000000000000000|029c00000006000600000017:029c00000006000600000017|029d00000006000100000001:029d0000000400010100|029e00000006000300000001:,029e000000050003020017
1657,067a00000006000600000010:067a00000006000600000010|067b00000006000100240001:067b00000003008102|067c00000006000300000001:067c000000050003020010|067d00000006000300030001:067d000000050003020004|067e00000006000600010027:,067e00000006000600010027
353,016200000006000500000000:016200000006000500000000|016300000006000300300001:016300000003008302|016400000006000300000001:0164000000050003020019|016500000006000300030001:0165000000050003020014|016600000006000100000001:,01660000000400010100
1075,043400000006000300020001:043400000005000302002c|043500000006000600010017:043500000006000600010017|04360000000600060002000c:04360000000600060002000c|043700000006000400000004:04370000000b0004080000000080004042|043800000006000100000001:,04380000000400010101
718,02cf00000006000300010001:02cf000000050003020026|02d000000006000300030001:02d0000000050003020012|02d1000000060001000d0001:02d100000003008102|02d20000000600060000002b:02d20000000600060000002b|02d300000006000300020001:,02d300000005000302000d
1613,064e00000006000600000002:064e00000006000600000002|064f00000006000300020001:064f00000005000302001f|065000000006000100000001:06500000000400010101|065100000006000300000001:0651000000050003020002|065200000006000600030016:,065200000006000600030016
1986,07c300000006000100000001:07c30000000400010100|07c400000006000300000001:07c4000000050003020017|07c500000006000300010001:07c5000000050003020014|07c600000006000600010022:07c600000006000600010022|07c700000006000100000001:,07c70000000400010100
2211,08a400000006000500000000:08a400000006000500000000|08a500000006000300010001:08a500000005000302001a|08a600000006000300020001:08a6000000050003020012|08a70000001a003433327ad889476138d58dcf79657b3802080e325e572d4c87:08a70000000300b401|08a800000006000400000004:,08a80000000b0004080000000000000000
2155,086c000000060006002f000f:086c00000003008602|086d0000000600060000002a:086d0000000600060000002a|086e0000000a005875d025ea304d0607:086e0000000300d801|086f00000006000100000001:086f0000000400010100|087000000006000300010001:,087000000005000302000b
613,026600000006000600010022:026600000006000600010022|026700000006000100000001:02670000000400010101|026800000006000300000001:0268000000050003020013|02690000000600050000ff00:02690000000600050000ff00|026a00000006000400000004:,026a0000000b0004080000000000004033
2205,089e00000006000300010001:089e000000050003020025|089f00000006000400000004:089f0000000b0004080000000000004026|08a00000000600060001001a:08a00000000600060001001a|08a100000006000600000011:08a100000006000600000011|08a2000000060001001b0001:,08a200000003008102
1200,04b100000006000600010016:04b100000006000600010016|04b20000000600060003000b:04b20000000600060003000b|04b300000006000100000001:04b30000000400010100|04b400000006000300000001:04b4000000050003020010|04b500000006000400000004:,04b50000000b0004080000000000000000
1099,044c00000006000300010001:044c000000050003020028|044d0000000600060000000d:044d0000000600060000000d|044e00000006000400000004:044e0000000b000408000000000000402a|044f0000000a0086db247c248b6232a4:044f00000003000601|045000000006000300030001:,045000000005000302002c
809,032a00000006000100000001:032a0000000400010101|032b00000006000600000009:032b00000006000600000009|032c000000060003002e0001:032c00000003008302|032d00000006000600020015:032d00000006000600020015|032e0000001a00926f073eaf797084318b2c8338e287ce6fbdd22aa47602921b:,032e00000003001201
2273,08e200000006000600000017:08e200000006000600000017|08e300000006000300030001:08e300000005000302001c|08e400000006000400000004:08e40000000b0004080000000000000000|08e500000006000600010006:08e500000006000600010006|08e60000000600060003000e:,08e60000000600060003000e
1345,054200000006000400000004:05420000000b0004080000000080004043|054300000006000300020001:0543000000050003020002|054400000006000500000000:054400000006000500000000|054500000006000600010015:054500000006000600010015|05460000000600060000002b:,05460000000600060000002b
1879,075800000006000600020014:075800000006000600020014|0759000000120082eff5964b83f2aa36398e31e25daa61dd:075900000003000201|075a00000006000100000001:075a0000000400010100|075b00000006000400000004:075b0000000b0004080000000000000000|075c00000006000300000001:,075c00000005000302002f
313,013a00000006000600000020:013a00000006000600000020|013b00000006000500000000:013b00000006000500000000|013c00000006000400000004:013c0000000b0004080000000000000000|013d00000006000300030001:013d000000050003020014|013e00000006000600030001:,013e00000006000600030001
184,00b9000000060005002c0000:00b900000003008502|00ba00000006000100000001:00ba0000000400010101|00bb0000000a00ddbdcff5f490f4dafb:00bb00000003005d01|00bc00000006000300010001:00bc000000050003020006|00bd0000000600050000ff00:,00bd0000000600050000ff00
269,010e00000006000600000030:010e00000006000600000030|010f0000000600060001002d:010f0000000600060001002d|011000000006000300010001:011000000005000302002d|011100000006000300020001:0111000000050003020009|011200000006000300020001:,0112000000050003020009
17,00120000000600060002001e:00120000000600060002001e|00130000000600060001000a:00130000000600060001000a|001400000006000300020001:001400000005000302001e|00150000001a008e0bfe276c9d4c931013896975df368d7e486ad5eb881ad2ea:001500000003000e01|001600000006000300000001:,0016000000050003020030
110,006f00000006000600020010:006f00000006000600020010|007000000006000300010001:0070000000050003020010|007100000006000500000000:007100000006000500000000|00720000000600060003000e:00720000000600060003000e|00730000000600060000002d:,00730000000600060000002d
728,02d900000006000600010008:02d900000006000600010008|02da00000006000600020013:02da00000006000600020013|02db00000006000100270001:02db00000003008102|02dc00000006000400000004:02dc0000000b0004080000000080004045|02dd00000006000100000001:,02dd0000000400010101
1453,05ae00000006000300020001:05ae00000005000302001e|05af0000001200487668572330afbc737fc208fcf67221ac:05af0000000300c801|05b00000000600060002000a:05b00000000600060002000a|05b10000000600060003001a:05b10000000600060003001a|05b200000006000500000000:,05b200000006000500000000
270,010f0000000600060001002d:010f0000000600060001002d|011000000006000300010001:011000000005000302002d|011100000006000300020001:0111000000050003020009|011200000006000300020001:0112000000050003020009|011300000006000600000026:,011300000006000600000026
56,003900000006000600020028:003900000006000600020028|003a0000001200fd02439c67826d1dab49c80d9ad2536137:003a00000003007d01|003b000000060003002b0001:003b00000003008302|003c0000000600060003000c:003c0000000600060003000c|003d00000006000300020001:,003d000000050003020028
657,02920000000600060001002a:02920000000600060001002a|029300000006000500000000:029300000006000500000000|029400000006000300000001:029400000005000302000f|029500000006000300010001:029500000005000302002a|029600000006000100000001:,02960000000400010100
1996,07cd00000006000400000004:07cd0000000b0004080000000000000000|07ce0000000600050000ff00:07ce0000000600050000ff00|07cf00000006000300000001:07cf000000050003020017|07d000000006000300020001:07d0000000050003020010|07d10000000a00ddaa78009187196cb3:,07d100000003005d01
1424,059100000006000600010028:059100000006000600010028|059200000006000300020001:0592000000050003020024|059300000006000400000004:05930000000b0004080000000000004046|059400000006000300000001:059400000005000302002c|059500000006000600020025:,059500000006000600020025
711,02c800000006000600030001:02c800000006000600030001|02c90000000600050000ff00:02c90000000600050000ff00|02ca00000006000600000016:02ca00000006000600000016|02cb000000120025de96998dbe9f136ad32595ae3a722c42:02cb0000000300a501|02cc00000006000600030012:,02cc00000006000600030012
1355,054c00000006000600010021:054c00000006000600010021|054d00000006000400110001:054d00000003008402|054e00000006000400000004:054e0000000b0004080000000000000000|054f0000000600060003001f:054f0000000600060003001f|055000000006000300000001:,055000000005000302002b
1203,04b400000006000300000001:04b4000000050003020010|04b500000006000400000004:04b50000000b0004080000000000000000|04b600000006000300020001:04b600000005000302001c|04b70000000600060000002d:04b70000000600060000002d|04b8000000060004001c0001:,04b800000003008402
882,037300000006000600120017:037300000003008602|037400000006000300020001:037400000005000302002b|037500000006000300020001:037500000005000302002b|037600000006000600020005:037600000006000600020005|037700000006000600000002:,037700000006000600000002
368,017100000006000300160001:017100000003008302|017200000006000300030001:0172000000050003020026|017300000006000100000001:01730000000400010100|017400000006000300000001:017400000005000302001b|017500000006000300010001:,0175000000050003020012
2232,08b900000006000300020001:08b9000000050003020002|08ba00000006000300000001:08ba00000005000302000b|08bb00000006000100000001:08bb0000000400010101|08bc00000006000300010001:08bc00000005000302002c|08bd0000000600060003002a:,08bd0000000600060003002a
395,018c00000006000100000001:018c0000000400010100|018d00000006000500000000:018d00000006000500000000|018e0000000600060003000d:018e0000000600060003000d|018f00000006000600010016:018f00000006000600010016|019000000006000300020001:,0190000000050003020005
70,004700000006000300010001:004700000005000302001a|004800000006000600010012:004800000006000600010012|00490000000600060003002f:00490000000600060003002f|004a00000006000600020006:004a00000006000600020006|004b00000006000300020001:,004b000000050003020006
2253,08ce00000006000600030002:08ce00000006000600030002|08cf00000006000100000001:08cf0000000400010101|08d00000000600050000ff00:08d00000000600050000ff00|08d100000006000300010001:08d1000000050003020008|08d200000006000600000007:,08d200000006000600000007
329,014a00000006000600020028:014a00000006000600020028|014b00000006000500000000:014b00000006000500000000|014c00000006000600000001:014c00000006000600000001|014d00000006000300030001:014d000000050003020001|014e0000001200a4760a9fe5087eeb44117f5d3aabb64674:,014e00000003002401
1723,06bc00000006000300030001:06bc000000050003020026|06bd00000006000300000001:06bd000000050003020021|06be00000006000300010001:06be00000005000302001f|06bf0000000600050000ff00:06bf0000000600050000ff00|06c00000000600050005ff00:,06c000000003008502
1133,046e00000006000100000001:046e0000000400010101|046f00000006000300010001:046f00000005000302001c|04700000000600060001000d:04700000000600060001000d|047100000012006ad281ddde24b7d080f00a2b475c0d0603:04710000000300ea01|04720000000600060003001f:,04720000000600060003001f
1948,079d00000006000300020001:079d000000050003020005|079e00000006000100270001:079e00000003008102|079f00000006000300030001:079f000000050003020007|07a00000001200aecafbe22ee0f730859744f200d0793a19:07a000000003002e01|07a100000006000300020001:,07a1000000050003020005
972,03cd00000006000500000000:03cd00000006000500000000|03ce00000006000600000028:03ce00000006000600000028|03cf00000006000300000001:03cf000000050003020028|03d00000000600060001000d:03d00000000600060001000d|03d100000006000600000006:,03d100000006000600000006
352,016100000006000600030014:016100000006000600030014|016200000006000500000000:016200000006000500000000|016300000006000300300001:016300000003008302|016400000006000300000001:0164000000050003020019|016500000006000300030001:,0165000000050003020014
838,034700000006000100000001:03470000000400010101|03480000000600060002002d:03480000000600060002002d|034900000006000600000006:034900000006000600000006|034a00000006000300000001:034a000000050003020006|034b00000006000400210001:,034b00000003008402
1754,06db00000006000500000000:06db00000006000500000000|06dc00000006000600020005:06dc00000006000600020005|06dd0000000600060003002b:06dd0000000600060003002b|06de00000006000300000001:06de000000050003020020|06df00000006000300020001:,06df000000050003020005
754,02f300000006000300020001:02f3000000050003020013|02f400000006000300000001:02f400000005000302002e|02f50000000600060001002c:02f50000000600060001002c|02f600000006000100000001:02f60000000400010101|02f700000006000600030027:,02f700000006000600030027
372,017500000006000300010001:0175000000050003020012|017600000006000400000004:01760000000b0004080000000000000000|017700000006000300020001:0177000000050003020024|017800000006000600000024:017800000006000600000024|017900000006000500000000:,017900000006000500000000
