,source_text,target_text
91,005c00000006000400000001:005c000000050004020002|005d00000006000300000001:005d000000050003020000|005e00000006000400020001:005e000000050004020003|005f00000006000500000000:005f00000003008502|006000000006000400030001:0060000000050004020000|00610000000a00dfc2d39a53be88c12a:00610000000300df01|006200000006000200000001:006200000003008202|0063000000060003001e0001:006300000003008302|006400000006000300010001:,0064000000050003020000
820,033500000006000400030001:0335000000050004020000|033600000006000500000000:033600000003008502|033700000006000200000001:033700000003008202|033800000006000400000001:0338000000050004020002|033900000006000500010000:033900000003008502|033a00000006000300000001:033a000000050003020000|033b00000006000300010001:033b000000050003020000|033c00000006000400020001:033c000000050004020003|033d0000001a00ea39aa1a98c7e535714af584a21700194127c65ac577fe5858:,033d0000000300ea01
1682,06930000000a00216efc87d65acbd14f:06930000000300a101|069400000006000400020001:0694000000050004020003|069500000006000400000001:0695000000050004020002|06960000000900100006000102001d:069600000003009002|06970000000600050000ff00:069700000003008502|069800000006000300000001:0698000000050003020000|069900000006000400030001:0699000000050004020000|069a00000006000300010001:069a000000050003020000|069b00000006000400010001:,069b000000050004020000
561,023200000006000300010001:0232000000050003020000|023300000006000200000001:023300000003008202|023400000006000400020001:0234000000050004020003|023500000006000400020001:0235000000050004020003|023600000006000400030001:0236000000050004020000|023700000006000400010001:0237000000050004020000|023800000006000300000001:0238000000050003020000|02390000000a00a239127341d7661ebf:02390000000300a201|023a00000006000500000000:,023a00000003008502
1550,060f0000000a00417236d456b5a813a1:060f0000000300c101|061000000006000200000001:061000000003008202|061100000006000500000000:061100000003008502|061200000006000400020001:0612000000050004020003|061300000006000400000001:0613000000050004020002|061400000006000400010001:0614000000050004020000|061500000006000400030001:0615000000050004020000|061600000006000300000001:0616000000050003020000|061700000006000300010001:,0617000000050003020000
2368,094100000006000400020001:0941000000050004020003|094200000006000300000001:0942000000050003020000|094300000006000200000001:094300000003008202|094400000006000500000000:094400000003008502|09450000001a0021a72224f4530703e73ceed8a252846886a0ced5c40390d6b4:09450000000300a101|094600000006000400030001:0946000000050004020000|094700000006000400020001:0947000000050004020003|094800000006000400050001:094800000003008402|094900000006000300000001:,0949000000050003020000
1136,047100000006000400020001:0471000000050004020003|04720000000900100014000102000e:047200000003009002|047300000006000500000000:047300000003008502|047400000006000300010001:0474000000050003020000|047500000006000300010001:0475000000050003020000|04760000000600050000ff00:047600000003008502|047700000006000400030001:0477000000050004020000|047800000006000400010001:0478000000050004020000|047900000006000400020001:,0479000000050004020003
952,03b900000006000400020001:03b9000000050004020003|03ba00000006000400010001:03ba000000050004020000|03bb00000006000200000001:03bb00000003008202|03bc00000006000300010001:03bc000000050003020000|03bd00000006000300000001:03bd000000050003020000|03be0000000600050000ff00:03be00000003008502|03bf00000006000200180001:03bf00000003008202|03c000000006000400000001:03c0000000050004020002|03c100000006000300010001:,03c1000000050003020000
2069,081600000006000400020001:0816000000050004020003|081700000006000200000001:081700000003008202|081800000006000300000001:0818000000050003020000|08190000000600050000ff00:081900000003008502|081a00000006000400030001:081a000000050004020000|081b00000006000300010001:081b000000050003020000|081c00000006000400010001:081c000000050004020000|081d00000006000400000001:081d000000050004020002|081e0000001a007e2cedcda89fc4d9b9a7e683f8b1971c457b2c5f5ba6c86c9a:,081e0000000300fe01
1713,06b200000006000200000001:06b200000003008202|06b300000006000400020001:06b3000000050004020003|06b400000006000400030001:06b4000000050004020000|06b50000000600050000ff00:06b500000003008502|06b600000006000200020001:06b600000003008202|06b700000006000400000001:06b7000000050004020002|06b80000001200f8cf14dc2885e7a530c4da79637fdde610:06b80000000300f801|06b900000006000400120001:06b900000003008402|06ba00000006000300010001:,06ba000000050003020000
2213,08a600000006000400010001:08a6000000050004020000|08a700000006000500000000:08a700000003008502|08a800000006000300000001:08a8000000050003020000|08a900000006000300010001:08a9000000050003020000|08aa00000006000400030001:08aa000000050004020000|08ab000000090010001e0001020008:08ab00000003009002|08ac00000006000400020001:08ac000000050004020003|08ad0000000a00da0ffbda96feb5afc9:08ad0000000300da01|08ae00000006000400020001:,08ae000000050004020003
83,005400000006000400000001:0054000000050004020002|005500000006000300010001:0055000000050003020000|005600000006000300000001:0056000000050003020000|005700000006000300160001:005700000003008302|005800000006000200000001:005800000003008202|005900000006000400030001:0059000000050004020000|005a00000006000400020001:005a000000050004020003|005b00000006000400010001:005b000000050004020000|005c00000006000400000001:,005c000000050004020002
