,source_text,target_text
1248,04e10000000b00100000000204ffe3ffff:04e100000006001000000002|04e200000006000200000001:04e20000000400020100|04e300000006000300000002:04e300000007000304ffe3ffff|04e400000006000300000002:04e400000007000304ffe3ffff|04e50000000b00100000000204ffeeffff:,04e500000006001000000002
632,02790000000b0010000000020400200000:027900000006001000000002|027a0000000b00100000000204002e0000:027a00000006001000000002|027b00000006000300000002:027b00000007000304002e0000|027c00000006000200000001:027c0000000400020100|027d0000000b00100000000204fffeffff:,027d00000006001000000002
694,02b70000000b00100000000204001c0000:02b700000006001000000002|02b800000006000300000002:02b800000007000304001c0000|02b90000000b00100000000204ffe9ffff:02b900000006001000000002|02ba00000006000300000002:02ba00000007000304ffe9ffff|02bb00000006000200000001:,02bb0000000400020100
1212,04bd00000006000300000002:04bd00000007000304000a0000|04be00000006000200000001:04be0000000400020100|04bf0000000b0010000000020400220000:04bf00000006001000000002|04c00000000b00100000000204ffdcffff:04c000000006001000000002|04c100000006000300000002:,04c100000007000304ffdcffff
337,015200000006000300000002:015200000007000304ffdeffff|015300000006000200000001:01530000000400020100|015400000006000200000001:01540000000400020100|015500000006000300000002:015500000007000304ffdeffff|01560000000b00100000000204fff1ffff:,015600000006001000000002
1345,05420000000b00100000000204fffdffff:054200000006001000000002|054300000006000200000001:05430000000400020100|05440000000b00100000000204ffddffff:054400000006001000000002|054500000006000300000002:054500000007000304ffddffff|054600000006000200000001:,05460000000400020100
1223,04c800000006000300000002:04c800000007000304ffd9ffff|04c90000000b00100000000204ffe9ffff:04c900000006001000000002|04ca00000006000300000002:04ca00000007000304ffe9ffff|04cb00000006000200000001:04cb0000000400020100|04cc00000006000300000002:,04cc00000007000304ffe9ffff
1733,06c600000006000200000001:06c60000000400020100|06c700000006000200000001:06c70000000400020100|06c80000000b00100000000204ffe6ffff:06c800000006001000000002|06c900000006000300000002:06c900000007000304ffe6ffff|06ca0000000b00100000000204fff4ffff:,06ca00000006001000000002
1075,043400000006000300000002:043400000007000304fffaffff|04350000000b00100000000204fff2ffff:043500000006001000000002|04360000000b00100000000204ffd6ffff:043600000006001000000002|043700000006000300000002:043700000007000304ffd6ffff|043800000006000200000001:,04380000000400020100
529,02120000000b0010000000020400080000:021200000006001000000002|021300000006000300000002:02130000000700030400080000|021400000006000200000001:02140000000400020100|02150000000b0010000000020400320000:021500000006001000000002|021600000006000300000002:,02160000000700030400320000
1805,070e00000006000300000002:070e00000007000304ffd7ffff|070f00000006000300000002:070f00000007000304ffd7ffff|07100000000b00100000000204ffe1ffff:071000000006001000000002|071100000006000200000001:07110000000400020100|07120000000b0010000000020400080000:,071200000006001000000002
567,02380000000b0010000000020400200000:023800000006001000000002|023900000006000300000002:02390000000700030400200000|023a00000006000200000001:023a0000000400020100|023b00000006000200000001:023b0000000400020100|023c0000000b00100000000204002e0000:,023c00000006001000000002
187,00bc0000000b00100000000204fff6ffff:00bc00000006001000000002|00bd00000006000300000002:00bd00000007000304fff6ffff|00be00000006000300000002:00be00000007000304fff6ffff|00bf00000006000200000001:00bf0000000400020100|00c00000000b00100000000204ffe9ffff:,00c000000006001000000002
1479,05c800000006000300000002:05c800000007000304ffd5ffff|05c900000006000200000001:05c90000000400020100|05ca0000000b00100000000204ffd4ffff:05ca00000006001000000002|05cb00000006000200000001:05cb0000000400020100|05cc0000000b00100000000204ffe2ffff:,05cc00000006001000000002
221,00de00000006000200000001:00de0000000400020100|00df00000006000200000001:00df0000000400020100|00e000000006000300000002:00e000000007000304fff9ffff|00e10000000b00100000000204ffe9ffff:00e100000006001000000002|00e20000000b0010000000020400150000:,00e200000006001000000002
808,032900000006000300000002:032900000007000304ffd2ffff|032a00000006000200000001:032a0000000400020100|032b00000006000300000002:032b00000007000304ffd2ffff|032c0000000b00100000000204000e0000:032c00000006001000000002|032d00000006000200000001:,032d0000000400020100
1165,048e00000006000200000001:048e0000000400020100|048f00000006000300000002:048f0000000700030400150000|049000000006000300000002:04900000000700030400150000|049100000006000200000001:04910000000400020100|04920000000b0010000000020400250000:,049200000006001000000002
2113,084200000006000300000002:08420000000700030400080000|084300000006000200000001:08430000000400020100|084400000006000300000002:08440000000700030400080000|08450000000b00100000000204ffdaffff:084500000006001000000002|084600000006000200000001:,08460000000400020100
450,01c30000000b0010000000020400060000:01c300000006001000000002|01c400000006000300000002:01c40000000700030400060000|01c500000006000200000001:01c50000000400020100|01c600000006000200000001:01c60000000400020100|01c70000000b00100000000204000c0000:,01c700000006001000000002
1884,075d0000000b00100000000204ffffffff:075d00000006001000000002|075e00000006000200000001:075e0000000400020100|075f00000006000300000002:075f00000007000304ffffffff|076000000006000300000002:076000000007000304ffffffff|07610000000b0010000000020400030000:,076100000006001000000002
1743,06d000000006000300000002:06d00000000700030400180000|06d100000006000200000001:06d10000000400020100|06d20000000b00100000000204ffd5ffff:06d200000006001000000002|06d30000000b00100000000204ffe5ffff:06d300000006001000000002|06d400000006000200000001:,06d40000000400020100
155,009c00000006000300000002:009c00000007000304fffeffff|009d0000000b00100000000204ffedffff:009d00000006001000000002|009e00000006000300000002:009e00000007000304ffedffff|009f00000006000200000001:009f0000000400020100|00a000000006000200000001:,00a00000000400020100
1737,06ca0000000b00100000000204fff4ffff:06ca00000006001000000002|06cb00000006000300000002:06cb00000007000304fff4ffff|06cc00000006000200000001:06cc0000000400020100|06cd0000000b0010000000020400180000:06cd00000006001000000002|06ce00000006000200000001:,06ce0000000400020100
1938,079300000006000200000001:07930000000400020100|07940000000b00100000000204000c0000:079400000006001000000002|079500000006000300000002:079500000007000304000c0000|079600000006000200000001:07960000000400020100|079700000006000300000002:,079700000007000304000c0000
341,01560000000b00100000000204fff1ffff:015600000006001000000002|01570000000b00100000000204ffceffff:015700000006001000000002|015800000006000300000002:015800000007000304ffceffff|015900000006000200000001:01590000000400020100|015a00000006000200000001:,015a0000000400020100
799,032000000006000200000001:03200000000400020100|032100000006000300000002:032100000007000304fff1ffff|032200000006000200000001:03220000000400020100|032300000006000300000002:032300000007000304fff1ffff|03240000000b00100000000204001e0000:,032400000006001000000002
282,011b00000006000300000002:011b00000007000304000e0000|011c0000000b00100000000204000a0000:011c00000006001000000002|011d00000006000200000001:011d0000000400020100|011e0000000b00100000000204fff8ffff:011e00000006001000000002|011f00000006000300000002:,011f00000007000304fff8ffff
2036,07f50000000b0010000000020400280000:07f500000006001000000002|07f600000006000200000001:07f60000000400020100|07f700000006000300000002:07f70000000700030400280000|07f80000000b00100000000204fffdffff:07f800000006001000000002|07f900000006000300000002:,07f900000007000304fffdffff
287,012000000006000200000001:01200000000400020100|012100000006000200000001:01210000000400020100|01220000000b0010000000020400080000:012200000006001000000002|012300000006000300000002:01230000000700030400080000|01240000000b00100000000204ffe6ffff:,012400000006001000000002
761,02fa0000000b0010000000020400180000:02fa00000006001000000002|02fb0000000b0010000000020400050000:02fb00000006001000000002|02fc00000006000200000001:02fc0000000400020100|02fd00000006000300000002:02fd0000000700030400050000|02fe00000006000300000002:,02fe0000000700030400050000
2013,07de00000006000300000002:07de00000007000304ffe2ffff|07df00000006000200000001:07df0000000400020100|07e00000000b00100000000204ffeaffff:07e000000006001000000002|07e100000006000300000002:07e100000007000304ffeaffff|07e20000000b00100000000204001a0000:,07e200000006001000000002
1711,06b000000006000200000001:06b00000000400020100|06b10000000b00100000000204ffeaffff:06b100000006001000000002|06b200000006000200000001:06b20000000400020100|06b30000000b00100000000204ffceffff:06b300000006001000000002|06b400000006000300000002:,06b400000007000304ffceffff
1353,054a0000000b0010000000020400180000:054a00000006001000000002|054b00000006000300000002:054b0000000700030400180000|054c00000006000200000001:054c0000000400020100|054d00000006000200000001:054d0000000400020100|054e0000000b00100000000204ffd0ffff:,054e00000006001000000002
1631,06600000000b00100000000204ffdaffff:066000000006001000000002|066100000006000300000002:066100000007000304ffdaffff|066200000006000200000001:06620000000400020100|06630000000b0010000000020400150000:066300000006001000000002|066400000006000200000001:,06640000000400020100
