,source_text,target_text
998,03e7000000060006001d001a:03e700000003008602|03e800000006000200000001:03e800000003008202|03e900000006000600140000:03e900000003008602|03ea00000006000300000001:03ea000000050003020000|03eb00000006000600030000:,03eb00000003008602
358,01670000000600050000ff00:016700000003008502|0168000000060003002c0001:016800000003008302|01690000000600060012001c:016900000003008602|016a000000060006002d0000:016a00000003008602|016b0000000600050000ff00:,016b00000003008502
836,03450000000600050018ff00:034500000003008502|034600000006000300000001:0346000000050003020000|03470000000600050000ff00:034700000003008502|034800000006000600200000:034800000003008602|03490000000600050025ff00:,034900000003008502
567,023800000006000300070001:023800000003008302|023900000006000500000000:023900000003008502|023a00000006000200000001:023a00000003008202|023b00000006000600200000:023b00000003008602|023c00000006000200000001:,023c00000003008202
113,007200000006000200000001:007200000003008202|007300000006000500000000:007300000003008502|0074000000060006001c0000:007400000003008602|00750000001a007a2628d0d8d2237ce7159a0c20298d547afbf38821bbd9c7f7:00750000000300fa01|007600000006000200000001:,007600000003008202
475,01dc00000006000300000001:01dc000000050003020000|01dd00000006000200070001:01dd00000003008202|01de00000006000200000001:01de00000003008202|01df0000000a00a4813d77026035c339:01df0000000300a401|01e0000000060006001e0000:,01e000000003008602
525,020e00000012000a57a200b66489d7f7d4dc2717720a1a73:020e00000003008a01|020f00000006000500000000:020f00000003008502|021000000006000200000001:021000000003008202|021100000006000600210000:021100000003008602|021200000006000500000000:,021200000003008502
276,01150000000a00ea556c651192615ba9:01150000000300ea01|011600000006000300000001:0116000000050003020000|0117000000060002002a0001:011700000003008202|011800000006000200000001:011800000003008202|0119000000060006002d0000:,011900000003008602
1071,043000000006000300040001:043000000003008302|043100000006000200000001:043100000003008202|043200000006000500000000:043200000003008502|04330000001200c18e3b188248553ca71961b800f13cc1df:04330000000300c101|043400000006000300000001:,0434000000050003020000
412,019d00000006000300000001:019d000000050003020000|019e00000006000500000000:019e00000003008502|019f00000006000300000001:019f000000050003020000|01a000000006000300260001:01a000000003008302|01a100000006000600300000:,01a100000003008602
3,0004000000060006000e0000:000400000003008602|000500000006000500000000:000500000003008502|0006000000060006001e0023:000600000003008602|00070000000a00dd479ab2b7d0d65648:00070000000300dd01|000800000006000200260001:,000800000003008202
508,01fd00000006000300180001:01fd00000003008302|01fe0000000600050000ff00:01fe00000003008502|01ff00000006000600240007:01ff00000003008602|02000000000a004fb111ab4e9d36c600:02000000000300cf01|020100000006000300000001:,0201000000050003020000
390,018700000006000300000001:0187000000050003020000|018800000006000300070001:018800000003008302|01890000000a0021256445ff249bc68a:01890000000300a101|018a00000006000200000001:018a00000003008202|018b000000060006001d0000:,018b00000003008602
985,03da00000006000300000001:03da000000050003020000|03db00000006000200000001:03db00000003008202|03dc0000001a006eefa46f5e41794e261019b5e750106d1b2b256a41d78eb4d2:03dc0000000300ee01|03dd00000006000300060001:03dd00000003008302|03de00000006000500000000:,03de00000003008502
291,01240000000600050013ff00:012400000003008502|012500000006000300000001:0125000000050003020000|01260000000a00fb493e295cfa9f9148:01260000000300fb01|012700000006000200000001:012700000003008202|012800000006000600270000:,012800000003008602
1123,046400000006000200230001:046400000003008202|046500000006000500000000:046500000003008502|0466000000060006000c0000:046600000003008602|046700000006000300000001:0467000000050003020000|046800000006000200000001:,046800000003008202
334,014f0000000a00b741d02034d8008955:014f0000000300b701|015000000006000500000000:015000000003008502|015100000006000200000001:015100000003008202|015200000006000300000001:0152000000050003020000|0153000000060003000d0001:,015300000003008302
