,source_text,target_text
755,02f40000000a007242d6926ecea5f801:02f40000000300f201|02f500000006000300000001:02f500000005000302001d|02f600000006000200000001:,02f60000000400020100
470,01d700000006000500000000:01d700000003008502|01d800000006000200010001:01d80000000400020100|01d90000000a00c26885d60a7805cebc:,01d90000000300c201
399,019000000006000300000001:0190000000050003020058|01910000001a00732703a9a0e98daab03b952be3f3874b14da7669dad7eb262e:01910000000300f301|019200000006000500000000:,019200000003008502
350,015f00000006000200000001:015f0000000400020101|016000000006000200010001:01600000000400020100|01610000000a005cc4b32c75a1a7082b:,01610000000300dc01
954,03bb00000012006bb164d02f5b06bc8625374a6965d5398d:03bb0000000300eb01|03bc00000006000200010001:03bc0000000400020100|03bd00000006000300000001:,03bd000000050003020059
951,03b800000006000300000001:03b8000000050003020059|03b900000006000600130019:03b900000003008602|03ba00000006000200000001:,03ba0000000400020101
1067,042c00000006000300000001:042c00000005000302002a|042d00000006000200000001:042d0000000400020100|042e00000006000600000063:,042e00000006000600000063
1083,043c00000006000500000000:043c00000003008502|043d00000006000200000001:043d0000000400020100|043e0000000a00615436d829de5f4a3a:,043e0000000300e101
358,016700000006000200000001:01670000000400020101|01680000000600060000000e:01680000000600060000000e|016900000006000200010001:,01690000000400020101
922,039b00000006000200010001:039b0000000400020101|039c0000000600050000ff00:039c00000003008502|039d00000006000200010001:,039d0000000400020101
758,02f70000000600050000ff00:02f700000003008502|02f800000006000200010001:02f80000000400020101|02f900000006000300120001:,02f900000003008302
677,02a60000000600050000ff00:02a600000003008502|02a700000006000600000031:02a700000006000600000031|02a800000006000200010001:,02a80000000400020100
187,00bc00000006000200050001:00bc00000003008202|00bd00000006000300000001:00bd00000005000302001a|00be00000006000500000000:,00be00000003008502
1009,03f20000000a00a6ef11e7138708cadb:03f20000000300a601|03f300000006000300000001:03f3000000050003020056|03f400000006000300160001:,03f400000003008302
489,01ea0000000a00f5062c7aa73cc728aa:01ea0000000300f501|01eb00000006000600120051:01eb00000003008602|01ec00000006000600000016:,01ec00000006000600000016
6,000700000006000200010001:00070000000400020100|000800000006000500290000:000800000003008502|000900000006000300000001:,0009000000050003020037
1174,049700000006000200010001:04970000000400020101|04980000000600050000ff00:049800000003008502|049900000006000600060063:,049900000003008602
1127,046800000006000300000001:046800000005000302000f|04690000000600060000005d:04690000000600060000005d|046a00000006000200000001:,046a0000000400020101
225,00e200000006000200010001:00e20000000400020101|00e300000006000200000001:00e30000000400020100|00e40000001a00098bf0901893df31bd509dac9ff574e7fa91d9d8429ff317ce:,00e400000003008901
845,034e00000006000200010001:034e0000000400020100|034f00000006000500000000:034f00000003008502|035000000006000500000000:,035000000003008502
36,002500000006000300000001:002500000005000302005a|002600000006000500000000:002600000003008502|002700000006000200010001:,00270000000400020100
1053,041e00000006000300000001:041e00000005000302000e|041f00000006000200280001:041f00000003008202|042000000006000600000031:,042000000006000600000031
82,005300000006000300000001:005300000005000302005a|005400000006000600000037:005400000006000600000037|005500000006000600000062:,005500000006000600000062
565,023600000006000200000001:02360000000400020100|0237000000060003000b0001:023700000003008302|023800000006000300000001:,023800000005000302001a
1054,041f00000006000200280001:041f00000003008202|042000000006000600000031:042000000006000600000031|04210000001a00e27babd15acac2d74cc077e7faebb4d7c48bb3e175816cbc92:,04210000000300e201
141,008e00000006000600000047:008e00000006000600000047|008f00000006000200000001:008f0000000400020101|009000000006000300000001:,0090000000050003020047
259,010400000006000200010001:01040000000400020100|010500000006000200000001:01050000000400020100|01060000000a00b23b0eb7cef594b79c:,01060000000300b201
207,00d00000000600060006004f:00d000000003008602|00d100000006000600000053:00d100000006000600000053|00d200000006000200000001:,00d20000000400020101
288,012100000006000300240001:012100000003008302|01220000001200a31a8d09f0732980693e0cafd8b26d537a:01220000000300a301|012300000006000200000001:,01230000000400020100
172,00ad00000006000300000001:00ad00000005000302002c|00ae0000001a0038667dfa35ef77b7c1d927344e30682c3aa1308df03caae9b6:00ae0000000300b801|00af00000006000200000001:,00af0000000400020100
113,007200000006000500000000:007200000003008502|007300000006000300200001:007300000003008302|007400000006000200010001:,00740000000400020100
656,02910000000a0057ef2d8dbbf9d510d7:02910000000300d701|029200000006000200010001:02920000000400020101|0293000000060005002dff00:,029300000003008502
805,032600000006000200010001:03260000000400020100|03270000001a0073b3e5b7e15245ad705278dd91a56497493faebb63f6a3eaa5:03270000000300f301|032800000006000500000000:,032800000003008502
553,022a00000006000200000001:022a0000000400020100|022b00000006000200010001:022b0000000400020100|022c0000000a00c1a38ba2ad513457d2:,022c0000000300c101
1055,042000000006000600000031:042000000006000600000031|04210000001a00e27babd15acac2d74cc077e7faebb4d7c48bb3e175816cbc92:04210000000300e201|042200000006000300050001:,042200000003008302
359,01680000000600060000000e:01680000000600060000000e|016900000006000200010001:01690000000400020101|016a000000060002000c0001:,016a00000003008202
96,0061000000060006002c0002:006100000003008602|00620000000a001e698a59711c840b31:006200000003009e01|006300000006000200000001:,00630000000400020100
997,03e600000006000200010001:03e60000000400020100|03e700000006000300000001:03e7000000050003020023|03e80000000600060000005c:,03e80000000600060000005c
242,00f30000001a0025503877baf1227666917ef19b22079256d0ee448440d89c7c:00f30000000300a501|00f400000006000500000000:00f400000003008502|00f500000006000300000001:,00f5000000050003020032
673,02a200000006000200010001:02a20000000400020100|02a30000000a005117b6f58a1f14453b:02a30000000300d101|02a400000006000200000001:,02a40000000400020101
612,026500000006000200000001:02650000000400020100|0266000000060002001b0001:026600000003008202|02670000001a003899c888d9c40ca6350d1a64cc11d4cc9a3c0cf6760961e967:,02670000000300b801
679,02a800000006000200010001:02a80000000400020100|02a900000006000500000000:02a900000003008502|02aa00000006000600000001:,02aa00000006000600000001
1145,047a00000006000300000001:047a00000005000302004b|047b00000006000600000014:047b00000006000600000014|047c00000006000200000001:,047c0000000400020100
392,0189000000060003001e0001:018900000003008302|018a00000006000300000001:018a00000005000302005c|018b00000006000200010001:,018b0000000400020100
