,source_text,target_text
38,002700000006000400000004:00270000000b0004080000000000000000|002800000006000600010023:002800000006000600010023|002900000006000100320001:002900000003008102|002a0000000a0093b25a1b75576a310d:002a00000003001301|002b00000006000300000001:002b000000050003020004|002c00000006000100000001:002c0000000400010100|002d00000006000600030028:002d00000006000600030028|002e00000006000300020001:002e000000050003020021|002f0000000600050000ff00:,002f0000000600050000ff00
928,03a200000006000300030001:03a2000000050003020021|03a300000006000500020000:03a300000003008502|03a40000000600060001000e:03a40000000600060001000e|03a50000000600060003002d:03a50000000600060003002d|03a600000006000100000001:03a60000000400010101|03a700000006000300000001:03a700000005000302000b|03a800000006000400000004:03a80000000b00040800000000640040a9|03a900000006000600020021:03a900000006000600020021|03aa0000000a00ef9f655030b36bdbe1:,03aa00000003006f01
559,023000000006000300020001:0230000000050003020009|023100000006000100120001:023100000003008102|023200000006000500000000:023200000006000500000000|023300000006000600020015:023300000006000600020015|02340000000600060000002e:02340000000600060000002e|02350000001200a51512f3c551fc095b29c51beba4f8a080:023500000003002501|023600000006000100000001:02360000000400010100|023700000006000600010007:023700000006000600010007|023800000006000300030001:,023800000005000302002c
1058,0424000000060006001c0018:042400000003008602|042500000006000100000001:04250000000400010101|04260000000600060001000d:04260000000600060001000d|04270000000600050000ff00:04270000000600050000ff00|04280000000600060002002f:04280000000600060002002f|042900000006000300010001:042900000005000302000d|042a00000006000600030004:042a00000006000600030004|042b0000000600060000002e:042b0000000600060000002e|042c00000006000300020001:,042c00000005000302002f
101,006600000006000400000004:00660000000b0004080000000000000000|00670000000600060000000b:00670000000600060000000b|006800000006000300020001:006800000005000302001c|00690000000600060003000f:00690000000600060003000f|006a00000006000600010021:006a00000006000600010021|006b0000001a0062188a85512cd06f82429f98fbbc25360be6cd492725904000:006b0000000300e201|006c0000000600060002000c:006c0000000600060002000c|006d0000000600050000ff00:006d0000000600050000ff00|006e00000006000400000004:,006e0000000b000408000000008e0040b2
991,03e100000006000400000004:03e10000000b00040800000000c60040b1|03e20000000600060002000d:03e20000000600060002000d|03e300000006000100000001:03e30000000400010101|03e40000000a004e18aabdd8bb53db0e:03e40000000300ce01|03e500000006000300030001:03e5000000050003020013|03e600000006000600000002:03e600000006000600000002|03e700000006000300020001:03e700000005000302000d|03e800000006000300010001:03e8000000050003020007|03e90000000600060003001a:,03e90000000600060003001a
888,037a00000006000600030016:037a00000006000600030016|037b0000000600060001001f:037b0000000600060001001f|037c00000006000600020022:037c00000006000600020022|037d0000000600050000ff00:037d0000000600050000ff00|037e0000000600060000001d:037e0000000600060000001d|037f00000006000300000001:037f00000005000302001d|038000000006000300010001:038000000005000302001f|038100000006000400000004:03810000000b00040800000000300040b1|03820000000600060001001f:,03820000000600060001001f
619,026d00000006000400000004:026d0000000b0004080000000000000000|026e00000006000300010001:026e000000050003020022|026f0000000600060003001e:026f0000000600060003001e|027000000006000300030001:027000000005000302001e|027100000006000600030013:027100000006000600030013|027200000006000400000004:02720000000b0004080000000000000000|02730000000600050006ff00:027300000003008502|027400000006000300000001:0274000000050003020021|02750000000600060002001a:,02750000000600060002001a
21,001600000006000400000004:00160000000b00040800000000900040aa|001700000006000100160001:001700000003008102|001800000006000100000001:00180000000400010101|001900000006000300000001:0019000000050003020003|001a00000006000600000024:001a00000006000600000024|001b0000001a00adb11ed0951a792e813ac50f60602da31e857d55d2015d412b:001b00000003002d01|001c00000006000500000000:001c00000006000500000000|001d00000006000300020001:001d000000050003020002|001e00000006000100000001:,001e0000000400010100
506,01fb00000006000600030031:01fb00000006000600030031|01fc0000000600060000001f:01fc0000000600060000001f|01fd00000006000600030000:01fd00000006000600030000|01fe00000006000300000001:01fe00000005000302001f|01ff00000006000400000004:01ff0000000b0004080000000000000000|02000000000600060002001b:02000000000600060002001b|020100000006000100000001:02010000000400010100|020200000006000300030001:0202000000050003020000|020300000006000300020001:,020300000005000302001b
784,031200000006000300010001:031200000005000302001a|031300000006000300000001:031300000005000302001d|03140000000600050000ff00:03140000000600050000ff00|031500000006000600010008:031500000006000600010008|031600000006000600020006:031600000006000600020006|031700000006000600030005:031700000006000600030005|03180000000600060000000d:03180000000600060000000d|031900000006000300020001:0319000000050003020006|031a0000000600060002000d:,031a0000000600060002000d
642,028400000006000300030001:0284000000050003020013|028500000006000300190001:028500000003008302|028600000006000300020001:0286000000050003020030|028700000006000600030014:028700000006000600030014|028800000006000100000001:02880000000400010100|02890000000a00e86a6743f6514edc6b:028900000003006801|028a00000006000600000005:028a00000006000600000005|028b00000006000100260001:028b00000003008102|028c00000006000400000004:,028c0000000b0004080000000000000000
886,037800000006000300030001:0378000000050003020023|03790000000a00ab328513504f52ee6f:037900000003002b01|037a00000006000600030016:037a00000006000600030016|037b0000000600060001001f:037b0000000600060001001f|037c00000006000600020022:037c00000006000600020022|037d0000000600050000ff00:037d0000000600050000ff00|037e0000000600060000001d:037e0000000600060000001d|037f00000006000300000001:037f00000005000302001d|038000000006000300010001:,038000000005000302001f
907,038d00000006000300010001:038d00000005000302001f|038e0000000600060002000d:038e0000000600060002000d|038f00000006000300020001:038f00000005000302000d|039000000006000300000001:0390000000050003020009|03910000001200199a75734810a6b1438703e036f739284c:039100000003009901|03920000000600060001001c:03920000000600060001001c|039300000006000600020026:039300000006000600020026|039400000006000300030001:0394000000050003020008|03950000000600060000001a:,03950000000600060000001a
294,012700000006000300010001:0127000000050003020025|01280000000a00618a36a1e3e3d6d7e5:01280000000300e101|0129000000060004000c0001:012900000003008402|012a00000006000300030001:012a000000050003020005|012b00000006000600030008:012b00000006000600030008|012c0000000a00bd9e6fd118204e4bcf:012c00000003003d01|012d00000006000300030001:012d000000050003020008|012e00000006000600000015:012e00000006000600000015|012f00000006000500000000:,012f00000006000500000000
1142,047800000006000600010005:047800000006000600010005|047900000006000300000001:0479000000050003020011|047a00000006000400000004:047a0000000b0004080000000000000000|047b00000006000300010001:047b000000050003020005|047c00000006000100160001:047c00000003008102|047d00000006000100000001:047d0000000400010100|047e00000006000500000000:047e00000006000500000000|047f0000000600060001001a:047f0000000600060001001a|048000000012002fce4c4925c835aa8e0b0a6ab13c2a2741:,04800000000300af01
12,000d00000006000300010001:000d000000050003020025|000e00000006000600030011:000e00000006000600030011|000f0000001a00c1522959d26e5fa7d41683cad36225fe57a45d0c4d7aa050d0:000f00000003004101|00100000000600050000ff00:00100000000600050000ff00|001100000006000600020002:001100000006000600020002|00120000000600060001000d:00120000000600060001000d|001300000006000300030001:0013000000050003020011|001400000006000300010001:001400000005000302000d|001500000006000300020001:,0015000000050003020002
825,033b00000006000300030001:033b000000050003020011|033c00000006000400000004:033c0000000b0004080000000000000000|033d00000006000500000000:033d00000006000500000000|033e00000006000100000001:033e0000000400010100|033f0000000600060002002a:033f0000000600060002002a|034000000006000300020001:034000000005000302002a|034100000006000600000018:034100000006000600000018|03420000000600060001000a:03420000000600060001000a|034300000006000600020016:,034300000006000600020016
790,03180000000600060000000d:03180000000600060000000d|031900000006000300020001:0319000000050003020006|031a0000000600060002000d:031a0000000600060002000d|031b00000006000600290000:031b00000003008602|031c00000006000300020001:031c00000005000302000d|031d00000006000300000001:031d00000005000302000d|031e00000006000400000004:031e0000000b00040800000000400040af|031f0000001200c6e4de0c0a4a4808c869fa701987605b48:031f00000003004601|032000000006000600000011:,032000000006000600000011
230,00e700000006000400000004:00e70000000b00040800000000640040a9|00e800000006000300020001:00e8000000050003020026|00e900000006000300010001:00e9000000050003020003|00ea00000006000100000001:00ea0000000400010101|00eb00000006000400000004:00eb0000000b00040800000000640040a9|00ec00000006000300000001:00ec00000005000302000b|00ed00000006000300010001:00ed000000050003020003|00ee00000006000500000000:00ee00000006000500000000|00ef00000006000300030001:,00ef00000005000302002d
233,00ea00000006000100000001:00ea0000000400010101|00eb00000006000400000004:00eb0000000b00040800000000640040a9|00ec00000006000300000001:00ec00000005000302000b|00ed00000006000300010001:00ed000000050003020003|00ee00000006000500000000:00ee00000006000500000000|00ef00000006000300030001:00ef00000005000302002d|00f000000006000600010002:00f000000006000600010002|00f1000000060004000f0001:00f100000003008402|00f200000006000100000001:,00f20000000400010100
114,007300000006000400240001:007300000003008402|007400000006000300010001:0074000000050003020021|007500000006000100000001:00750000000400010101|007600000006000500000000:007600000006000500000000|007700000006000600020006:007700000006000600020006|007800000006000300000001:007800000005000302000c|007900000006000500300000:007900000003008502|007a00000006000400000004:007a0000000b0004080000000000000000|007b0000000600060003001c:,007b0000000600060003001c
