,source_text,target_text
505,01fa00000006000400000002:01fa00000007000404154542ac|01fb00000006000300000002:01fb00000007000304000040c0|01fc0000001a004f55e0bbedf573d14ac24a7fc332c22ede8354403523a4b9c0:01fc0000000300cf01|01fd00000006000100170001:01fd00000003008102|01fe0000000b0010000000020400004120:01fe00000006001000000002|01ff000000060003001b0001:01ff00000003008302|02000000000a00ef38487c075f5bc81c:,020000000003006f01
1865,074b0000000b0010000000020400004204:074b00000006001000000002|074c000000120099cf4f7b4c93e2911be769c35205a31393:074c00000003001901|074d00000006000300000002:074d0000000700030400004204|074e0000000600050007ff00:074e00000003008502|074f00000006000300000002:074f0000000700030400004204|075000000006000200310001:075000000003008202|075100000006000400000002:,075100000007000404abb14381
969,03cb00000006000300000002:03cb000000070003040000420c|03cc00000006000400000002:03cc000000070004040a3f4311|03cd0000001a00f59af9f5143e74edcc6b264cdae0f295885eee4af12513807d:03cd00000003007501|03ce0000000b00100000000204000041f0:03ce00000006001000000002|03cf000000060003001d0001:03cf00000003008302|03d00000000b0010002400020400004100:03d000000003009002|03d10000000b0010000000020400004170:,03d100000006001000000002
512,02010000000b0010000000020400004200:020100000006001000000002|020200000006000300000002:02020000000700030400004200|020300000006000400000002:02030000000700040452b942ae|020400000006000400000002:020400000007000404902a42ae|02050000000b0010000000020400004230:020500000006001000000002|02060000001200474df75d0368f0b75cbb0161630e7b35b8:02060000000300c701|0207000000060001000d0001:,020700000003008102
1716,06b600000006000300000002:06b60000000700030400004234|06b700000006000100070001:06b700000003008102|06b80000001a0068f42dab43c311aa9007f639dc667e98b3066ba0f9607890a2:06b80000000300e801|06b90000000b0010000000020400003f80:06b900000006001000000002|06ba0000001a00951cd795601e1cfdce8e4bba62678610a018694ba4059a153e:06ba00000003001501|06bb00000006000300000002:06bb0000000700030400003f80|06bc000000060004000d0001:,06bc00000003008402
2022,07e80000001a00422cfc0a1d10868b94d992e3152f84391c6ed354466db8f27e:07e80000000300c201|07e90000000b0010000000020400004218:07e900000006001000000002|07ea0000000b00100000000204000041e8:07ea00000006001000000002|07eb0000000a0073daf25a02f6aecbf1:07eb0000000300f301|07ec000000060005002aff00:07ec00000003008502|07ed00000006000300000002:07ed00000007000304000041e8|07ee00000006000400000002:,07ee00000007000404c5d7438b
2114,084400000012007df6b8734e06f1794dd3274004bda51ad4:08440000000300fd01|0845000000060003000d0001:084500000003008302|084600000006000400000002:0846000000070004044b434391|084700000006000300000002:08470000000700030400004248|08480000000b0010000000020400004230:084800000006001000000002|084900000006000400000002:084900000007000404795a4391|084a0000000b0010000000020400004130:,084a00000006001000000002
889,037a00000006000300000002:037a00000007000304000041c8|037b0000001a00e8038a7fea25339674b4c0709d72ef02414093d38d62a32799:037b00000003006801|037c0000000b0010000000020400004100:037c00000006001000000002|037d00000006000300000002:037d0000000700030400004100|037e00000006000400000002:037e0000000700040400704307|037f00000006000400040001:037f00000003008402|03800000000b0010000000020400004120:,038000000006001000000002
364,016d0000000a0059c9bc8823d17f422b:016d0000000300d901|016e00000006000400000002:016e00000007000404b8e74288|016f00000012005b0ee9469f4fc9eb994920eecd43ad0b24:016f0000000300db01|017000000006000300000002:017000000007000304000040e0|01710000000b0010002a00020400004120:017100000003009002|01720000000b00100000000204000040a0:017200000006001000000002|0173000000060005001aff00:,017300000003008502
1432,059a0000000b00100000000204000041c0:059a00000006001000000002|059b0000000a00b785a79a68b824d530:059b00000003003701|059c00000006000300000002:059c00000007000304000041c0|059d0000000a00c84b4d2186bf4aec98:059d00000003004801|059e00000006000400000002:059e00000007000404e8f4434c|059f0000000b0010000000020400004000:059f00000006001000000002|05a000000006000100140001:,05a000000003008102
309,01360000000b0010000000020400004120:013600000006001000000002|01370000000a00712c6c707113b8db01:01370000000300f101|013800000006000300000002:01380000000700030400004120|01390000000b0010000000020400004000:013900000006001000000002|013a000000060006000f0020:013a00000003008602|013b00000006000400000002:013b000000070004045d2c4277|013c00000006000300000002:,013c0000000700030400004000
937,03ab0000000a00acc888bbdcdb9bee47:03ab00000003002c01|03ac00000006000300000002:03ac0000000700030400004224|03ad00000006000400000002:03ad00000007000404ebb4430c|03ae0000000b001000000002040000423c:03ae00000006001000000002|03af00000008000f000900040101:03af00000003008f02|03b00000001a00a83187384d75f2f51618ef6ae5a65711896c3441f6aca4b626:03b000000003002801|03b100000006000300000002:,03b1000000070003040000423c
1660,067e00000006000300000002:067e0000000700030400004150|067f00000008000f003100040107:067f00000003008f02|06800000001200bcaeb69219ed329cee2f65f39e07c4e639:068000000003003c01|068100000006000400000002:068100000007000404585f4369|068200000006000400240001:068200000003008402|06830000000b001000000002040000422c:068300000006001000000002|06840000001a00516c7cd765e987ce88883281fb2a6f5d8b3fb0a59e7b1dcad8:,06840000000300d101
1180,049e00000006000400000002:049e00000007000404320a432c|049f000000060002001e0001:049f00000003008202|04a00000001200ba6d1c27bcf0e859494fea16c3b8f5ac42:04a000000003003a01|04a10000000b0010000000020400004188:04a100000006001000000002|04a200000006000400000002:04a200000007000404b723432c|04a30000000b0010000000020400004160:04a300000006001000000002|04a400000008000f002600040100:,04a400000003008f02
1402,057c0000000b00100018000204000041f0:057c00000003009002|057d00000006000400000002:057d00000007000404ca694348|057e00000006000400000002:057e00000007000404e9204348|057f0000000b00100000000204000041c0:057f00000006001000000002|058000000006000300000002:058000000007000304000041c0|05810000001200685afb0acba909a8c7d43f7db8c702ef83:05810000000300e801|05820000000b00100032000204000040e0:,058200000003009002
561,02320000000b0010000000020400004110:023200000006001000000002|023300000006000400000002:023300000007000404e22842ba|02340000000a008d20089a41a824a177:023400000003000d01|023500000006000300000002:02350000000700030400004110|023600000006000400000002:023600000007000404aef642bb|02370000000b00100000000204000041e0:023700000006001000000002|023800000006000300000002:,023800000007000304000041e0
1380,05660000000b0010000000020400004210:056600000006001000000002|056700000006000300000002:05670000000700030400004210|056800000006000400000002:05680000000700040407f84346|056900000012003a2b069ba704b8207b636207bacc45a509:05690000000300ba01|056a0000000a00cc785a091638757288:056a00000003004c01|056b00000006000400000002:056b000000070004046e5a4346|056c00000006000400070001:,056c00000003008402
20,00150000000b0010000000020400004238:001500000006001000000002|0016000000060002000f0001:001600000003008202|001700000012002d3933301a0f5843bcb4b3da2aa6f484cc:00170000000300ad01|001800000006000400000002:001800000007000404d75141c3|001900000006000300000002:00190000000700030400004238|001a000000060002002f0001:001a00000003008202|001b0000000b0010000000020400004140:,001b00000006001000000002
407,019800000006000400000002:0198000000070004041f5d4293|019900000006000100090001:019900000003008102|019a0000000a002a599077770f929a2c:019a0000000300aa01|019b0000000b00100020000204000041c0:019b00000003009002|019c00000006000400000002:019c0000000700040415214294|019d0000000b0010000000020400004198:019d00000006001000000002|019e00000006000300000002:,019e0000000700030400004198
1419,058d0000001a00fc33a3237d89e410697523d0006766aa7c05a86d4e3c22292f:058d00000003007c01|058e00000006000300000002:058e0000000700030400004200|058f00000006000400000002:058f0000000700040407c1434b|059000000006000400310001:059000000003008402|05910000000b0010000000020400004190:059100000006001000000002|059200000006000300000002:05920000000700030400004190|05930000000b00100000000204000041d0:,059300000006001000000002
1451,05ad00000006000300000002:05ad00000007000304000041a8|05ae0000000600050032ff00:05ae00000003008502|05af0000001a00b98e23586d61b980d18dc6cfa007277cae7e9439461d569749:05af00000003003901|05b00000000a00e71a76df719ce6e5f2:05b000000003006701|05b100000006000400000002:05b1000000070004044f40434f|05b20000000b0010000000020400004218:05b200000006001000000002|05b300000006000300000002:,05b30000000700030400004218
228,00e50000000b0010000000020400004170:00e500000006001000000002|00e60000000a001cb9ee321c4928008c:00e600000003009c01|00e700000006000300000002:00e70000000700030400004170|00e800000006000400000002:00e8000000070004047168424d|00e90000000b001000000002040000421c:00e900000006001000000002|00ea00000008000f003200040109:00ea00000003008f02|00eb0000001200cbac9b152c533b052bb935640b51bf8a60:,00eb00000003004b01
636,027d0000000b0010000000020400004208:027d00000006001000000002|027e0000000600050007ff00:027e00000003008502|027f00000006000300000002:027f0000000700030400004208|028000000006000400000002:028000000007000404905a42ce|028100000006000400000002:028100000007000404cdcb42ce|028200000006000500100000:028200000003008502|028300000006000300000002:,02830000000700030400004208
392,018900000006000400000002:0189000000070004045cc8428f|018a00000006000300000002:018a00000007000304000041b0|018b0000000b0010000000020400004110:018b00000006001000000002|018c0000001a00a9f711fa2347110e030a5bfa864fd28ce0c8cdb5b9bd0cc041:018c00000003002901|018d00000006000400000002:018d0000000700040467074290|018e0000000b0010000000020400004188:018e00000006001000000002|018f00000006000300000002:,018f0000000700030400004188
1752,06da0000001200ddd9f8df3a820c04e074867ba205791de5:06da00000003005d01|06db00000006000200250001:06db00000003008202|06dc0000000b00100000000204000041b0:06dc00000006001000000002|06dd000000060001001b0001:06dd00000003008102|06de00000006000300000002:06de00000007000304000041b0|06df00000006000400000002:06df00000007000404e73c4374|06e00000001a00f25b781414b8fb8d426ce6e3e9cc997e3b89b85d5b9287565d:,06e000000003007201
530,021300000006000400090001:021300000003008402|021400000006000400000002:021400000007000404b92642b2|02150000001200b83593458bb78242d6d0130b841c5f8c0e:021500000003003801|02160000000b0010000000020400004040:021600000006001000000002|021700000006000300000002:02170000000700030400004040|021800000006000600120026:021800000003008602|02190000000b00100000000204000040e0:,021900000006001000000002
1951,07a10000001200c45e3fd798bcc934e174217fa7b28bf491:07a100000003004401|07a20000000b00100000000204000041d8:07a200000006001000000002|07a300000006000300000002:07a300000007000304000041d8|07a400000006000300000002:07a400000007000304000041d8|07a5000000060001000b0001:07a500000003008102|07a60000000b0010000000020400004188:07a600000006001000000002|07a700000006000400000002:,07a700000007000404407a4387
