,source_text,target_text
1690,069b00000006000300000002:069b00000007000304000f0000|069c0000000b00100000000204002a0000:069c00000006001000000002|069d00000006000300000002:069d00000007000304002a0000|069e00000006000200000001:069e0000000400020100|069f0000000b0010000000020400210000:069f00000006001000000002|06a00000000b00100000000204ffd2ffff:06a000000006001000000002|06a100000006000200000001:06a10000000400020100|06a200000006000300000002:06a200000007000304ffd2ffff|06a30000000b0010000000020400240000:,06a300000006001000000002
1312,052100000006000200000001:05210000000400020100|05220000000b0010000000020400050000:052200000006001000000002|05230000000b00100000000204ffe5ffff:052300000006001000000002|052400000006000300000002:052400000007000304ffe5ffff|052500000006000200000001:05250000000400020100|052600000006000300000002:052600000007000304ffe5ffff|05270000000b00100000000204000d0000:052700000006001000000002|052800000006000200000001:05280000000400020100|05290000000b00100000000204ffdeffff:,052900000006001000000002
1931,078c0000000b0010000000020400150000:078c00000006001000000002|078d00000006000300000002:078d0000000700030400150000|078e0000000b0010000000020400100000:078e00000006001000000002|078f00000006000200000001:078f0000000400020100|079000000006000200000001:07900000000400020100|079100000006000300000002:07910000000700030400100000|07920000000b00100000000204ffeeffff:079200000006001000000002|079300000006000200000001:07930000000400020100|07940000000b00100000000204000c0000:,079400000006001000000002
524,020d00000006000300000002:020d0000000700030400200000|020e00000006000300000002:020e0000000700030400200000|020f0000000b0010000000020400180000:020f00000006001000000002|021000000006000200000001:02100000000400020100|021100000006000200000001:02110000000400020100|02120000000b0010000000020400080000:021200000006001000000002|021300000006000300000002:02130000000700030400080000|021400000006000200000001:02140000000400020100|02150000000b0010000000020400320000:,021500000006001000000002
2095,083000000006000200000001:08300000000400020100|083100000006000300000002:083100000007000304ffedffff|08320000000b00100000000204000e0000:083200000006001000000002|083300000006000200000001:08330000000400020100|083400000006000300000002:083400000007000304000e0000|083500000006000300000002:083500000007000304000e0000|08360000000b00100000000204ffcfffff:083600000006001000000002|083700000006000200000001:08370000000400020100|08380000000b00100000000204ffefffff:,083800000006001000000002
276,011500000006000200000001:01150000000400020100|01160000000b0010000000020400280000:011600000006001000000002|011700000006000300000002:01170000000700030400280000|011800000006000200000001:01180000000400020100|011900000006000300000002:01190000000700030400280000|011a0000000b00100000000204000e0000:011a00000006001000000002|011b00000006000300000002:011b00000007000304000e0000|011c0000000b00100000000204000a0000:011c00000006001000000002|011d00000006000200000001:,011d0000000400020100
1945,079a00000006000300000002:079a00000007000304ffecffff|079b0000000b00100000000204ffd8ffff:079b00000006001000000002|079c00000006000300000002:079c00000007000304ffd8ffff|079d00000006000200000001:079d0000000400020100|079e0000000b0010000000020400000000:079e00000006001000000002|079f00000006000300000002:079f0000000700030400000000|07a00000000b00100000000204ffeaffff:07a000000006001000000002|07a100000006000200000001:07a10000000400020100|07a200000006000200000001:,07a20000000400020100
1330,053300000006000200000001:05330000000400020100|05340000000b00100000000204ffd0ffff:053400000006001000000002|05350000000b00100000000204ffe0ffff:053500000006001000000002|053600000006000200000001:05360000000400020100|053700000006000300000002:053700000007000304ffe0ffff|053800000006000200000001:05380000000400020100|053900000006000300000002:053900000007000304ffe0ffff|053a0000000b00100000000204fff4ffff:053a00000006001000000002|053b00000006000300000002:,053b00000007000304fff4ffff
2125,084e00000006000300000002:084e0000000700030400020000|084f00000006000200000001:084f0000000400020100|085000000006000300000002:08500000000700030400020000|085100000006000200000001:08510000000400020100|08520000000b00100000000204fffeffff:085200000006001000000002|085300000006000300000002:085300000007000304fffeffff|085400000006000200000001:08540000000400020100|08550000000b00100000000204001b0000:085500000006001000000002|08560000000b0010000000020400080000:,085600000006001000000002
241,00f200000006000300000002:00f200000007000304001e0000|00f30000000b00100000000204000a0000:00f300000006001000000002|00f400000006000300000002:00f400000007000304000a0000|00f500000006000200000001:00f50000000400020100|00f60000000b0010000000020400160000:00f600000006001000000002|00f700000006000300000002:00f70000000700030400160000|00f800000006000200000001:00f80000000400020100|00f90000000b00100000000204fff1ffff:00f900000006001000000002|00fa00000006000300000002:,00fa00000007000304fff1ffff
