,source_text,target_text
1156,048600000006000100110001:048600000003008102|048700000006000500000000:048700000006000500000000|048800000006000300000001:0488000000050003020015|04890000001200987eb990b852e39b1d5bff97c3285a723c:048900000003001801|048a00000006000400000004:048a0000000b0004080000000000000000|048b000000060001000d0001:048b00000003008102|048c00000006000600000000:048c00000006000600000000|048d00000006000300000001:048d000000050003020000|048e0000000600050000ff00:,048e0000000600050000ff00
340,01550000000600050000ff00:01550000000600050000ff00|015600000006000400000004:01560000000b00040819fc8b387fa5c08e|015700000006000100000001:01570000000400010101|0158000000060003002a0001:015800000003008302|01590000001a00cb7e4919ff72eaa154298deeaf69d3860825e1becea72d5447:015900000003004b01|015a00000006000300000001:015a000000050003020012|015b00000006000100000001:015b0000000400010101|015c00000006000600000023:015c00000006000600000023|015d00000006000400000004:,015d0000000b0004084663b591d3e9c0ac
662,029800000006000400000004:02980000000b000408e88a9c4bd103c09f|029900000006000300120001:029900000003008302|029a00000006000400000004:029a0000000b000408e88a9c4bd103c09f|029b0000000600060000002f:029b0000000600060000002f|029c00000006000100000001:029c0000000400010101|029d000000060003000a0001:029d00000003008302|029e0000001200dcf14b2dcfdf38633b2608211f5719488f:029e00000003005c01|029f00000006000300000001:029f00000005000302002f|02a00000000600050000ff00:,02a00000000600050000ff00
1029,04070000001a005d4c3583370503eb15ccc0450963b867564520d538155e6065:04070000000300dd01|04080000000600060000002f:04080000000600060000002f|040900000006000300000001:040900000005000302002f|040a00000006000600270021:040a00000003008602|040b00000006000100000001:040b0000000400010101|040c00000006000500000000:040c00000006000500000000|040d00000006000300000001:040d00000005000302002f|040e00000006000400000004:040e0000000b0004080000000000000000|040f00000006000600000023:,040f00000006000600000023
894,038000000006000300000001:0380000000050003020013|038100000006000300300001:038100000003008302|038200000006000600000026:038200000006000600000026|038300000006000500000000:038300000006000500000000|038400000006000100000001:03840000000400010100|038500000006000400000004:03850000000b0004080000000000000000|03860000001a0044a3c04e62218786ec5aeaeb704d2dd4584286330bb7ddfc49:03860000000300c401|038700000006000300000001:0387000000050003020026|0388000000120094d18648dbda99c6efebe3b2ba7364971c:,038800000003001401
752,02f200000006000600000006:02f200000006000600000006|02f300000006000100000001:02f30000000400010101|02f4000000060005001e0000:02f400000003008502|02f500000006000500000000:02f500000006000500000000|02f600000006000300000001:02f6000000050003020006|02f700000006000100000001:02f70000000400010100|02f80000000600060000001a:02f80000000600060000001a|02f900000006000400230001:02f900000003008402|02fa00000006000400000004:,02fa0000000b0004080000000000000000
260,010500000006000400000004:01050000000b000408f53d8cf7c189c0b4|010600000006000500000000:010600000006000500000000|010700000006000600000009:010700000006000600000009|010800000006000300000001:0108000000050003020009|010900000012003e568c78e65109b31b99659653209569ba:01090000000300be01|010a00000006000100000001:010a0000000400010100|010b00000006000100000001:010b0000000400010100|010c00000006000300000001:010c000000050003020009|010d0000000600050000ff00:,010d0000000600050000ff00
1099,044d00000006000500000000:044d00000006000500000000|044e00000006000400000004:044e0000000b0004080000000000000000|044f00000006000300000001:044f00000005000302002f|04500000000a004a02aa89e2c3f3d920:04500000000300ca01|045100000006000300320001:045100000003008302|045200000006000100000001:04520000000400010100|04530000000600060000000b:04530000000600060000000b|045400000006000400000004:04540000000b0004080000000000000000|045500000006000100000001:,04550000000400010100
821,03370000000600050000ff00:03370000000600050000ff00|03380000000a000defa6fa31ac260ea1:033800000003008d01|033900000006000300000001:0339000000050003020024|033a00000006000100000001:033a0000000400010101|033b00000006000500000000:033b00000006000500000000|033c0000001a0064e3a93d622a9f908cd5e18025336b5aedfa49d173026d925d:033c0000000300e401|033d00000006000300000001:033d000000050003020024|033e00000006000400000004:033e0000000b0004080000000000000000|033f00000006000600000022:,033f00000006000600000022
1165,048f00000006000400000004:048f0000000b0004080000000000000000|04900000001200de8785d2093cf79c1e4114ab71ab943527:049000000003005e01|049100000006000100000001:04910000000400010101|049200000006000500000000:049200000006000500000000|04930000001200347a58e669f97f4b31b89e21dfb28f7b32:04930000000300b401|049400000006000600000009:049400000006000600000009|049500000006000300000001:0495000000050003020009|049600000006000100000001:04960000000400010100|049700000006000400000004:,04970000000b0004080000000000000000
132,00850000001a00efe8430cf70b2ca00ff7dd38192a8f1897dd6022815c6572c6:008500000003006f01|008600000006000300000001:0086000000050003020030|008700000006000400000004:00870000000b0004084ffd5f4e1c21c0bb|00880000000600050000ff00:00880000000600050000ff00|008900000006000100000001:00890000000400010101|008a0000000600050032ff00:008a00000003008502|008b00000012007cb0b800c0ee48c91dd160d4f29df1f796:008b0000000300fc01|008c00000006000600000025:008c00000006000600000025|008d00000006000300000001:,008d000000050003020025
1079,043900000006000500000000:043900000006000500000000|043a00000006000400000004:043a0000000b0004080000000000000000|043b00000006000100000001:043b0000000400010100|043c0000000a007b71c1ad92684861ef:043c0000000300fb01|043d0000000600060000001e:043d0000000600060000001e|043e00000006000100000001:043e0000000400010100|043f00000006000400000004:043f0000000b0004080000000000000000|044000000012002813e5c756aa7bef9a735d11c4f649a2b0:04400000000300a801|04410000000600050000ff00:,04410000000600050000ff00
508,01fe0000000600050000ff00:01fe0000000600050000ff00|01ff00000006000400000004:01ff0000000b00040819fc8b387fa5c0ae|02000000000600060000000c:02000000000600060000000c|020100000006000100000001:02010000000400010101|020200000006000500000000:020200000006000500000000|020300000006000300000001:020300000005000302000c|02040000000600050004ff00:020400000003008502|02050000001200d37897e5a7a8efd2c1a1fe117666f1b532:020500000003005301|020600000006000400000004:,02060000000b0004080000000000000000
91,005c0000000600050000ff00:005c0000000600050000ff00|005d00000006000100000001:005d0000000400010101|005e0000000600060000000d:005e0000000600060000000d|005f00000006000400000004:005f0000000b000408e88a9c4bd103c07f|006000000006000300000001:006000000005000302000d|00610000001a008e64c43b5c66472bae64202308a30795fac7b10ddd6931e005:006100000003000e01|006200000006000600220029:006200000003008602|006300000006000400000004:00630000000b000408e88a9c4bd103c07f|006400000006000500000000:,006400000006000500000000
625,027300000006000100000001:02730000000400010101|027400000006000500000000:027400000006000500000000|02750000000a0057af00356618c1b7bc:02750000000300d701|027600000006000300000001:027600000005000302001e|027700000006000100000001:02770000000400010100|02780000000a00ad6cff0c96fc14d651:027800000003002d01|027900000006000300000001:027900000005000302001e|027a00000006000400240001:027a00000003008402|027b00000006000600000023:,027b00000006000600000023
1018,03fc00000006000300050001:03fc00000003008302|03fd00000006000300000001:03fd000000050003020017|03fe00000006000100000001:03fe0000000400010101|03ff000000060003002a0001:03ff00000003008302|04000000000600050000ff00:04000000000600050000ff00|040100000006000600000029:040100000006000600000029|040200000012001b2fc32da52c70fa321742286de215afc0:040200000003009b01|040300000006000400000004:04030000000b00040823062050c786c0b3|040400000006000300000001:,0404000000050003020029
101,006600000006000100000001:00660000000400010100|00670000000a002fefa065775f8afeb2:00670000000300af01|006800000006000100110001:006800000003008102|006900000006000600000007:006900000006000600000007|006a00000006000600140005:006a00000003008602|006b00000006000600000031:006b00000006000600000031|006c00000006000500000000:006c00000006000500000000|006d00000006000300000001:006d000000050003020031|006e00000006000100000001:,006e0000000400010100
115,00740000000a0023b602c8202aca4099:00740000000300a301|007500000006000400000004:00750000000b0004089c058e184050c0bc|007600000006000600000010:007600000006000600000010|0077000000060001000e0001:007700000003008102|007800000006000600000012:007800000006000600000012|0079000000060001002c0001:007900000003008102|007a00000006000500000000:007a00000006000500000000|007b00000006000300000001:007b000000050003020012|007c00000006000400000004:,007c0000000b0004080000000000000000
1173,049700000006000400000004:04970000000b0004080000000000000000|049800000006000100120001:049800000003008102|049900000006000300000001:0499000000050003020009|049a0000000a0078db504c93dea44bbf:049a0000000300f801|049b00000006000100000001:049b0000000400010100|049c0000000600050000ff00:049c0000000600050000ff00|049d00000006000600000019:049d00000006000600000019|049e00000006000400080001:049e00000003008402|049f00000006000400000004:,049f0000000b000408f974fd306a85c09d
