,source_text,target_text
2244,08c500000006000400010001:08c5000000050004020011|08c600000006000400000001:08c6000000050004020000|08c700000006000500000000:08c700000003008502|08c800000006000200000001:08c800000003008202|08c900000006000300000001:08c9000000050003020000|08ca00000006000600060005:08ca00000003008602|08cb00000006000400010001:08cb000000050004020043|08cc00000006000400000001:08cc000000050004020000|08cd00000006000400030001,08cd000000050004020000
5820,16bd00000006000300010001:16bd000000050003020000|16be00000006000400010001:16be000000050004020011|16bf00000006000400030001:16bf000000050004020032|16c00000001a00b5122e1b2e60e3ee6601bc36694a435a6251afffbb9c4cacaa:16c00000000300b501|16c10000000600050000ff00:16c100000003008502|16c200000006000400000001:16c2000000050004020000|16c300000006000300190001:16c300000003008302|16c400000006000400020001:16c4000000050004020000|16c500000006000200000001,16c500000003008202
1930,078b00000006000400000001:078b000000050004020000|078c0000000a00c1efdf8cf707abb983:078c0000000300c101|078d00000006000300010001:078d000000050003020000|078e00000006000400030001:078e000000050004020000|078f00000006000400010001:078f000000050004020043|079000000006000300000001:0790000000050003020000|079100000006000500000000:079100000003008502|079200000006000400020001:0792000000050004020000|0793000000060002000b0001,079300000003008202
6077,17be00000006000400020001:17be000000050004020000|17bf0000001a003f772d80dc5ee789efe4d00d682819afd5e568a6e52f7b61ab:17bf0000000300bf01|17c000000006000400030001:17c0000000050004020032|17c10000001a006e8d84becf80c0844232db360d415f3aef6b77b2efa584fae4:17c10000000300ee01|17c200000006000500050000:17c200000003008502|17c300000006000400010001:17c3000000050004020011|17c400000006000300010001:17c4000000050003020000|17c500000006000400020001:17c5000000050004020000|17c600000006000400030001,17c6000000050004020000
8608,21a100000006000200000001:21a100000003008202|21a200000006000400000001:21a2000000050004020000|21a300000006000300010001:21a3000000050003020000|21a400000006000400000001:21a4000000050004020000|21a500000006000400010001:21a5000000050004020043|21a600000006000400020001:21a6000000050004020000|21a700000006000200000001:21a700000003008202|21a800000006000300000001:21a8000000050003020000|21a900000006000400030001,21a9000000050004020000
1046,041700000006000400010001:0417000000050004020043|04180000000600050000ff00:041800000003008502|041900000006000400020001:0419000000050004020000|041a000000060003000f0001:041a00000003008302|041b000000060004000d0001:041b00000003008402|041c00000006000400020001:041c000000050004020000|041d00000006000400000001:041d000000050004020000|041e00000006000200000001:041e00000003008202|041f00000006000300000001,041f000000050003020000
7507,1d5400000006000200000001:1d5400000003008202|1d550000001200bae4202ea69a2e8e5b41f57f0ae4e9d8fe:1d550000000300ba01|1d560000000600050000ff00:1d5600000003008502|1d5700000006000400010001:1d57000000050004020043|1d5800000006000400000001:1d58000000050004020000|1d5900000006000400030001:1d59000000050004020000|1d5a00000006000400020001:1d5a000000050004020000|1d5b0000001200fd5269c93ad57f72af3cbcc9cb4e5e3671:1d5b0000000300fd01|1d5c00000006000300010001,1d5c000000050003020000
2547,09f400000006000400020001:09f4000000050004020000|09f500000006000400010001:09f5000000050004020043|09f600000006000300010001:09f6000000050003020000|09f700000006000300000001:09f7000000050003020000|09f800000006000400020001:09f8000000050004020000|09f9000000060003001f0001:09f900000003008302|09fa0000001a006c3d7cd0811ac47aba70ea7b9b29e66ffc0feb8ec5c88e41c6:09fa0000000300ec01|09fb0000000600050000ff00:09fb00000003008502|09fc00000006000300010001,09fc000000050003020000
5523,159400000006000400020001:1594000000050004020000|159500000006000400030001:1595000000050004020032|159600000006000300000001:1596000000050003020000|159700000012006e456467736392574516d9da6edbb7ce9d:15970000000300ee01|159800000006000300010001:1598000000050003020000|159900000006000200000001:159900000003008202|159a00000006000500200000:159a00000003008502|159b00000006000300010001:159b000000050003020000|159c00000006000200000001,159c00000003008202
5097,13ea00000006000400030001:13ea000000050004020000|13eb00000006000300000001:13eb000000050003020000|13ec00000006000200000001:13ec00000003008202|13ed00000006000300000001:13ed000000050003020000|13ee00000006000400030001:13ee000000050004020032|13ef00000006000300010001:13ef000000050003020000|13f000000006000500000000:13f000000003008502|13f100000006000400020001:13f1000000050004020000|13f200000006000200000001,13f200000003008202
8101,1fa600000006000300000001:1fa6000000050003020000|1fa700000006000500000000:1fa700000003008502|1fa800000006000400020001:1fa8000000050004020000|1fa900000006000200170001:1fa900000003008202|1faa00000006000400010001:1faa000000050004020011|1fab00000006000400030001:1fab000000050004020032|1fac00000006000200000001:1fac00000003008202|1fad00000006000300010001:1fad000000050003020000|1fae00000006000400000001,1fae000000050004020000
2003,07d4000000060003002d0001:07d400000003008302|07d500000006000300010001:07d5000000050003020000|07d600000006000400000001:07d6000000050004020000|07d70000001a00d34e8bb202b9530d77cd0dac44e5833ef0656f17be562b6890:07d70000000300d301|07d800000006000200000001:07d800000003008202|07d900000006000400020001:07d9000000050004020000|07da00000006000300000001:07da000000050003020000|07db00000006000400000001:07db000000050004020000|07dc00000006000300000001,07dc000000050003020000
7527,1d6800000006000400000001:1d68000000050004020000|1d6900000006000300000001:1d69000000050003020000|1d6a0000000600050022ff00:1d6a00000003008502|1d6b00000006000300000001:1d6b000000050003020000|1d6c00000006000200000001:1d6c00000003008202|1d6d0000000600050000ff00:1d6d00000003008502|1d6e00000006000300010001:1d6e000000050003020000|1d6f00000006000400030001:1d6f000000050004020032|1d70000000060003000f0001,1d7000000003008302
229,00e60000001200a273c8c126b98cfe64256c5e734d868fea:00e60000000300a201|00e700000006000400030001:00e7000000050004020020|00e800000006000200000001:00e800000003008202|00e900000006000300000001:00e9000000050003020000|00ea0000000600050020ff00:00ea00000003008502|00eb00000006000500000000:00eb00000003008502|00ec00000006000400020001:00ec000000050004020006|00ed00000006000400000001:00ed000000050004020011|00ee00000012003dcf92e4a0e1c66a18cb462fd05331e5d5,00ee0000000300bd01
5563,15bc0000001a00f5142f27fa2f938451a08b08b9df7ecd4fff424ac12ddab6df:15bc0000000300f501|15bd00000006000500000000:15bd00000003008502|15be000000060003001e0001:15be00000003008302|15bf00000006000400000001:15bf000000050004020000|15c000000006000300000001:15c0000000050003020000|15c100000006000400030001:15c1000000050004020000|15c200000006000300010001:15c2000000050003020000|15c300000006000400030001:15c3000000050004020000|15c40000000600050000ff00,15c400000003008502
3326,0cff00000006000400030001:0cff000000050004020000|0d0000000006000200000001:0d0000000003008202|0d010000000600050000ff00:0d0100000003008502|0d0200000006000300010001:0d02000000050003020000|0d0300000006000300320001:0d0300000003008302|0d0400000006000400010001:0d04000000050004020011|0d0500000006000400030001:0d05000000050004020032|0d0600000006000500000000:0d0600000003008502|0d0700000006000200000001,0d0700000003008202
8510,213f00000006000400000001:213f000000050004020000|214000000006000400010001:2140000000050004020011|214100000006000200000001:214100000003008202|214200000006000300000001:2142000000050003020000|214300000006000300010001:2143000000050003020000|214400000006000400030001:2144000000050004020032|21450000000a0098cbbf1000ccc658e8:214500000003009801|214600000006000400020001:2146000000050004020000|214700000006000500000000,214700000003008502
5430,153700000006000500000000:153700000003008502|153800000006000400010001:1538000000050004020011|153900000006000300000001:1539000000050003020000|153a00000006000400000001:153a000000050004020000|153b00000006000400030001:153b000000050004020032|153c00000006000200000001:153c00000003008202|153d0000000600050010ff00:153d00000003008502|153e00000006000300010001:153e000000050003020000|153f0000000a00278f6ba66824532a0d,153f0000000300a701
8407,20d800000006000400010001:20d8000000050004020011|20d900000006000400030001:20d9000000050004020000|20da00000006000200000001:20da00000003008202|20db00000006000300010001:20db000000050003020000|20dc00000006000200000001:20dc00000003008202|20dd00000006000400000001:20dd000000050004020000|20de00000006000300000001:20de000000050003020000|20df0000000600050000ff00:20df00000003008502|20e000000006000400030001,20e0000000050004020000
1793,070200000006000500000000:070200000003008502|070300000006000400010001:0703000000050004020011|070400000006000400000001:0704000000050004020000|07050000000600060002005b:070500000003008602|070600000006000200000001:070600000003008202|0707000000120061d136d646cd82bd81881a4ce9edb87e51:07070000000300e101|070800000006000300000001:0708000000050003020000|07090000001a003fe8d1ba7bc5d30a9c3255ca2a75405b9fab62a199af745180:07090000000300bf01|070a00000006000300010001,070a000000050003020000
7685,1e0600000006000400000001:1e06000000050004020000|1e0700000006000200000001:1e0700000003008202|1e0800000006000300010001:1e08000000050003020000|1e0900000006000300000001:1e09000000050003020000|1e0a00000006000400010001:1e0a000000050004020043|1e0b00000006000400000001:1e0b000000050004020000|1e0c00000006000300000001:1e0c000000050003020000|1e0d00000006000400010001:1e0d000000050004020043|1e0e00000006000200000001,1e0e00000003008202
1034,040b00000006000500000000:040b00000003008502|040c0000001200ef0b2c8609a89deec1dad746285b93a004:040c0000000300ef01|040d00000006000400030001:040d000000050004020032|040e00000006000400020001:040e000000050004020000|040f00000006000300010001:040f000000050003020000|041000000006000300000001:0410000000050003020000|041100000006000400030001:0411000000050004020032|041200000006000200000001:041200000003008202|041300000006000300010001,0413000000050003020000
8635,21bc00000006000400030001:21bc000000050004020000|21bd00000006000200000001:21bd00000003008202|21be00000006000400020001:21be000000050004020000|21bf00000006000400010001:21bf000000050004020043|21c000000006000300010001:21c0000000050003020000|21c100000006000400020001:21c1000000050004020000|21c200000006000200000001:21c200000003008202|21c300000006000500230000:21c300000003008502|21c400000006000300010001,21c4000000050003020000
1005,03ee0000000a00c40e80860ae8ebc1ed:03ee0000000300c401|03ef00000006000400030001:03ef000000050004020032|03f000000006000500000000:03f000000003008502|03f100000006000300080001:03f100000003008302|03f200000006000400010001:03f2000000050004020043|03f300000006000300000001:03f3000000050003020000|03f40000000600050000ff00:03f400000003008502|03f500000006000200000001:03f500000003008202|03f600000012006455b6bf98dbe16ca7ddcec6782c218995,03f60000000300e401
