,source_text,target_text
1350,054700000006000300000002:054700000007000304d000469a|054800000006000400000002:0548000000070004041f3c4295|05490000000b001000000002048a00475e:,054900000006001000000002
29,001e00000006000400000002:001e0000000700040470c641ad|001f00000006000300000002:001f00000007000304c00044d3|00200000000b001000000002041d004751:,002000000006001000000002
620,026d00000006000400000002:026d00000007000404482d4235|026e00000006000300000002:026e000000070003044a0046b1|026f00000006000400000002:,026f000000070004049a194235
21,001600000006000300000002:001600000007000304d4004604|001700000006000400000002:001700000007000404335241ab|00180000000b0010000000020466004698:,001800000006001000000002
63,00400000000b0010000000020459004760:004000000006001000000002|004100000006000400000002:004100000007000404a40741b8|004200000006000300000002:,00420000000700030459004760
1145,047a0000000b001000000002048c0046e4:047a00000006001000000002|047b00000006000400000002:047b00000007000404b8bd4284|047c0000000b00100000000204c1004717:,047c00000006001000000002
876,036d0000000b0010000000020470004750:036d00000006001000000002|036e00000006000400000002:036e00000007000404670f425e|036f00000006000300000002:,036f0000000700030470004750
230,00e700000006000400000002:00e700000007000404c2fe41ed|00e80000000b0010000000020478004778:00e800000006001000000002|00e900000006000300000002:,00e90000000700030478004778
360,01690000000b00100000000204d400475f:016900000006001000000002|016a00000006000300000002:016a00000007000304d400475f|016b00000006000400000002:,016b000000070004040051420c
407,01980000000b001000000002046000462a:019800000006001000000002|019900000006000300000002:0199000000070003046000462a|019a0000000b00100000000204a5004773:,019a00000006001000000002
1014,03f700000006000300000002:03f700000007000304f20046fe|03f80000000b0010000000020421004774:03f800000006001000000002|03f900000006000400000002:,03f900000007000404a4954274
1100,044d00000006000300000002:044d00000007000304440046d2|044e0000000b00100000000204f200469b:044e00000006001000000002|044f00000006000400000002:,044f00000007000404339a4281
715,02cc00000006000400000002:02cc000000070004047b714244|02cd00000006000300000002:02cd00000007000304700045c5|02ce0000000b00100000000204fa00471d:,02ce00000006001000000002
1055,042000000006000300000002:042000000007000304d3004710|042100000006000400000002:0421000000070004040b03427b|042200000006000300000002:,042200000007000304d3004710
1000,03e90000000b00100000000204a800474d:03e900000006001000000002|03ea00000006000300000002:03ea00000007000304a800474d|03eb00000006000300000002:,03eb00000007000304a800474d
264,010900000006000300000002:010900000007000304c60046aa|010a0000000b0010000000020400004541:010a00000006001000000002|010b00000006000400000002:,010b00000007000404482941f9
648,028900000006000300000002:0289000000070003044d004765|028a0000000b00100000000204a9004715:028a00000006001000000002|028b00000006000400000002:,028b000000070004041500423a
