,source_text,target_text
1245,04de0000000b0010000000020400004000:04de00000006001000000002|04df00000006000400000002:04df00000007000404000142c8|04e000000006000300000002:04e00000000700030400004000|04e100000006000400000002:04e100000007000404000142c8|04e200000006000300000002:,04e20000000700030400004000
1057,042200000006000300000002:04220000000700030400000000|04230000000b0010000000020400004110:042300000006001000000002|042400000006000300000002:04240000000700030400004110|042500000006000400000002:0425000000070004046b344e6e|04260000000b0010000000020400003f80:,042600000006001000000002
59,003c00000006000400000002:003c000000070004040002447a|003d0000000b0010000000020400004040:003d00000006001000000002|003e00000006000400000002:003e000000070004040002447a|003f00000006000300000002:003f0000000700030400004040|004000000006000300000002:,00400000000700030400004040
740,02e500000006000300000002:02e50000000700030400004080|02e600000006000400000002:02e6000000070004044001461c|02e700000006000300000002:02e70000000700030400004080|02e80000000b0010000000020400003f80:02e800000006001000000002|02e900000006000400000002:,02e90000000700040400004120
75,004c00000006000300000002:004c00000007000304000040a0|004d00000006000400000002:004d00000007000404500847c3|004e0000000b0010000000020400003f80:004e00000006001000000002|004f0000000b0010000000020400004080:004f00000006001000000002|005000000006000400000002:,0050000000070004044001461c
759,02f80000000b0010000000020400004000:02f800000006001000000002|02f900000006000300000002:02f90000000700030400004000|02fa00000006000400000002:02fa00000007000404000142c8|02fb00000006000400000002:02fb00000007000404000142c8|02fc0000000b00100000000204000040c0:,02fc00000006001000000002
1250,04e30000000b0010000000020400000000:04e300000006001000000002|04e40000000b0010000000020400004000:04e400000006001000000002|04e500000006000400000002:04e500000007000404000142c8|04e600000006000300000002:04e60000000700030400004000|04e70000000b0010000000020400004080:,04e700000006001000000002
974,03cf0000000b0010000000020400004080:03cf00000006001000000002|03d00000000b0010000000020400004040:03d000000006001000000002|03d100000006000400000002:03d1000000070004040002447a|03d200000006000300000002:03d20000000700030400004040|03d300000006000400000002:,03d3000000070004040002447a
332,014d00000006000300000002:014d0000000700030400004080|014e00000006000400000002:014e000000070004044001461c|014f0000000b0010000000020400004120:014f00000006001000000002|015000000006000300000002:01500000000700030400004120|01510000000b00100000000204000040a0:,015100000006001000000002
159,00a000000006000400000002:00a000000007000404000142c8|00a100000006000300000002:00a10000000700030400004000|00a20000000b0010000000020400004110:00a200000006001000000002|00a300000006000300000002:00a30000000700030400004110|00a400000006000400000002:,00a4000000070004046b344e6e
