,source_text,target_text
674,02a400000006000400000002:02a4000000070004040b815d5e|02a500000006000300000001:02a5000000050003020012|02a60000001200f889dcca2226a9d68a4b286799b6443ffd:02a600000003007801|02a700000006000300050001:02a700000003008302|02a80000000600060000002b:02a80000000600060000002b|02a900000012005b3295a30267df545ac0669e2b7a2204c2:02a90000000300db01|02aa00000006000300000001:,02aa00000005000302002b
1863,074900000006000400000002:07490000000700040400007f80|074a00000006000400000002:074a0000000700040400007f80|074b00000008000f00280004010c:074b00000003008f02|074c00000006000300000001:074c00000005000302002d|074d0000001a00d752b6cde53a2d161df68271f63c5a45ea1620a171d449a89c:074d00000003005701|074e0000000600060000000e:074e0000000600060000000e|074f00000006000600000025:,074f00000006000600000025
300,012d00000006000200290001:012d00000003008202|012e00000006000400000002:012e0000000700040436fc7645|012f00000006000600000011:012f00000006000600000011|01300000000a008ec29cff35699b66fc:013000000003000e01|013100000006000300000001:0131000000050003020011|01320000000a00aa5684d05d5eb88482:013200000003002a01|013300000006000400000002:,013300000007000404a2c85bb1
967,03c900000006000100240001:03c900000003008102|03ca00000006000400000002:03ca0000000700040400007f80|03cb00000006000600000025:03cb00000006000600000025|03cc0000000a005c8e2c25f34c3a80f0:03cc0000000300dc01|03cd00000006000400060001:03cd00000003008402|03ce00000006000300000001:03ce000000050003020025|03cf00000006000400000002:,03cf00000007000404bdbe7cf0
2359,093900000008000f000600040103:093900000003008f02|093a000000120079bc246f39abd1266c6793e77202258599:093a0000000300f901|093b00000006000300000001:093b000000050003020004|093c0000000600060000002d:093c0000000600060000002d|093d00000006000400000002:093d0000000700040400007f80|093e00000006000600000012:093e00000006000600000012|093f0000001a009685234492bc505486aac75ccbdae93c4c90c9f6abed5180f1:,093f00000003001601
1533,05ff0000000a00fb99cae718e465ad78:05ff00000003007b01|060000000006000600000015:060000000006000600000015|0601000000060004000c0001:060100000003008402|06020000001a00ba0baa32635ecc926fe2d23bc2134724580bb81b0b0d8ccd6f:060200000003003a01|060300000006000400000002:060300000007000404d71c6258|060400000006000300000001:0604000000050003020015|060500000006000300000001:,0605000000050003020015
609,0263000000060005000fff00:026300000003008502|026400000006000300000001:0264000000050003020024|02650000000a009b838aa0160842cdc1:026500000003001b01|026600000006000400000002:02660000000700040497f57b40|02670000000600060000000f:02670000000600060000000f|026800000006000400000002:0268000000070004045fa95863|026900000006000600280000:,026900000003008602
2362,093c0000000600060000002d:093c0000000600060000002d|093d00000006000400000002:093d0000000700040400007f80|093e00000006000600000012:093e00000006000600000012|093f0000001a009685234492bc505486aac75ccbdae93c4c90c9f6abed5180f1:093f00000003001601|094000000006000300000001:0940000000050003020012|094100000006000100240001:094100000003008102|094200000006000400000002:,0942000000070004040b815d5e
405,019600000006000400000002:01960000000700040436fc7645|019700000006000600000018:019700000006000600000018|019800000006000300000001:0198000000050003020018|01990000000a002cdf765ae5822fe301:01990000000300ac01|019a00000006000100170001:019a00000003008102|019b0000001a00589c4e4a7afc182e3df2c48053e13e8eb0504c7e28501f748b:019b0000000300d801|019c0000000600060000001d:,019c0000000600060000001d
2375,094900000006000500110000:094900000003008502|094a0000000600060000001f:094a0000000600060000001f|094b00000006000300000001:094b00000005000302001f|094c0000000a00b62e74521706ffc993:094c00000003003601|094d0000000f0010001a0004080008000800010007:094d00000003009002|094e00000006000600000011:094e00000006000600000011|094f00000012004cde319b69dab0754d7c219d4a9ba1f4e0:,094f0000000300cc01
378,017b00000006000300000001:017b000000050003020026|017c00000006000300170001:017c00000003008302|017d00000006000400000002:017d0000000700040476c27e96|017e0000000600060000001e:017e0000000600060000001e|017f00000006000300000001:017f00000005000302001e|0180000000060005002aff00:018000000003008502|01810000001a007fd40e5e64a947243789dbedb8acf775629d75ff7dd926dd44:,01810000000300ff01
1768,06ea000000060001002f0001:06ea00000003008102|06eb00000008000f002b00040104:06eb00000003008f02|06ec000000120027f00db682b22ed64925b2811e24bf5e31:06ec0000000300a701|06ed00000006000600000017:06ed00000006000600000017|06ee00000006000400000002:06ee00000007000404681965a9|06ef00000006000300000001:06ef000000050003020017|06f0000000120029a65435181d01e2ffefd9c5c56cdf527a:,06f00000000300a901
1871,075100000006000300000001:0751000000050003020025|075200000006000400290001:075200000003008402|075300000006000400000002:075300000007000404bdbe7cf0|075400000012005e02a448cb4ab221d16ab0cd8971a5e0f6:07540000000300de01|075500000006000500180000:075500000003008502|075600000006000400000002:075600000007000404bdbe7cf0|075700000006000300000001:,0757000000050003020025
313,013a00000006000500170000:013a00000003008502|013b00000006000400000002:013b000000070004046fb96aa5|013c0000001a009921e189d3d81dbe919384fa5c350ed2983cd4adc8dc504037:013c00000003001901|013d00000006000400000002:013d000000070004046fb96aa5|013e00000006000300000001:013e00000005000302001a|013f0000000f0010000d0004080006000800020005:013f00000003009002|014000000006000600000008:,014000000006000600000008
2131,085500000006000600000002:085500000006000600000002|085600000006000300000001:0856000000050003020002|085700000006000400000002:085700000007000404000142c8|085800000006000300290001:085800000003008302|085900000006000400000002:085900000007000404000142c8|085a0000001a0071fdb012e8efadbd65f67feb483578b2463aac61f831e484b0:085a0000000300f101|085b0000000600060000000b:,085b0000000600060000000b
1539,060500000006000300000001:0605000000050003020015|060600000006000400000002:060600000007000404d71c6258|06070000000600060000001b:06070000000600060000001b|060800000006000200310001:060800000003008202|06090000001200224bf9e5993b4e613b7c945ff09397ddc0:06090000000300a201|060a00000006000400000002:060a00000007000404cbae6c4e|060b00000006000300000001:,060b00000005000302001b
2220,08ae00000006000300000001:08ae00000005000302000d|08af00000008000f00040004010e:08af00000003008f02|08b00000000a00b1d7ad55f58273b6f3:08b000000003003101|08b10000000600060000000a:08b10000000600060000000a|08b200000006000400000002:08b20000000700040403055015|08b30000000a00252d00fb3958a9b9d2:08b30000000300a501|08b4000000060001001a0001:,08b400000003008102
1845,07370000000600060000002f:07370000000600060000002f|073800000006000100300001:073800000003008102|073900000006000300000001:073900000005000302002f|073a0000000a002d38a987c190859acb:073a0000000300ad01|073b00000012003a0cd22c80f3e354b9e1361d6edbf2ae7a:073b0000000300ba01|073c000000060006001b0023:073c00000003008602|073d00000006000600000019:,073d00000006000600000019
2173,087f00000006000400000002:087f00000007000404a2c85bb1|08800000001200e07943eae3834193b3eb5fc47d2265be39:088000000003006001|088100000006000400000002:088100000007000404a2c85bb1|088200000006000600000029:088200000006000600000029|088300000006000300000001:0883000000050003020029|088400000006000300050001:088400000003008302|088500000006000300000001:,0885000000050003020029
