source_text,target_text
0.00|000100000006000300030001:,0001000000050003027fff
0.05|000200000006000300030001:,0002000000050003027fff
0.10|000300000006000300030001:,0003000000050003027fff
0.16|000400000006000300030001:,0004000000050003027fff
0.21|000500000006000300030001:,0005000000050003027fff
0.26|000600000006000300030001:,0006000000050003027fff
0.31|000700000006000300030001:,0007000000050003027fff
0.36|000800000006000300030001:,0008000000050003027fff
0.41|000900000006000300030001:,0009000000050003027fff
0.46|000a00000006000300030001:,000a000000050003027fff
0.52|000b00000006000300030001:,000b000000050003027fff
0.57|000c00000006000300030001:,000c000000050003027fff
0.62|000d00000006000300030001:,000d000000050003027fff
0.67|000e00000006000300030001:,000e000000050003027fff
0.72|000f00000006000300030001:,000f000000050003027fff
0.77|001000000006000300030001:,0010000000050003027fff
0.83|001100000006000300030001:,0011000000050003027fff
0.88|001200000006000300030001:,0012000000050003027fff
0.93|001300000006000300030001:,0013000000050003027fff
0.98|001400000006000300030001:,0014000000050003027fff
1.03|001500000006000300030001:,0015000000050003027fff
1.08|001600000006000300030001:,0016000000050003027fff
1.13|001700000006000300030001:,0017000000050003027fff
1.19|001800000006000300030001:,0018000000050003027fff
1.24|001900000006000300030001:,0019000000050003027fff
1.29|001a00000006000300030001:,001a000000050003027fff
1.34|001b00000006000300030001:,001b000000050003027fff
1.39|001c00000006000300030001:,001c000000050003027fff
1.45|001d00000006000300030001:,001d000000050003027fff
1.50|001e00000006000300030001:,001e000000050003027fff
1.55|001f00000006000300030001:,001f000000050003027fff
1.60|002000000006000300030001:,0020000000050003027fff
1.65|002100000006000300030001:,0021000000050003027fff
1.70|002200000006000300030001:,0022000000050003027fff
1.76|002300000006000300030001:,0023000000050003027fff
1.81|002400000006000300030001:,0024000000050003027fff
1.86|002500000006000300030001:,0025000000050003027fff
1.91|002600000006000300030001:,0026000000050003027fff
1.96|002700000006000300030001:,0027000000050003027fff
2.01|002800000006000300030001:,0028000000050003027fff
2.06|002900000006000300030001:,0029000000050003027fff
2.12|002a00000006000300030001:,002a000000050003027fff
2.17|002b00000006000300030001:,002b000000050003027fff
2.22|002c00000006000300030001:,002c000000050003027fff
2.27|002d00000006000300030001:,002d000000050003027fff
2.32|002e00000006000300030001:,002e000000050003027fff
2.37|002f00000006000300030001:,002f000000050003027fff
2.42|003000000006000300030001:,0030000000050003027fff
2.47|003100000006000300030001:,0031000000050003027fff
2.53|003200000006000300030001:,0032000000050003027fff
2.58|003300000006000300030001:,0033000000050003027fff
2.63|003400000006000300030001:,0034000000050003027fff
2.68|003500000006000300030001:,0035000000050003027fff
2.73|003600000006000300030001:,0036000000050003027fff
2.78|003700000006000300030001:,0037000000050003027fff
2.84|003800000006000300030001:,0038000000050003027fff
2.89|003900000006000300030001:,0039000000050003027fff
2.94|003a00000006000300030001:,003a000000050003027fff
2.99|003b00000006000300030001:,003b000000050003027fff
3.04|003c00000006000300030001:,003c000000050003027fff
3.09|003d00000006000300030001:,003d000000050003027fff
3.15|003e00000006000300030001:,003e000000050003027fff
3.20|003f00000006000300030001:,003f000000050003027fff
3.25|004000000006000300030001:,0040000000050003027fff
3.30|004100000006000300030001:,0041000000050003027fff
3.35|004200000006000300030001:,0042000000050003027fff
3.40|004300000006000300030001:,0043000000050003027fff
3.45|004400000006000300030001:,0044000000050003027fff
3.51|004500000006000300030001:,0045000000050003027fff
3.56|004600000006000300030001:,0046000000050003027fff
3.61|004700000006000300030001:,0047000000050003027fff
3.66|004800000006000300030001:,0048000000050003027fff
3.71|004900000006000300030001:,0049000000050003027fff
3.77|004a00000006000300030001:,004a000000050003027fff
3.82|004b00000006000300030001:,004b000000050003027fff
3.87|004c00000006000300030001:,004c000000050003027fff
3.92|004d00000006000300030001:,004d000000050003027fff
3.97|004e00000006000300030001:,004e000000050003027fff
4.02|004f00000006000300030001:,004f000000050003027fff
4.07|005000000006000300030001:,0050000000050003027fff
4.13|005100000006000300030001:,0051000000050003027fff
4.18|005200000006000300030001:,0052000000050003027fff
4.23|005300000006000300030001:,0053000000050003027fff
4.28|005400000006000300030001:,0054000000050003027fff
4.33|005500000006000300030001:,0055000000050003027fff
4.39|005600000006000300030001:,0056000000050003027fff
4.44|005700000006000300030001:,0057000000050003027fff
4.49|005800000006000300030001:,0058000000050003027fff
4.54|005900000006000300030001:,0059000000050003027fff
4.59|005a00000006000300030001:,005a000000050003027fff
4.64|005b00000006000300030001:,005b000000050003027fff
4.69|005c00000006000300030001:,005c000000050003027fff
4.75|005d00000006000300030001:,005d000000050003027fff
4.80|005e00000006000300030001:,005e000000050003027fff
4.85|005f00000006000300030001:,005f000000050003027fff
4.90|006000000006000300030001:,0060000000050003027fff
4.95|006100000006000300030001:,0061000000050003027fff
5.00|006200000006000300030001:,0062000000050003027fff
5.05|006300000006000300030001:,0063000000050003027fff
5.11|006400000006000300030001:,0064000000050003027fff
5.16|006500000006000300030001:,0065000000050003027fff
5.21|006600000006000300030001:,0066000000050003027fff
5.26|006700000006000300030001:,0067000000050003027fff
5.31|006800000006000300030001:,0068000000050003027fff
5.36|006900000006000300030001:,0069000000050003027fff
5.41|006a00000006000300030001:,006a000000050003027fff
5.47|006b00000006000300030001:,006b000000050003027fff
5.52|006c00000006000300030001:,006c000000050003027fff
5.57|006d00000006000300030001:,006d000000050003027fff
5.62|006e00000006000300030001:,006e000000050003027fff
5.67|006f00000006000300030001:,006f000000050003027fff
5.72|007000000006000300030001:,0070000000050003027fff
5.78|007100000006000300030001:,0071000000050003027fff
5.83|007200000006000300030001:,0072000000050003027fff
5.88|007300000006000300030001:,0073000000050003027fff
