step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,4.011955261230469,0,,,,,
1,3.633763551712036,0,,,,,
2,3.160295248031616,0,,,,,
3,2.8823015689849854,0,,,,,
4,2.95829701423645,0,,,,,
5,2.7828369140625,0,,,,,
6,2.465217351913452,0,,,,,
7,2.3957784175872803,0,,,,,
8,2.3810203075408936,0,,,,,
9,2.2800958156585693,0,,,,,
10,2.1091206073760986,0,,,,,
11,2.1503775119781494,0,,,,,
12,2.0049099922180176,0,,,,,
13,2.048095941543579,0,,,,,
14,1.900686264038086,0,,,,,
15,1.8667246103286743,0,,,,,
16,1.838240146636963,0,,,,,
17,1.6861212253570557,0,,,,,
18,1.6698908805847168,0,,,,,
19,1.6047768592834473,0,,,,,
20,1.6698805093765259,0,,,,,
21,1.5354022979736328,0,,,,,
22,1.4629933834075928,0,,,,,
23,1.450660228729248,0,,,,,
24,1.4056525230407715,0,,,,,
25,1.4529738426208496,0,,,,,
26,1.4620143175125122,0,,,,,
27,1.3033699989318848,0,,,,,
28,1.351854920387268,0,,,,,
29,1.3312395811080933,0,,,,,
30,1.2869359254837036,0,,,,,
31,1.2422667741775513,0,,,,,
32,1.2775404453277588,0,,,,,
33,1.236839771270752,0,,,,,
34,1.2135906219482422,0,,,,,
35,1.2208508253097534,0,,,,,
36,1.119386911392212,0,,,,,
37,1.1561355590820312,0,,,,,
38,1.1206046342849731,0,,,,,
39,1.1200131177902222,0,,,,,
0,,,0.7373179197311401,,,,
1,,,0.7296669483184814,,,,
2,,,0.7112802863121033,,,,
3,,,0.7538542151451111,,,,
4,,,0.7987207770347595,,,,
39,,0,,0.7461680173873901,,,
39,,0,,,0.05000000074505806,0.0,1.8562676906585693
40,1.0457338094711304,1,,,,,
41,1.0831146240234375,1,,,,,
42,0.9979304075241089,1,,,,,
43,1.0533710718154907,1,,,,,
44,0.9679141044616699,1,,,,,
45,1.0594558715820312,1,,,,,
46,1.0103963613510132,1,,,,,
47,0.9698569774627686,1,,,,,
48,1.0138384103775024,1,,,,,
49,0.9329724311828613,1,,,,,
50,1.0232923030853271,1,,,,,
51,0.9800695776939392,1,,,,,
52,0.8434280157089233,1,,,,,
53,0.9270056486129761,1,,,,,
54,0.8831424713134766,1,,,,,
55,0.8638842701911926,1,,,,,
56,0.8849859833717346,1,,,,,
57,0.848646879196167,1,,,,,
58,0.8971654772758484,1,,,,,
59,0.8504729866981506,1,,,,,
60,0.7802323698997498,1,,,,,
61,0.7441158890724182,1,,,,,
62,0.7387977242469788,1,,,,,
63,0.825241208076477,1,,,,,
64,0.7020477056503296,1,,,,,
65,0.7062792181968689,1,,,,,
66,0.7155290842056274,1,,,,,
67,0.7589583396911621,1,,,,,
68,0.6830771565437317,1,,,,,
69,0.7240350246429443,1,,,,,
70,0.759570300579071,1,,,,,
71,0.703400731086731,1,,,,,
72,0.7183745503425598,1,,,,,
73,0.6236095428466797,1,,,,,
74,0.6894606947898865,1,,,,,
75,0.6622418165206909,1,,,,,
76,0.5724124908447266,1,,,,,
77,0.5341634154319763,1,,,,,
78,0.5560277104377747,1,,,,,
79,0.5644310116767883,1,,,,,
5,,,0.32433146238327026,,,,
6,,,0.31615301966667175,,,,
7,,,0.304394006729126,,,,
8,,,0.35076582431793213,,,,
9,,,0.40942373871803284,,,,
79,,1,,0.3410136103630066,,,
79,,1,,,0.4625000059604645,0.20624999701976776,0.8224671483039856
80,0.6173706650733948,2,,,,,
81,0.5541324019432068,2,,,,,
82,0.46721020340919495,2,,,,,
83,0.6598480343818665,2,,,,,
84,0.6431190967559814,2,,,,,
85,0.5004125237464905,2,,,,,
86,0.464353084564209,2,,,,,
87,0.5108460187911987,2,,,,,
88,0.4959675967693329,2,,,,,
89,0.5481820702552795,2,,,,,
90,0.520379364490509,2,,,,,
91,0.48660239577293396,2,,,,,
92,0.511798083782196,2,,,,,
93,0.44939249753952026,2,,,,,
94,0.4275692403316498,2,,,,,
95,0.486127644777298,2,,,,,
96,0.41913115978240967,2,,,,,
97,0.4884125292301178,2,,,,,
98,0.4987579584121704,2,,,,,
99,0.5166328549385071,2,,,,,
100,0.48343876004219055,2,,,,,
101,0.38254570960998535,2,,,,,
102,0.45322638750076294,2,,,,,
103,0.3695148825645447,2,,,,,
104,0.37710925936698914,2,,,,,
105,0.39366188645362854,2,,,,,
106,0.33729085326194763,2,,,,,
107,0.39643964171409607,2,,,,,
108,0.3330201208591461,2,,,,,
109,0.40292128920555115,2,,,,,
110,0.40237244963645935,2,,,,,
111,0.4056357443332672,2,,,,,
112,0.40585529804229736,2,,,,,
113,0.40958505868911743,2,,,,,
114,0.2919333577156067,2,,,,,
115,0.31410086154937744,2,,,,,
116,0.2733728587627411,2,,,,,
117,0.383094847202301,2,,,,,
118,0.3666662275791168,2,,,,,
119,0.31554320454597473,2,,,,,
10,,,0.16333937644958496,,,,
11,,,0.13890713453292847,,,,
12,,,0.13588792085647583,,,,
13,,,0.17018882930278778,,,,
14,,,0.21368896961212158,,,,
119,,2,,0.16440245509147644,,,
119,,2,,,0.8500000238418579,0.503125011920929,0.4440893232822418
120,0.34422048926353455,3,,,,,
121,0.3649853467941284,3,,,,,
122,0.281512588262558,3,,,,,
123,0.2859039902687073,3,,,,,
124,0.3378649055957794,3,,,,,
125,0.36030909419059753,3,,,,,
126,0.28745633363723755,3,,,,,
127,0.2671631872653961,3,,,,,
128,0.2530873119831085,3,,,,,
129,0.27076786756515503,3,,,,,
130,0.2681111991405487,3,,,,,
131,0.27839064598083496,3,,,,,
132,0.2726634740829468,3,,,,,
133,0.22836025059223175,3,,,,,
134,0.32192564010620117,3,,,,,
135,0.24635519087314606,3,,,,,
136,0.29912808537483215,3,,,,,
137,0.2797466814517975,3,,,,,
138,0.2802475690841675,3,,,,,
139,0.31557175517082214,3,,,,,
140,0.2860589921474457,3,,,,,
141,0.2843700647354126,3,,,,,
142,0.30291223526000977,3,,,,,
143,0.2611086666584015,3,,,,,
144,0.28925418853759766,3,,,,,
145,0.21336793899536133,3,,,,,
146,0.3086618483066559,3,,,,,
147,0.22528977692127228,3,,,,,
148,0.22675587236881256,3,,,,,
149,0.2695976793766022,3,,,,,
150,0.2928871512413025,3,,,,,
151,0.29157590866088867,3,,,,,
152,0.26357582211494446,3,,,,,
153,0.23904810845851898,3,,,,,
154,0.26352813839912415,3,,,,,
155,0.265555739402771,3,,,,,
156,0.23254188895225525,3,,,,,
157,0.23878124356269836,3,,,,,
158,0.24135370552539825,3,,,,,
159,0.19327402114868164,3,,,,,
15,,,0.13429448008537292,,,,
16,,,0.10854711383581161,,,,
17,,,0.10307402163743973,,,,
18,,,0.13203147053718567,,,,
19,,,0.17405208945274353,,,,
159,,3,,0.13039985299110413,,,
159,,3,,,0.934374988079071,0.5562499761581421,0.27583175897598267
160,0.29805436730384827,4,,,,,
161,0.22434911131858826,4,,,,,
162,0.2219143658876419,4,,,,,
163,0.23961827158927917,4,,,,,
164,0.2712521553039551,4,,,,,
165,0.2900157570838928,4,,,,,
166,0.19012273848056793,4,,,,,
167,0.20300886034965515,4,,,,,
168,0.2548915147781372,4,,,,,
169,0.24568843841552734,4,,,,,
170,0.18459174036979675,4,,,,,
171,0.27402541041374207,4,,,,,
172,0.27823737263679504,4,,,,,
173,0.2507299482822418,4,,,,,
174,0.2101118117570877,4,,,,,
175,0.1827370822429657,4,,,,,
176,0.18186084926128387,4,,,,,
177,0.2607439458370209,4,,,,,
178,0.24455977976322174,4,,,,,
179,0.19314473867416382,4,,,,,
180,0.22250428795814514,4,,,,,
181,0.20216023921966553,4,,,,,
182,0.22010725736618042,4,,,,,
183,0.2366255521774292,4,,,,,
184,0.17982207238674164,4,,,,,
185,0.17308858036994934,4,,,,,
186,0.19824862480163574,4,,,,,
187,0.23428145051002502,4,,,,,
188,0.2763398587703705,4,,,,,
189,0.16232603788375854,4,,,,,
190,0.2515254616737366,4,,,,,
191,0.14793065190315247,4,,,,,
192,0.1773013472557068,4,,,,,
193,0.19197778403759003,4,,,,,
194,0.231685072183609,4,,,,,
195,0.23273822665214539,4,,,,,
196,0.20241329073905945,4,,,,,
197,0.17810751497745514,4,,,,,
198,0.1904284954071045,4,,,,,
199,0.1815558671951294,4,,,,,
20,,,0.11761880666017532,,,,
21,,,0.09795424342155457,,,,
22,,,0.08432193845510483,,,,
23,,,0.1108778715133667,,,,
24,,,0.15194368362426758,,,,
199,,4,,0.11254332214593887,,,
199,,4,,,0.8843749761581421,0.609375,0.2197706401348114
200,0.18993832170963287,5,,,,,
201,0.20427250862121582,5,,,,,
202,0.20151804387569427,5,,,,,
203,0.18952322006225586,5,,,,,
204,0.1830895096063614,5,,,,,
205,0.17706279456615448,5,,,,,
206,0.1677120327949524,5,,,,,
207,0.183009073138237,5,,,,,
208,0.1895724982023239,5,,,,,
209,0.19569410383701324,5,,,,,
210,0.15907281637191772,5,,,,,
211,0.19733378291130066,5,,,,,
212,0.1767687201499939,5,,,,,
213,0.21209189295768738,5,,,,,
214,0.2198805958032608,5,,,,,
215,0.1838708072900772,5,,,,,
216,0.14921225607395172,5,,,,,
217,0.20357084274291992,5,,,,,
218,0.1439003199338913,5,,,,,
219,0.16421599686145782,5,,,,,
220,0.22637692093849182,5,,,,,
221,0.18902313709259033,5,,,,,
222,0.1660161018371582,5,,,,,
223,0.21002911031246185,5,,,,,
224,0.1790657937526703,5,,,,,
225,0.2171289622783661,5,,,,,
226,0.21978634595870972,5,,,,,
227,0.22328808903694153,5,,,,,
228,0.19593407213687897,5,,,,,
229,0.15095004439353943,5,,,,,
230,0.18157663941383362,5,,,,,
231,0.15088362991809845,5,,,,,
232,0.20191888511180878,5,,,,,
233,0.14863590896129608,5,,,,,
234,0.1907901167869568,5,,,,,
235,0.15863819420337677,5,,,,,
236,0.21819746494293213,5,,,,,
237,0.20218513906002045,5,,,,,
238,0.2148817777633667,5,,,,,
239,0.1717020571231842,5,,,,,
25,,,0.1071348711848259,,,,
26,,,0.09326192736625671,,,,
27,,,0.07756273448467255,,,,
28,,,0.09868314117193222,,,,
29,,,0.14009642601013184,,,,
239,,5,,0.10334782302379608,,,
239,,5,,,0.753125011920929,0.574999988079071,0.18770794570446014
240,0.15655255317687988,6,,,,,
241,0.17240078747272491,6,,,,,
242,0.16182294487953186,6,,,,,
243,0.15016286075115204,6,,,,,
244,0.13949507474899292,6,,,,,
245,0.22069914638996124,6,,,,,
246,0.20172083377838135,6,,,,,
247,0.12644228339195251,6,,,,,
248,0.1465781331062317,6,,,,,
249,0.15696878731250763,6,,,,,
250,0.2068829983472824,6,,,,,
251,0.15485553443431854,6,,,,,
252,0.1269705593585968,6,,,,,
253,0.13169004023075104,6,,,,,
254,0.15030144155025482,6,,,,,
255,0.19479900598526,6,,,,,
256,0.16533909738063812,6,,,,,
257,0.19680562615394592,6,,,,,
258,0.1681365966796875,6,,,,,
259,0.21547764539718628,6,,,,,
260,0.17351526021957397,6,,,,,
261,0.17485655844211578,6,,,,,
262,0.1335034966468811,6,,,,,
263,0.17346395552158356,6,,,,,
264,0.1430763453245163,6,,,,,
265,0.16268758475780487,6,,,,,
