csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-train_loss_epoch,csv-accuracy/validator
0,3.1685950756073,0,,,,,
0,2.8044650554656982,1,,,,,
0,2.6931068897247314,2,,,,,
0,2.4938950538635254,3,,,,,
0,2.5101969242095947,4,,,,,
0,2.389944314956665,5,,,,,
0,2.353595495223999,6,,,,,
0,2.2853550910949707,7,,,,,
0,2.2510557174682617,8,,,,,
0,2.272164821624756,9,,,,,
0,2.2240138053894043,10,,,,,
0,2.1297218799591064,11,,,,,
0,1.9693363904953003,12,,,,,
0,2.0441627502441406,13,,,,,
0,1.993560552597046,14,,,,,
0,2.1143362522125244,15,,,,,
0,1.8712490797042847,16,,,,,
0,1.9147783517837524,17,,,,,
0,1.7546353340148926,18,,,,,
0,1.7744497060775757,19,,,,,
0,1.7350783348083496,20,,,,,
0,1.74332594871521,21,,,,,
0,1.6820189952850342,22,,,,,
0,1.6394827365875244,23,,,,,
0,1.6279001235961914,24,,,,,
0,1.67103910446167,25,,,,,
0,1.5737260580062866,26,,,,,
0,1.6433144807815552,27,,,,,
0,1.5399863719940186,28,,,,,
0,1.5707988739013672,29,,,,,
0,1.3948994874954224,30,,,,,
0,1.5294679403305054,31,,,,,
0,1.4290897846221924,32,,,,,
0,1.4601083993911743,33,,,,,
0,1.394508719444275,34,,,,,
0,1.368848443031311,35,,,,,
0,1.3644343614578247,36,,,,,
0,1.2739521265029907,37,,,,,
0,1.1912212371826172,38,,,,,
0,1.433118224143982,39,,,,,
0,1.2397689819335938,40,,,,,
0,1.3298826217651367,41,,,,,
0,1.311875820159912,42,,,,,
0,1.1650755405426025,43,,,,,
0,1.3537176847457886,44,,,,,
0,1.1034231185913086,45,,,,,
0,1.2206777334213257,46,,,,,
0,1.1394290924072266,47,,,,,
0,1.2634735107421875,48,,,,,
0,0.9971205592155457,49,,,,,
0,1.0842537879943848,50,,,,,
0,1.0746146440505981,51,,,,,
0,1.0501309633255005,52,,,,,
0,1.0877714157104492,53,,,,,
0,0.9446659088134766,54,,,,,
0,1.0504372119903564,55,,,,,
0,0.948854386806488,56,,,,,
0,0.9106580018997192,57,,,,,
0,0.8933694362640381,58,,,,,
0,0.8813362121582031,59,,,,,
0,0.8655160069465637,60,,,,,
0,0.9649508595466614,61,,,,,
0,0.7494966983795166,62,,,,,
0,0.9416025876998901,63,,,,,
0,0.8948562741279602,64,,,,,
0,0.8404582142829895,65,,,,,
0,0.8267723917961121,66,,,,,
0,0.810735285282135,67,,,,,
0,0.8815175294876099,68,,,,,
0,0.6587401032447815,69,,,,,
0,0.7655062079429626,70,,,,,
0,0.8099927306175232,71,,,,,
0,0.6929357647895813,72,,,,,
0,0.6397651433944702,73,,,,,
0,0.6477364897727966,74,,,,,
0,0.7229088544845581,75,,,,,
0,0.6631174683570862,76,,,,,
0,0.7292879819869995,77,,,,,
0,0.7150717973709106,78,,,,,
0,0.6474176645278931,79,,,,,
0,0.6776210069656372,80,,,,,
0,0.6246181726455688,81,,,,,
0,0.6102489829063416,82,,,,,
0,0.642266035079956,83,,,,,
0,0.5902544260025024,84,,,,,
0,0.5624233484268188,85,,,,,
0,0.5790610909461975,86,,,,,
0,0.5265025496482849,87,,,,,
0,0.5448828935623169,88,,,,,
0,0.6353194117546082,89,,,,,
0,0.4789557158946991,90,,,,,
0,0.5926536917686462,91,,,,,
0,0.680895209312439,92,,,,,
0,0.7230190634727478,93,,,,,
0,0.5325168371200562,94,,,,,
0,0.6090158820152283,95,,,,,
0,0.5835834741592407,96,,,,,
0,0.5869871377944946,97,,,,,
0,0.4690573811531067,98,,,,,
0,0.7206248641014099,99,,,,,
0,0.5995450615882874,100,,,,,
0,0.4302484691143036,101,,,,,
0,0.5229528546333313,102,,,,,
0,0.4652361571788788,103,,,,,
0,0.5349702835083008,104,,,,,
0,0.5124719738960266,105,,,,,
0,0.4941504895687103,106,,,,,
0,0.4734371304512024,107,,,,,
0,0.49172624945640564,108,,,,,
0,0.5240553617477417,109,,,,,
0,0.4874182939529419,110,,,,,
0,0.49361684918403625,111,,,,,
0,0.3337731957435608,112,,,,,
0,0.5679895877838135,113,,,,,
0,0.393894225358963,114,,,,,
0,0.4193149209022522,115,,,,,
0,0.47592824697494507,116,,,,,
0,0.4370535612106323,117,,,,,
0,0.4565660357475281,118,,,,,
0,0.5671285390853882,119,,,,,
0,0.4430184066295624,120,,,,,
0,0.3976080119609833,121,,,,,
0,0.4640864431858063,122,,,,,
0,0.38997921347618103,123,,,,,
0,0.37723714113235474,124,,,,,
0,0.44343268871307373,125,,,,,
0,0.4066089391708374,126,,,,,
0,0.46918222308158875,127,,,,,
0,0.4636216163635254,128,,,,,
0,0.4368739426136017,129,,,,,
0,0.3681240975856781,130,,,,,
0,0.38985806703567505,131,,,,,
0,0.3781675398349762,132,,,,,
0,0.3578944802284241,133,,,,,
0,0.4481716752052307,134,,,,,
0,0.34799817204475403,135,,,,,
0,0.3545891344547272,136,,,,,
0,0.4234512746334076,137,,,,,
0,0.31227388978004456,138,,,,,
0,0.3971177339553833,139,,,,,
0,0.3054412007331848,140,,,,,
0,0.3363855183124542,141,,,,,
0,0.2693227231502533,142,,,,,
0,0.371925413608551,143,,,,,
0,0.437263160943985,144,,,,,
0,0.34706464409828186,145,,,,,
0,0.3310618996620178,146,,,,,
0,0.2620551288127899,147,,,,,
0,0.37561357021331787,148,,,,,
0,0.3613370656967163,149,,,,,
0,0.34349679946899414,150,,,,,
0,0.31115734577178955,151,,,,,
0,0.2463974505662918,152,,,,,
0,0.3476305305957794,153,,,,,
0,0.3137637674808502,154,,,,,
0,0.34492379426956177,155,,,,,
0,0.3232100307941437,156,,,,,
0,0.3068835437297821,157,,,,,
0,0.4608847200870514,158,,,,,
0,0.3184145390987396,159,,,,,
0,0.28798967599868774,160,,,,,
0,0.34429192543029785,161,,,,,
0,0.32424816489219666,162,,,,,
0,0.2556690275669098,163,,,,,
0,0.41182759404182434,164,,,,,
0,0.30909058451652527,165,,,,,
0,0.32949844002723694,166,,,,,
0,0.26534101366996765,167,,,,,
0,0.3096384108066559,168,,,,,
0,0.2124941498041153,169,,,,,
0,0.2671102285385132,170,,,,,
0,0.3054924011230469,171,,,,,
0,0.3743194043636322,172,,,,,
0,0.22835247218608856,173,,,,,
0,0.20805519819259644,174,,,,,
0,0.31611308455467224,175,,,,,
0,0.31885451078414917,176,,,,,
0,0.2608949840068817,177,,,,,
0,0.23770637810230255,178,,,,,
0,0.20540761947631836,179,,,,,
0,0.36547279357910156,180,,,,,
0,0.22898080945014954,181,,,,,
0,0.23809173703193665,182,,,,,
0,0.19871824979782104,183,,,,,
0,0.24729856848716736,184,,,,,
0,0.33513087034225464,185,,,,,
0,0.38639652729034424,186,,,,,
0,0.18662339448928833,187,,,,,
0,0.277892142534256,188,,,,,
0,0.19394893944263458,189,,,,,
0,0.26568663120269775,190,,,,,
0,0.23826923966407776,191,,,,,
0,0.22871516644954681,192,,,,,
0,0.22579507529735565,193,,,,,
0,0.3560907542705536,194,,,,,
0,0.2887682616710663,195,,,,,
0,0.29933854937553406,196,,,,,
0,0.17516469955444336,197,,,,,
0,0.3488572835922241,198,,,,,
0,0.2036895602941513,199,,,,,
0,0.1956428736448288,200,,,,,
0,0.22417862713336945,201,,,,,
0,0.2671825885772705,202,,,,,
0,0.17822061479091644,203,,,,,
0,0.2790376842021942,204,,,,,
0,0.29366663098335266,205,,,,,
0,0.283818781375885,206,,,,,
0,0.18728184700012207,207,,,,,
0,0.21026629209518433,208,,,,,
0,0.34717094898223877,209,,,,,
0,0.24316516518592834,210,,,,,
0,0.19165384769439697,211,,,,,
0,0.1783754974603653,212,,,,,
0,0.19555556774139404,213,,,,,
0,0.1374872475862503,214,,,,,
,,0,0.12450919300317764,,,,
,,1,0.10540176928043365,,,,
,,2,0.14699748158454895,,,,
,,3,0.1662028282880783,,,,
,,4,0.12187451124191284,,,,
,,5,0.06471481919288635,,,,
,,6,0.09218709915876389,,,,
,,7,0.32576459646224976,,,,
,,8,0.15019167959690094,,,,
,,9,0.14802448451519012,,,,
,,10,0.11367752403020859,,,,
,,11,0.14656192064285278,,,,
,,12,0.16665253043174744,,,,
,,13,0.3109181821346283,,,,
,,14,0.14774100482463837,,,,
,,15,0.11898530274629593,,,,
,,16,0.11516214162111282,,,,
,,17,0.14596883952617645,,,,
,,18,0.14628295600414276,,,,
