source_text,target_text
000100000006000300010001:0001000000050003020000|000200000006000400030001:0002000000050004020000|00030000001a00b24b15f0943e6918b568be774312f5a605f71f8bf047942423:00030000000300b201|000400000006000400000001:0004000000050004020002|0005000000060005000a0000:000500000003008502|000600000006000300000001:0006000000050003020000|000700000006000400020001:,0007000000050004020003
000200000006000400030001:0002000000050004020000|00030000001a00b24b15f0943e6918b568be774312f5a605f71f8bf047942423:00030000000300b201|000400000006000400000001:0004000000050004020002|0005000000060005000a0000:000500000003008502|000600000006000300000001:0006000000050003020000|000700000006000400020001:0007000000050004020003|000800000006000400010001:,0008000000050004020000
00030000001a00b24b15f0943e6918b568be774312f5a605f71f8bf047942423:00030000000300b201|000400000006000400000001:0004000000050004020002|0005000000060005000a0000:000500000003008502|000600000006000300000001:0006000000050003020000|000700000006000400020001:0007000000050004020003|000800000006000400010001:0008000000050004020000|000900000006000200000001:,000900000003008202
000400000006000400000001:0004000000050004020002|0005000000060005000a0000:000500000003008502|000600000006000300000001:0006000000050003020000|000700000006000400020001:0007000000050004020003|000800000006000400010001:0008000000050004020000|000900000006000200000001:000900000003008202|000a00000006000500000000:,000a00000003008502
0005000000060005000a0000:000500000003008502|000600000006000300000001:0006000000050003020000|000700000006000400020001:0007000000050004020003|000800000006000400010001:0008000000050004020000|000900000006000200000001:000900000003008202|000a00000006000500000000:000a00000003008502|000b00000006000300000001:,000b000000050003020000
000600000006000300000001:0006000000050003020000|000700000006000400020001:0007000000050004020003|000800000006000400010001:0008000000050004020000|000900000006000200000001:000900000003008202|000a00000006000500000000:000a00000003008502|000b00000006000300000001:000b000000050003020000|000c00000006000400020001:,000c000000050004020003
000700000006000400020001:0007000000050004020003|000800000006000400010001:0008000000050004020000|000900000006000200000001:000900000003008202|000a00000006000500000000:000a00000003008502|000b00000006000300000001:000b000000050003020000|000c00000006000400020001:000c000000050004020003|000d00000006000200000001:,000d00000003008202
000800000006000400010001:0008000000050004020000|000900000006000200000001:000900000003008202|000a00000006000500000000:000a00000003008502|000b00000006000300000001:000b000000050003020000|000c00000006000400020001:000c000000050004020003|000d00000006000200000001:000d00000003008202|000e00000009001000130001020037:,000e00000003009002
000900000006000200000001:000900000003008202|000a00000006000500000000:000a00000003008502|000b00000006000300000001:000b000000050003020000|000c00000006000400020001:000c000000050004020003|000d00000006000200000001:000d00000003008202|000e00000009001000130001020037:000e00000003009002|000f00000006000400030001:,000f000000050004020000
000a00000006000500000000:000a00000003008502|000b00000006000300000001:000b000000050003020000|000c00000006000400020001:000c000000050004020003|000d00000006000200000001:000d00000003008202|000e00000009001000130001020037:000e00000003009002|000f00000006000400030001:000f000000050004020000|00100000000600050000ff00:,001000000003008502
