source_text,target_text
000100000006000300010001:0001000000050003020000|000200000006000300020001:0002000000050003020000|000300000006000600030009:000300000006000600030009|000400000006000300030001:0004000000050003020009|000500000006000400000004:00050000000b0004080000000000000000|000600000006000600020010:000600000006000600020010|000700000006000600010008:000700000006000600010008|000800000006000300130001:000800000003008302|000900000006000300000001:,0009000000050003020000
000200000006000300020001:0002000000050003020000|000300000006000600030009:000300000006000600030009|000400000006000300030001:0004000000050003020009|000500000006000400000004:00050000000b0004080000000000000000|000600000006000600020010:000600000006000600020010|000700000006000600010008:000700000006000600010008|000800000006000300130001:000800000003008302|000900000006000300000001:0009000000050003020000|000a00000006000100000001:,000a0000000400010100
000300000006000600030009:000300000006000600030009|000400000006000300030001:0004000000050003020009|000500000006000400000004:00050000000b0004080000000000000000|000600000006000600020010:000600000006000600020010|000700000006000600010008:000700000006000600010008|000800000006000300130001:000800000003008302|000900000006000300000001:0009000000050003020000|000a00000006000100000001:000a0000000400010100|000b00000006000500000000:,000b00000006000500000000
000400000006000300030001:0004000000050003020009|000500000006000400000004:00050000000b0004080000000000000000|000600000006000600020010:000600000006000600020010|000700000006000600010008:000700000006000600010008|000800000006000300130001:000800000003008302|000900000006000300000001:0009000000050003020000|000a00000006000100000001:000a0000000400010100|000b00000006000500000000:000b00000006000500000000|000c00000006000600000001:,000c00000006000600000001
000500000006000400000004:00050000000b0004080000000000000000|000600000006000600020010:000600000006000600020010|000700000006000600010008:000700000006000600010008|000800000006000300130001:000800000003008302|000900000006000300000001:0009000000050003020000|000a00000006000100000001:000a0000000400010100|000b00000006000500000000:000b00000006000500000000|000c00000006000600000001:000c00000006000600000001|000d0000001a00cc9128519e7c76c7288d5ba5847aab839ad846769f6d876d9b:,000d00000003004c01
000600000006000600020010:000600000006000600020010|000700000006000600010008:000700000006000600010008|000800000006000300130001:000800000003008302|000900000006000300000001:0009000000050003020000|000a00000006000100000001:000a0000000400010100|000b00000006000500000000:000b00000006000500000000|000c00000006000600000001:000c00000006000600000001|000d0000001a00cc9128519e7c76c7288d5ba5847aab839ad846769f6d876d9b:000d00000003004c01|000e00000006000600020031:,000e00000006000600020031
000700000006000600010008:000700000006000600010008|000800000006000300130001:000800000003008302|000900000006000300000001:0009000000050003020000|000a00000006000100000001:000a0000000400010100|000b00000006000500000000:000b00000006000500000000|000c00000006000600000001:000c00000006000600000001|000d0000001a00cc9128519e7c76c7288d5ba5847aab839ad846769f6d876d9b:000d00000003004c01|000e00000006000600020031:000e00000006000600020031|000f00000006000100000001:,000f0000000400010100
000800000006000300130001:000800000003008302|000900000006000300000001:0009000000050003020000|000a00000006000100000001:000a0000000400010100|000b00000006000500000000:000b00000006000500000000|000c00000006000600000001:000c00000006000600000001|000d0000001a00cc9128519e7c76c7288d5ba5847aab839ad846769f6d876d9b:000d00000003004c01|000e00000006000600020031:000e00000006000600020031|000f00000006000100000001:000f0000000400010100|001000000006000400000004:,00100000000b0004080000000000000000
000900000006000300000001:0009000000050003020000|000a00000006000100000001:000a0000000400010100|000b00000006000500000000:000b00000006000500000000|000c00000006000600000001:000c00000006000600000001|000d0000001a00cc9128519e7c76c7288d5ba5847aab839ad846769f6d876d9b:000d00000003004c01|000e00000006000600020031:000e00000006000600020031|000f00000006000100000001:000f0000000400010100|001000000006000400000004:00100000000b0004080000000000000000|001100000006000300170001:,001100000003008302
000a00000006000100000001:000a0000000400010100|000b00000006000500000000:000b00000006000500000000|000c00000006000600000001:000c00000006000600000001|000d0000001a00cc9128519e7c76c7288d5ba5847aab839ad846769f6d876d9b:000d00000003004c01|000e00000006000600020031:000e00000006000600020031|000f00000006000100000001:000f0000000400010100|001000000006000400000004:00100000000b0004080000000000000000|001100000006000300170001:001100000003008302|001200000006000600000009:,001200000006000600000009
000b00000006000500000000:000b00000006000500000000|000c00000006000600000001:000c00000006000600000001|000d0000001a00cc9128519e7c76c7288d5ba5847aab839ad846769f6d876d9b:000d00000003004c01|000e00000006000600020031:000e00000006000600020031|000f00000006000100000001:000f0000000400010100|001000000006000400000004:00100000000b0004080000000000000000|001100000006000300170001:001100000003008302|001200000006000600000009:001200000006000600000009|001300000006000500000000:,001300000006000500000000
