source_text,target_text
000100000006000600030001:000100000006000600030001|000200000006000300000001:0002000000050003020000|000300000006000300010001:,0003000000050003020000
000200000006000300000001:0002000000050003020000|000300000006000300010001:0003000000050003020000|000400000006000500000000:,000400000006000500000000
000300000006000300010001:0003000000050003020000|000400000006000500000000:000400000006000500000000|00050000000600060000002f:,00050000000600060000002f
000400000006000500000000:000400000006000500000000|00050000000600060000002f:00050000000600060000002f|000600000006000100000001:,00060000000400010100
00050000000600060000002f:00050000000600060000002f|000600000006000100000001:00060000000400010100|000700000006000600020017:,000700000006000600020017
000600000006000100000001:00060000000400010100|000700000006000600020017:000700000006000600020017|000800000006000300030001:,0008000000050003020001
000700000006000600020017:000700000006000600020017|000800000006000300030001:0008000000050003020001|000900000006000300020001:,0009000000050003020017
000800000006000300030001:0008000000050003020001|000900000006000300020001:0009000000050003020017|000a00000006000400000004:,000a0000000b0004080000000000000000
000900000006000300020001:0009000000050003020017|000a00000006000400000004:000a0000000b0004080000000000000000|000b00000006000600010026:,000b00000006000600010026
000a00000006000400000004:000a0000000b0004080000000000000000|000b00000006000600010026:000b00000006000600010026|000c0000000600060027001c:,000c00000003008602
000b00000006000600010026:000b00000006000600010026|000c0000000600060027001c:000c00000003008602|000d0000000a0035232919e85f31da18:,000d0000000300b501
000c0000000600060027001c:000c00000003008602|000d0000000a0035232919e85f31da18:000d0000000300b501|000e00000006000300010001:,000e000000050003020026
000d0000000a0035232919e85f31da18:000d0000000300b501|000e00000006000300010001:000e000000050003020026|000f00000006000300000001:,000f00000005000302002f
000e00000006000300010001:000e000000050003020026|000f00000006000300000001:000f00000005000302002f|001000000006000600000010:,001000000006000600000010
000f00000006000300000001:000f00000005000302002f|001000000006000600000010:001000000006000600000010|001100000006000300020001:,0011000000050003020017
001000000006000600000010:001000000006000600000010|001100000006000300020001:0011000000050003020017|001200000006000100000001:,00120000000400010100
001100000006000300020001:0011000000050003020017|001200000006000100000001:00120000000400010100|00130000000a00228a6614efc5813bb8:,00130000000300a201
001200000006000100000001:00120000000400010100|00130000000a00228a6614efc5813bb8:00130000000300a201|0014000000060006000f0024:,001400000003008602
00130000000a00228a6614efc5813bb8:00130000000300a201|0014000000060006000f0024:001400000003008602|001500000006000400000004:,00150000000b0004080000000000000000
0014000000060006000f0024:001400000003008602|001500000006000400000004:00150000000b0004080000000000000000|00160000000600050000ff00:,00160000000600050000ff00
001500000006000400000004:00150000000b0004080000000000000000|00160000000600050000ff00:00160000000600050000ff00|00170000000600060002001e:,00170000000600060002001e
00160000000600050000ff00:00160000000600050000ff00|00170000000600060002001e:00170000000600060002001e|00180000000600060003000a:,00180000000600060003000a
00170000000600060002001e:00170000000600060002001e|00180000000600060003000a:00180000000600060003000a|001900000006000300030001:,001900000005000302000a
00180000000600060003000a:00180000000600060003000a|001900000006000300030001:001900000005000302000a|001a00000006000600010009:,001a00000006000600010009
001900000006000300030001:001900000005000302000a|001a00000006000600010009:001a00000006000600010009|001b000000060004002e0001:,001b00000003008402
001a00000006000600010009:001a00000006000600010009|001b000000060004002e0001:001b00000003008402|001c00000006000500000000:,001c00000006000500000000
