source_text,target_text
000100000006000400000001:0001000000050004020002|00020000001a002fdfd4e44f08cdac145d7648ca65b602bf2552396d7b340e14:00020000000300af01|00030000000600050000ff00:000300000003008502|000400000006000200000001:000400000003008202|000500000006000300010001:0005000000050003020000|000600000006000400030001:0006000000050004020050|0007000000060003002b0001:000700000003008302|000800000006000300000001:0008000000050003020000|000900000006000400010001:,0009000000050004020000
00020000001a002fdfd4e44f08cdac145d7648ca65b602bf2552396d7b340e14:00020000000300af01|00030000000600050000ff00:000300000003008502|000400000006000200000001:000400000003008202|000500000006000300010001:0005000000050003020000|000600000006000400030001:0006000000050004020050|0007000000060003002b0001:000700000003008302|000800000006000300000001:0008000000050003020000|000900000006000400010001:0009000000050004020000|000a00000006000400020001:,000a000000050004020001
00030000000600050000ff00:000300000003008502|000400000006000200000001:000400000003008202|000500000006000300010001:0005000000050003020000|000600000006000400030001:0006000000050004020050|0007000000060003002b0001:000700000003008302|000800000006000300000001:0008000000050003020000|000900000006000400010001:0009000000050004020000|000a00000006000400020001:000a000000050004020001|000b00000006000400010001:,000b000000050004020000
000400000006000200000001:000400000003008202|000500000006000300010001:0005000000050003020000|000600000006000400030001:0006000000050004020050|0007000000060003002b0001:000700000003008302|000800000006000300000001:0008000000050003020000|000900000006000400010001:0009000000050004020000|000a00000006000400020001:000a000000050004020001|000b00000006000400010001:000b000000050004020000|000c00000006000200000001:,000c00000003008202
000500000006000300010001:0005000000050003020000|000600000006000400030001:0006000000050004020050|0007000000060003002b0001:000700000003008302|000800000006000300000001:0008000000050003020000|000900000006000400010001:0009000000050004020000|000a00000006000400020001:000a000000050004020001|000b00000006000400010001:000b000000050004020000|000c00000006000200000001:000c00000003008202|000d00000006000400020001:,000d000000050004020001
000600000006000400030001:0006000000050004020050|0007000000060003002b0001:000700000003008302|000800000006000300000001:0008000000050003020000|000900000006000400010001:0009000000050004020000|000a00000006000400020001:000a000000050004020001|000b00000006000400010001:000b000000050004020000|000c00000006000200000001:000c00000003008202|000d00000006000400020001:000d000000050004020001|000e0000000a00747001345d81c73afe:,000e0000000300f401
0007000000060003002b0001:000700000003008302|000800000006000300000001:0008000000050003020000|000900000006000400010001:0009000000050004020000|000a00000006000400020001:000a000000050004020001|000b00000006000400010001:000b000000050004020000|000c00000006000200000001:000c00000003008202|000d00000006000400020001:000d000000050004020001|000e0000000a00747001345d81c73afe:000e0000000300f401|000f000000060004002f0001:,000f00000003008402
000800000006000300000001:0008000000050003020000|000900000006000400010001:0009000000050004020000|000a00000006000400020001:000a000000050004020001|000b00000006000400010001:000b000000050004020000|000c00000006000200000001:000c00000003008202|000d00000006000400020001:000d000000050004020001|000e0000000a00747001345d81c73afe:000e0000000300f401|000f000000060004002f0001:000f00000003008402|001000000006000400030001:,0010000000050004020032
000900000006000400010001:0009000000050004020000|000a00000006000400020001:000a000000050004020001|000b00000006000400010001:000b000000050004020000|000c00000006000200000001:000c00000003008202|000d00000006000400020001:000d000000050004020001|000e0000000a00747001345d81c73afe:000e0000000300f401|000f000000060004002f0001:000f00000003008402|001000000006000400030001:0010000000050004020032|001100000006000500000000:,001100000003008502
000a00000006000400020001:000a000000050004020001|000b00000006000400010001:000b000000050004020000|000c00000006000200000001:000c00000003008202|000d00000006000400020001:000d000000050004020001|000e0000000a00747001345d81c73afe:000e0000000300f401|000f000000060004002f0001:000f00000003008402|001000000006000400030001:0010000000050004020032|001100000006000500000000:001100000003008502|001200000006000300010001:,0012000000050003020000
000b00000006000400010001:000b000000050004020000|000c00000006000200000001:000c00000003008202|000d00000006000400020001:000d000000050004020001|000e0000000a00747001345d81c73afe:000e0000000300f401|000f000000060004002f0001:000f00000003008402|001000000006000400030001:0010000000050004020032|001100000006000500000000:001100000003008502|001200000006000300010001:0012000000050003020000|001300000006000400000001:,0013000000050004020003
