source_text,target_text
000100000006000600000025:000100000006000600000025|000200000006000100000001:00020000000400010100|000300000006000300000001:,0003000000050003020025
000200000006000100000001:00020000000400010100|000300000006000300000001:0003000000050003020025|000400000006000600000024:,000400000006000600000024
000300000006000300000001:0003000000050003020025|000400000006000600000024:000400000006000600000024|000500000006000100000001:,00050000000400010100
000400000006000600000024:000400000006000600000024|000500000006000100000001:00050000000400010100|000600000006000300000001:,0006000000050003020024
000500000006000100000001:00050000000400010100|000600000006000300000001:0006000000050003020024|000700000006000600000026:,000700000006000600000026
000600000006000300000001:0006000000050003020024|000700000006000600000026:000700000006000600000026|000800000006000300000001:,0008000000050003020026
000700000006000600000026:000700000006000600000026|000800000006000300000001:0008000000050003020026|000900000006000100000001:,00090000000400010100
000800000006000300000001:0008000000050003020026|000900000006000100000001:00090000000400010100|000a0000000600060000001f:,000a0000000600060000001f
000900000006000100000001:00090000000400010100|000a0000000600060000001f:000a0000000600060000001f|000b00000006000100000001:,000b0000000400010100
000a0000000600060000001f:000a0000000600060000001f|000b00000006000100000001:000b0000000400010100|000c00000006000300000001:,000c00000005000302001f
000b00000006000100000001:000b0000000400010100|000c00000006000300000001:000c00000005000302001f|000d00000006000600000019:,000d00000006000600000019
000c00000006000300000001:000c00000005000302001f|000d00000006000600000019:000d00000006000600000019|000e00000006000300000001:,000e000000050003020019
000d00000006000600000019:000d00000006000600000019|000e00000006000300000001:000e000000050003020019|000f00000006000100000001:,000f0000000400010100
000e00000006000300000001:000e000000050003020019|000f00000006000100000001:000f0000000400010100|001000000006000300000001:,0010000000050003020019
000f00000006000100000001:000f0000000400010100|001000000006000300000001:0010000000050003020019|001100000006000600000025:,001100000006000600000025
001000000006000300000001:0010000000050003020019|001100000006000600000025:001100000006000600000025|001200000006000100000001:,00120000000400010100
001100000006000600000025:001100000006000600000025|001200000006000100000001:00120000000400010100|001300000006000100000001:,00130000000400010100
001200000006000100000001:00120000000400010100|001300000006000100000001:00130000000400010100|001400000006000300000001:,0014000000050003020025
001300000006000100000001:00130000000400010100|001400000006000300000001:0014000000050003020025|001500000006000600000016:,001500000006000600000016
001400000006000300000001:0014000000050003020025|001500000006000600000016:001500000006000600000016|00160000000600060000001f:,00160000000600060000001f
001500000006000600000016:001500000006000600000016|00160000000600060000001f:00160000000600060000001f|001700000006000100000001:,00170000000400010100
