source_text,target_text
000100000006000200000001:00010000000400020100|000200000006000300000002:00020000000700030400000000|00030000000b00100000000204001a0000:000300000006001000000002|00040000000b0010000000020400160000:000400000006001000000002|000500000006000300000002:00050000000700030400160000|000600000006000200000001:00060000000400020100|00070000000b00100000000204ffe1ffff:000700000006001000000002|000800000006000200000001:00080000000400020100|000900000006000300000002:,000900000007000304ffe1ffff
000200000006000300000002:00020000000700030400000000|00030000000b00100000000204001a0000:000300000006001000000002|00040000000b0010000000020400160000:000400000006001000000002|000500000006000300000002:00050000000700030400160000|000600000006000200000001:00060000000400020100|00070000000b00100000000204ffe1ffff:000700000006001000000002|000800000006000200000001:00080000000400020100|000900000006000300000002:000900000007000304ffe1ffff|000a00000006000200000001:,000a0000000400020100
00030000000b00100000000204001a0000:000300000006001000000002|00040000000b0010000000020400160000:000400000006001000000002|000500000006000300000002:00050000000700030400160000|000600000006000200000001:00060000000400020100|00070000000b00100000000204ffe1ffff:000700000006001000000002|000800000006000200000001:00080000000400020100|000900000006000300000002:000900000007000304ffe1ffff|000a00000006000200000001:000a0000000400020100|000b00000006000300000002:,000b00000007000304ffe1ffff
00040000000b0010000000020400160000:000400000006001000000002|000500000006000300000002:00050000000700030400160000|000600000006000200000001:00060000000400020100|00070000000b00100000000204ffe1ffff:000700000006001000000002|000800000006000200000001:00080000000400020100|000900000006000300000002:000900000007000304ffe1ffff|000a00000006000200000001:000a0000000400020100|000b00000006000300000002:000b00000007000304ffe1ffff|000c0000000b0010000000020400270000:,000c00000006001000000002
000500000006000300000002:00050000000700030400160000|000600000006000200000001:00060000000400020100|00070000000b00100000000204ffe1ffff:000700000006001000000002|000800000006000200000001:00080000000400020100|000900000006000300000002:000900000007000304ffe1ffff|000a00000006000200000001:000a0000000400020100|000b00000006000300000002:000b00000007000304ffe1ffff|000c0000000b0010000000020400270000:000c00000006001000000002|000d0000000b00100000000204ffeeffff:,000d00000006001000000002
000600000006000200000001:00060000000400020100|00070000000b00100000000204ffe1ffff:000700000006001000000002|000800000006000200000001:00080000000400020100|000900000006000300000002:000900000007000304ffe1ffff|000a00000006000200000001:000a0000000400020100|000b00000006000300000002:000b00000007000304ffe1ffff|000c0000000b0010000000020400270000:000c00000006001000000002|000d0000000b00100000000204ffeeffff:000d00000006001000000002|000e00000006000300000002:,000e00000007000304ffeeffff
00070000000b00100000000204ffe1ffff:000700000006001000000002|000800000006000200000001:00080000000400020100|000900000006000300000002:000900000007000304ffe1ffff|000a00000006000200000001:000a0000000400020100|000b00000006000300000002:000b00000007000304ffe1ffff|000c0000000b0010000000020400270000:000c00000006001000000002|000d0000000b00100000000204ffeeffff:000d00000006001000000002|000e00000006000300000002:000e00000007000304ffeeffff|000f00000006000200000001:,000f0000000400020100
000800000006000200000001:00080000000400020100|000900000006000300000002:000900000007000304ffe1ffff|000a00000006000200000001:000a0000000400020100|000b00000006000300000002:000b00000007000304ffe1ffff|000c0000000b0010000000020400270000:000c00000006001000000002|000d0000000b00100000000204ffeeffff:000d00000006001000000002|000e00000006000300000002:000e00000007000304ffeeffff|000f00000006000200000001:000f0000000400020100|001000000006000200000001:,00100000000400020100
000900000006000300000002:000900000007000304ffe1ffff|000a00000006000200000001:000a0000000400020100|000b00000006000300000002:000b00000007000304ffe1ffff|000c0000000b0010000000020400270000:000c00000006001000000002|000d0000000b00100000000204ffeeffff:000d00000006001000000002|000e00000006000300000002:000e00000007000304ffeeffff|000f00000006000200000001:000f0000000400020100|001000000006000200000001:00100000000400020100|00110000000b00100000000204ffd1ffff:,001100000006001000000002
000a00000006000200000001:000a0000000400020100|000b00000006000300000002:000b00000007000304ffe1ffff|000c0000000b0010000000020400270000:000c00000006001000000002|000d0000000b00100000000204ffeeffff:000d00000006001000000002|000e00000006000300000002:000e00000007000304ffeeffff|000f00000006000200000001:000f0000000400020100|001000000006000200000001:00100000000400020100|00110000000b00100000000204ffd1ffff:001100000006001000000002|001200000006000300000002:,001200000007000304ffd1ffff
