source_text,target_text
000100000006000200100001:000100000003008202|000200000006000300010001:0002000000050003020000|000300000006000400030001:,0003000000050004020000
000200000006000300010001:0002000000050003020000|000300000006000400030001:0003000000050004020000|000400000006000400000001:,0004000000050004020002
000300000006000400030001:0003000000050004020000|000400000006000400000001:0004000000050004020002|00050000001a00539d628b16c79113cca78f6e38a9eed8c3f2a1004bae24953a:,00050000000300d301
000400000006000400000001:0004000000050004020002|00050000001a00539d628b16c79113cca78f6e38a9eed8c3f2a1004bae24953a:00050000000300d301|000600000006000200000001:,000600000003008202
00050000001a00539d628b16c79113cca78f6e38a9eed8c3f2a1004bae24953a:00050000000300d301|000600000006000200000001:000600000003008202|00070000000600050012ff00:,000700000003008502
000600000006000200000001:000600000003008202|00070000000600050012ff00:000700000003008502|000800000006000400020001:,0008000000050004020003
00070000000600050012ff00:000700000003008502|000800000006000400020001:0008000000050004020003|000900000006000300260001:,000900000003008302
000800000006000400020001:0008000000050004020003|000900000006000300260001:000900000003008302|000a00000006000300000001:,000a000000050003020000
000900000006000300260001:000900000003008302|000a00000006000300000001:000a000000050003020000|000b0000000600050012ff00:,000b00000003008502
000a00000006000300000001:000a000000050003020000|000b0000000600050012ff00:000b00000003008502|000c0000001200adaeebbe2af780711a05f48edd0a738302:,000c0000000300ad01
000b0000000600050012ff00:000b00000003008502|000c0000001200adaeebbe2af780711a05f48edd0a738302:000c0000000300ad01|000d00000006000400010001:,000d000000050004020000
000c0000001200adaeebbe2af780711a05f48edd0a738302:000c0000000300ad01|000d00000006000400010001:000d000000050004020000|000e00000006000400000001:,000e000000050004020002
000d00000006000400010001:000d000000050004020000|000e00000006000400000001:000e000000050004020002|000f0000001a00439603b17365f15ddc3385ccb0e477e69ca2d88ed43008cbab:,000f0000000300c301
000e00000006000400000001:000e000000050004020002|000f0000001a00439603b17365f15ddc3385ccb0e477e69ca2d88ed43008cbab:000f0000000300c301|001000000006000400030001:,0010000000050004020000
000f0000001a00439603b17365f15ddc3385ccb0e477e69ca2d88ed43008cbab:000f0000000300c301|001000000006000400030001:0010000000050004020000|001100000006000300050001:,001100000003008302
001000000006000400030001:0010000000050004020000|001100000006000300050001:001100000003008302|001200000006000400040001:,001200000003008402
001100000006000300050001:001100000003008302|001200000006000400040001:001200000003008402|001300000006000300010001:,0013000000050003020000
001200000006000400040001:001200000003008402|001300000006000300010001:0013000000050003020000|00140000001200f08c157a41e1b869b9eb9e9ba35d7abf6b:,00140000000300f001
001300000006000300010001:0013000000050003020000|00140000001200f08c157a41e1b869b9eb9e9ba35d7abf6b:00140000000300f001|001500000006000400040001:,001500000003008402
00140000001200f08c157a41e1b869b9eb9e9ba35d7abf6b:00140000000300f001|001500000006000400040001:001500000003008402|001600000006000300000001:,0016000000050003020000
