source_text,target_text
00010000000600050028ff00,000100000003008502
000200000006000100280002,000200000003008102
000300000006000100270001,00030000000400010100
00040000000b0010001800020400000000,000400000006001000180002
0005000000060003d3980002,000500000003008302
0006000000060003fffd0002,000600000003008302
00070000000600050028ff00,000700000003008502
00080000000d0010887e0003063d1100000000,000800000003009002
0009000000060001f9490001,000900000003008102
000a000000060005fffdff00,000a00000003008502
000b0000000600055da8ff00,000b00000003008502
000c00000006000187450001,000c00000003008102
000d0000000d0010001f0003060b2000000000,000d000000060010001f0003
000e00000006000100280001,000e00000003008102
000f0000000d00100028000306fffdfffd0000,000f00000003009002
0010000000060003fffd0002,001000000003008302
001100000006000300260001,0011000000050003020000
00120000000b001067e800020400000000,001200000003009002
0013000000060003ffff0001,001300000003008302
00140000000d001000250003060000fffdfce0,001400000006001000250003
00150000000d0010d39800030600007d0afffd,001500000003009002
0016000000060003ba030002,001600000003008302
001700000006000100280002,001700000003008102
0018000000060006ffff964f,001800000003008602
001900000008000f002600020100,001900000006000f00260002
001a000000060003fffd0002,001a00000003008302
001b00000006000300280001,001b00000003008302
001c0000000d001000250003065fe7fffd5fe7,001c00000006001000250003
001d000000060001fffe0001,001d00000003008102
001e0000000d0010002800030600003d11fffd,001e00000003009002
001f0000000d0010fffd000306b22db22dfffd,001f00000003009002
002000000006000300260001,002000000005000302fffd
002100000006000100260001,00210000000400010100
002200000006000300280002,002200000003008302
00230000000b00100016000204fffefffe,002300000006001000160002
002400000006000300280002,002400000003008302
0025000000060005fffdff00,002500000003008502
00260000000b0010fffe00020493f4fffe,002600000003009002
0027000000060003cbb20001,002700000003008302
002800000006000334390002,002800000003008302
0029000000060003887e0002,002900000003008302
002a000000060001fffd0002,002a00000003008102
002b00000006000100280002,002b00000003008102
002c00000006000100280002,002c00000003008102
002d00000006000300100002,002d0000000700030400000000
002e00000006000300000002,002e0000000700030400000000
002f000000060003fffe0001,002f00000003008302
00300000000d00100028000306000000007d0a,003000000003009002
003100000006000300250002,0031000000070003045fe7fffd
003200000006000100000002,00320000000400010100
00330000000d001000000003060000b47f0000,003300000006001000000003
00340000000d00100302000306fffd00000000,003400000003009002
00350000000d0010fffd0003064fd500000000,003500000003009002
00360000000d0010002800030600003d110000,003600000003009002
003700000006000300250002,0037000000070003045fe7fffd
0038000000060005861dff00,003800000003008502
0039000000060001fffd0002,003900000003008102
003a00000006000100280001,003a00000003008102
003b00000008000f002600020100,003b00000006000f00260002
003c0000000d0010001f0003060b200b200b20,003c000000060010001f0003
003d0000000b0010001f000204f419fffe,003d000000060010001f0002
003e000000060005fffdff00,003e00000003008502
003f00000006000300100002,003f0000000700030400000000
004000000006000300000001,0040000000050003020000
0041000000060001ffff0001,004100000003008102
004200000006000300100002,00420000000700030400000000
004300000006000500270000,004300000006000500270000
