source_text,target_text
000100000006000300000001:0001000000050003020000|000200000006000200000001:000200000003008202|00030000001200b15bf3cbcc51380d2c2e231a2e29ed7a8f:00030000000300b101|0004000000060006000e0000:000400000003008602|000500000006000500000000:000500000003008502|0006000000060006001e0023:000600000003008602|00070000000a00dd479ab2b7d0d65648:,00070000000300dd01
000200000006000200000001:000200000003008202|00030000001200b15bf3cbcc51380d2c2e231a2e29ed7a8f:00030000000300b101|0004000000060006000e0000:000400000003008602|000500000006000500000000:000500000003008502|0006000000060006001e0023:000600000003008602|00070000000a00dd479ab2b7d0d65648:00070000000300dd01|000800000006000200260001:,000800000003008202
00030000001200b15bf3cbcc51380d2c2e231a2e29ed7a8f:00030000000300b101|0004000000060006000e0000:000400000003008602|000500000006000500000000:000500000003008502|0006000000060006001e0023:000600000003008602|00070000000a00dd479ab2b7d0d65648:00070000000300dd01|000800000006000200260001:000800000003008202|000900000006000300000001:,0009000000050003020000
0004000000060006000e0000:000400000003008602|000500000006000500000000:000500000003008502|0006000000060006001e0023:000600000003008602|00070000000a00dd479ab2b7d0d65648:00070000000300dd01|000800000006000200260001:000800000003008202|000900000006000300000001:0009000000050003020000|000a0000000600050000ff00:,000a00000003008502
000500000006000500000000:000500000003008502|0006000000060006001e0023:000600000003008602|00070000000a00dd479ab2b7d0d65648:00070000000300dd01|000800000006000200260001:000800000003008202|000900000006000300000001:0009000000050003020000|000a0000000600050000ff00:000a00000003008502|000b00000006000200000001:,000b00000003008202
0006000000060006001e0023:000600000003008602|00070000000a00dd479ab2b7d0d65648:00070000000300dd01|000800000006000200260001:000800000003008202|000900000006000300000001:0009000000050003020000|000a0000000600050000ff00:000a00000003008502|000b00000006000200000001:000b00000003008202|000c00000006000600070000:,000c00000003008602
00070000000a00dd479ab2b7d0d65648:00070000000300dd01|000800000006000200260001:000800000003008202|000900000006000300000001:0009000000050003020000|000a0000000600050000ff00:000a00000003008502|000b00000006000200000001:000b00000003008202|000c00000006000600070000:000c00000003008602|000d00000012009753b12bb2d54e1bb3d1fa7b7b0fa43e4c:,000d00000003009701
000800000006000200260001:000800000003008202|000900000006000300000001:0009000000050003020000|000a0000000600050000ff00:000a00000003008502|000b00000006000200000001:000b00000003008202|000c00000006000600070000:000c00000003008602|000d00000012009753b12bb2d54e1bb3d1fa7b7b0fa43e4c:000d00000003009701|000e00000006000600110000:,000e00000003008602
000900000006000300000001:0009000000050003020000|000a0000000600050000ff00:000a00000003008502|000b00000006000200000001:000b00000003008202|000c00000006000600070000:000c00000003008602|000d00000012009753b12bb2d54e1bb3d1fa7b7b0fa43e4c:000d00000003009701|000e00000006000600110000:000e00000003008602|000f0000000600050000ff00:,000f00000003008502
000a0000000600050000ff00:000a00000003008502|000b00000006000200000001:000b00000003008202|000c00000006000600070000:000c00000003008602|000d00000012009753b12bb2d54e1bb3d1fa7b7b0fa43e4c:000d00000003009701|000e00000006000600110000:000e00000003008602|000f0000000600050000ff00:000f00000003008502|001000000006000200300001:,001000000003008202
000b00000006000200000001:000b00000003008202|000c00000006000600070000:000c00000003008602|000d00000012009753b12bb2d54e1bb3d1fa7b7b0fa43e4c:000d00000003009701|000e00000006000600110000:000e00000003008602|000f0000000600050000ff00:000f00000003008502|001000000006000200300001:001000000003008202|001100000006000300000001:,0011000000050003020000
