source_text,target_text
000100000006000400000002:00010000000700040400003f80|00020000000600060000002c:00020000000600060000002c|000300000006000200290001:,000300000003008202
00020000000600060000002c:00020000000600060000002c|000300000006000200290001:000300000003008202|000400000006000300000001:,000400000005000302002c
000300000006000200290001:000300000003008202|000400000006000300000001:000400000005000302002c|000500000012003ce28b78a8751263db37db583ab2c3e68f:,00050000000300bc01
000400000006000300000001:000400000005000302002c|000500000012003ce28b78a8751263db37db583ab2c3e68f:00050000000300bc01|00060000000a008f622b6e34b33b41f5:,000600000003000f01
000500000012003ce28b78a8751263db37db583ab2c3e68f:00050000000300bc01|00060000000a008f622b6e34b33b41f5:000600000003000f01|000700000006000300000001:,000700000005000302002c
00060000000a008f622b6e34b33b41f5:000600000003000f01|000700000006000300000001:000700000005000302002c|000800000006000600000029:,000800000006000600000029
000700000006000300000001:000700000005000302002c|000800000006000600000029:000800000006000600000029|000900000006000400000002:,00090000000700040400007f80
000800000006000600000029:000800000006000600000029|000900000006000400000002:00090000000700040400007f80|000a0000000600050032ff00:,000a00000003008502
000900000006000400000002:00090000000700040400007f80|000a0000000600050032ff00:000a00000003008502|000b00000006000600000018:,000b00000006000600000018
000a0000000600050032ff00:000a00000003008502|000b00000006000600000018:000b00000006000600000018|000c0000000a00756c88b0564edd9d58:,000c0000000300f501
000b00000006000600000018:000b00000006000600000018|000c0000000a00756c88b0564edd9d58:000c0000000300f501|000d00000006000300000001:,000d000000050003020018
000c0000000a00756c88b0564edd9d58:000c0000000300f501|000d00000006000300000001:000d000000050003020018|000e00000006000400000002:,000e00000007000404c2266753
000d00000006000300000001:000d000000050003020018|000e00000006000400000002:000e00000007000404c2266753|000f000000060006000c0015:,000f00000003008602
000e00000006000400000002:000e00000007000404c2266753|000f000000060006000c0015:000f00000003008602|00100000000600060000001f:,00100000000600060000001f
000f000000060006000c0015:000f00000003008602|00100000000600060000001f:00100000000600060000001f|00110000001a004ba268eac322cf1f24b5a7c1e0f3270d0bb5bd5f292f19c695:,00110000000300cb01
00100000000600060000001f:00100000000600060000001f|00110000001a004ba268eac322cf1f24b5a7c1e0f3270d0bb5bd5f292f19c695:00110000000300cb01|0012000000060004001e0001:,001200000003008402
