source_text,target_text
000100000006000300020001:0001000000050003020000|000200000006000300030001:0002000000050003020000|000300000006000100000001:00030000000400010100|00040000000600060002002b:00040000000600060002002b|000500000006000600030015:000500000006000600030015|000600000006000300010001:0006000000050003020000|000700000006000600010027:,000700000006000600010027
000200000006000300030001:0002000000050003020000|000300000006000100000001:00030000000400010100|00040000000600060002002b:00040000000600060002002b|000500000006000600030015:000500000006000600030015|000600000006000300010001:0006000000050003020000|000700000006000600010027:000700000006000600010027|000800000006000500000000:,000800000006000500000000
000300000006000100000001:00030000000400010100|00040000000600060002002b:00040000000600060002002b|000500000006000600030015:000500000006000600030015|000600000006000300010001:0006000000050003020000|000700000006000600010027:000700000006000600010027|000800000006000500000000:000800000006000500000000|000900000006000600130029:,000900000003008602
00040000000600060002002b:00040000000600060002002b|000500000006000600030015:000500000006000600030015|000600000006000300010001:0006000000050003020000|000700000006000600010027:000700000006000600010027|000800000006000500000000:000800000006000500000000|000900000006000600130029:000900000003008602|000a00000006000600000021:,000a00000006000600000021
000500000006000600030015:000500000006000600030015|000600000006000300010001:0006000000050003020000|000700000006000600010027:000700000006000600010027|000800000006000500000000:000800000006000500000000|000900000006000600130029:000900000003008602|000a00000006000600000021:000a00000006000600000021|000b0000001200c3fa64ce4ccf87dc05175705fee32a58b6:,000b00000003004301
000600000006000300010001:0006000000050003020000|000700000006000600010027:000700000006000600010027|000800000006000500000000:000800000006000500000000|000900000006000600130029:000900000003008602|000a00000006000600000021:000a00000006000600000021|000b0000001200c3fa64ce4ccf87dc05175705fee32a58b6:000b00000003004301|000c00000006000400000004:,000c0000000b0004080000000000000000
000700000006000600010027:000700000006000600010027|000800000006000500000000:000800000006000500000000|000900000006000600130029:000900000003008602|000a00000006000600000021:000a00000006000600000021|000b0000001200c3fa64ce4ccf87dc05175705fee32a58b6:000b00000003004301|000c00000006000400000004:000c0000000b0004080000000000000000|000d00000006000300000001:,000d000000050003020021
000800000006000500000000:000800000006000500000000|000900000006000600130029:000900000003008602|000a00000006000600000021:000a00000006000600000021|000b0000001200c3fa64ce4ccf87dc05175705fee32a58b6:000b00000003004301|000c00000006000400000004:000c0000000b0004080000000000000000|000d00000006000300000001:000d000000050003020021|000e00000006000600000019:,000e00000006000600000019
000900000006000600130029:000900000003008602|000a00000006000600000021:000a00000006000600000021|000b0000001200c3fa64ce4ccf87dc05175705fee32a58b6:000b00000003004301|000c00000006000400000004:000c0000000b0004080000000000000000|000d00000006000300000001:000d000000050003020021|000e00000006000600000019:000e00000006000600000019|000f00000006000600020019:,000f00000006000600020019
000a00000006000600000021:000a00000006000600000021|000b0000001200c3fa64ce4ccf87dc05175705fee32a58b6:000b00000003004301|000c00000006000400000004:000c0000000b0004080000000000000000|000d00000006000300000001:000d000000050003020021|000e00000006000600000019:000e00000006000600000019|000f00000006000600020019:000f00000006000600020019|001000000006000300010001:,0010000000050003020027
000b0000001200c3fa64ce4ccf87dc05175705fee32a58b6:000b00000003004301|000c00000006000400000004:000c0000000b0004080000000000000000|000d00000006000300000001:000d000000050003020021|000e00000006000600000019:000e00000006000600000019|000f00000006000600020019:000f00000006000600020019|001000000006000300010001:0010000000050003020027|00110000000600050000ff00:,00110000000600050000ff00
000c00000006000400000004:000c0000000b0004080000000000000000|000d00000006000300000001:000d000000050003020021|000e00000006000600000019:000e00000006000600000019|000f00000006000600020019:000f00000006000600020019|001000000006000300010001:0010000000050003020027|00110000000600050000ff00:00110000000600050000ff00|001200000006000300000001:,0012000000050003020019
000d00000006000300000001:000d000000050003020021|000e00000006000600000019:000e00000006000600000019|000f00000006000600020019:000f00000006000600020019|001000000006000300010001:0010000000050003020027|00110000000600050000ff00:00110000000600050000ff00|001200000006000300000001:0012000000050003020019|001300000006000100000001:,00130000000400010101
000e00000006000600000019:000e00000006000600000019|000f00000006000600020019:000f00000006000600020019|001000000006000300010001:0010000000050003020027|00110000000600050000ff00:00110000000600050000ff00|001200000006000300000001:0012000000050003020019|001300000006000100000001:00130000000400010101|001400000006000400000004:,00140000000b00040800000000000040a9
000f00000006000600020019:000f00000006000600020019|001000000006000300010001:0010000000050003020027|00110000000600050000ff00:00110000000600050000ff00|001200000006000300000001:0012000000050003020019|001300000006000100000001:00130000000400010101|001400000006000400000004:00140000000b00040800000000000040a9|001500000006000300020001:,0015000000050003020019
001000000006000300010001:0010000000050003020027|00110000000600050000ff00:00110000000600050000ff00|001200000006000300000001:0012000000050003020019|001300000006000100000001:00130000000400010101|001400000006000400000004:00140000000b00040800000000000040a9|001500000006000300020001:0015000000050003020019|001600000006000600010008:,001600000006000600010008
00110000000600050000ff00:00110000000600050000ff00|001200000006000300000001:0012000000050003020019|001300000006000100000001:00130000000400010101|001400000006000400000004:00140000000b00040800000000000040a9|001500000006000300020001:0015000000050003020019|001600000006000600010008:001600000006000600010008|001700000006000100210001:,001700000003008102
001200000006000300000001:0012000000050003020019|001300000006000100000001:00130000000400010101|001400000006000400000004:00140000000b00040800000000000040a9|001500000006000300020001:0015000000050003020019|001600000006000600010008:001600000006000600010008|001700000006000100210001:001700000003008102|001800000006000300030001:,0018000000050003020015
001300000006000100000001:00130000000400010101|001400000006000400000004:00140000000b00040800000000000040a9|001500000006000300020001:0015000000050003020019|001600000006000600010008:001600000006000600010008|001700000006000100210001:001700000003008102|001800000006000300030001:0018000000050003020015|00190000000600060003000f:,00190000000600060003000f
001400000006000400000004:00140000000b00040800000000000040a9|001500000006000300020001:0015000000050003020019|001600000006000600010008:001600000006000600010008|001700000006000100210001:001700000003008102|001800000006000300030001:0018000000050003020015|00190000000600060003000f:00190000000600060003000f|001a0000001200cd83d998aea564a388e191da852d831d32:,001a00000003004d01
