source_text,target_text
000100000006000100000001:00010000000400010100|000200000008000f000000010100:000200000006000f00000001|000300000006000100000001:,00030000000400010100
000200000008000f000000010100:000200000006000f00000001|000300000006000100000001:00030000000400010100|000400000008000f000000010101:,000400000006000f00000001
000300000006000100000001:00030000000400010100|000400000008000f000000010101:000400000006000f00000001|000500000006000100010001:,00050000000400010100
000400000008000f000000010101:000400000006000f00000001|000500000006000100010001:00050000000400010100|000600000008000f000100010100:,000600000006000f00010001
000500000006000100010001:00050000000400010100|000600000008000f000100010100:000600000006000f00010001|000700000006000100010001:,00070000000400010100
000600000008000f000100010100:000600000006000f00010001|000700000006000100010001:00070000000400010100|000800000008000f000100010101:,000800000006000f00010001
000700000006000100010001:00070000000400010100|000800000008000f000100010101:000800000006000f00010001|000900000006000100020001:,00090000000400010100
000800000008000f000100010101:000800000006000f00010001|000900000006000100020001:00090000000400010100|000a00000008000f000200010100:,000a00000006000f00020001
000900000006000100020001:00090000000400010100|000a00000008000f000200010100:000a00000006000f00020001|000b00000006000100020001:,000b0000000400010100
000a00000008000f000200010100:000a00000006000f00020001|000b00000006000100020001:000b0000000400010100|000c00000008000f000200010101:,000c00000006000f00020001
000b00000006000100020001:000b0000000400010100|000c00000008000f000200010101:000c00000006000f00020001|000d00000006000100030001:,000d0000000400010100
000c00000008000f000200010101:000c00000006000f00020001|000d00000006000100030001:000d0000000400010100|000e00000008000f000300010100:,000e00000006000f00030001
000d00000006000100030001:000d0000000400010100|000e00000008000f000300010100:000e00000006000f00030001|000f00000006000100030001:,000f0000000400010100
000e00000008000f000300010100:000e00000006000f00030001|000f00000006000100030001:000f0000000400010100|001000000008000f000300010101:,001000000006000f00030001
000f00000006000100030001:000f0000000400010100|001000000008000f000300010101:001000000006000f00030001|001100000006000100040001:,00110000000400010100
001000000008000f000300010101:001000000006000f00030001|001100000006000100040001:00110000000400010100|001200000008000f000400010100:,001200000006000f00040001
001100000006000100040001:00110000000400010100|001200000008000f000400010100:001200000006000f00040001|001300000006000100040001:,00130000000400010100
001200000008000f000400010100:001200000006000f00040001|001300000006000100040001:00130000000400010100|001400000008000f000400010101:,001400000006000f00040001
001300000006000100040001:00130000000400010100|001400000008000f000400010101:001400000006000f00040001|001500000006000100050001:,00150000000400010100
001400000008000f000400010101:001400000006000f00040001|001500000006000100050001:00150000000400010100|001600000008000f000500010100:,001600000006000f00050001
001500000006000100050001:00150000000400010100|001600000008000f000500010100:001600000006000f00050001|001700000006000100050001:,00170000000400010100
001600000008000f000500010100:001600000006000f00050001|001700000006000100050001:00170000000400010100|001800000008000f000500010101:,001800000006000f00050001
001700000006000100050001:00170000000400010100|001800000008000f000500010101:001800000006000f00050001|001900000006000100060001:,00190000000400010100
001800000008000f000500010101:001800000006000f00050001|001900000006000100060001:00190000000400010100|001a00000008000f000600010100:,001a00000006000f00060001
001900000006000100060001:00190000000400010100|001a00000008000f000600010100:001a00000006000f00060001|001b00000006000100060001:,001b0000000400010100
001a00000008000f000600010100:001a00000006000f00060001|001b00000006000100060001:001b0000000400010100|001c00000008000f000600010101:,001c00000006000f00060001
001b00000006000100060001:001b0000000400010100|001c00000008000f000600010101:001c00000006000f00060001|001d00000006000100070001:,001d0000000400010100
001c00000008000f000600010101:001c00000006000f00060001|001d00000006000100070001:001d0000000400010100|001e00000008000f000700010100:,001e00000006000f00070001
001d00000006000100070001:001d0000000400010100|001e00000008000f000700010100:001e00000006000f00070001|001f00000006000100070001:,001f0000000400010100
001e00000008000f000700010100:001e00000006000f00070001|001f00000006000100070001:001f0000000400010100|002000000008000f000700010101:,002000000006000f00070001
001f00000006000100070001:001f0000000400010100|002000000008000f000700010101:002000000006000f00070001|002100000006000100080001:,00210000000400010100
