source_text,target_text
000100000006000200000001:000100000003008202|000200000006000400010001:0002000000050004020000|000300000006000300010001:0003000000050003020000|00040000000600050015ff00:000400000003008502|000500000006000300160001:000500000003008302|00060000000a004cf19c7a3af293bcdd:00060000000300cc01|000700000006000400030001:,0007000000050004020000
000200000006000400010001:0002000000050004020000|000300000006000300010001:0003000000050003020000|00040000000600050015ff00:000400000003008502|000500000006000300160001:000500000003008302|00060000000a004cf19c7a3af293bcdd:00060000000300cc01|000700000006000400030001:0007000000050004020000|0008000000060002001d0001:,000800000003008202
000300000006000300010001:0003000000050003020000|00040000000600050015ff00:000400000003008502|000500000006000300160001:000500000003008302|00060000000a004cf19c7a3af293bcdd:00060000000300cc01|000700000006000400030001:0007000000050004020000|0008000000060002001d0001:000800000003008202|000900000006000300000001:,0009000000050003020000
00040000000600050015ff00:000400000003008502|000500000006000300160001:000500000003008302|00060000000a004cf19c7a3af293bcdd:00060000000300cc01|000700000006000400030001:0007000000050004020000|0008000000060002001d0001:000800000003008202|000900000006000300000001:0009000000050003020000|000a000000060002001d0001:,000a00000003008202
000500000006000300160001:000500000003008302|00060000000a004cf19c7a3af293bcdd:00060000000300cc01|000700000006000400030001:0007000000050004020000|0008000000060002001d0001:000800000003008202|000900000006000300000001:0009000000050003020000|000a000000060002001d0001:000a00000003008202|000b00000006000400000001:,000b000000050004020002
00060000000a004cf19c7a3af293bcdd:00060000000300cc01|000700000006000400030001:0007000000050004020000|0008000000060002001d0001:000800000003008202|000900000006000300000001:0009000000050003020000|000a000000060002001d0001:000a00000003008202|000b00000006000400000001:000b000000050004020002|000c00000006000400020001:,000c000000050004020003
000700000006000400030001:0007000000050004020000|0008000000060002001d0001:000800000003008202|000900000006000300000001:0009000000050003020000|000a000000060002001d0001:000a00000003008202|000b00000006000400000001:000b000000050004020002|000c00000006000400020001:000c000000050004020003|000d00000012008d61f22127e0dbcf52e0a5d74dd7936cdf:,000d00000003008d01
0008000000060002001d0001:000800000003008202|000900000006000300000001:0009000000050003020000|000a000000060002001d0001:000a00000003008202|000b00000006000400000001:000b000000050004020002|000c00000006000400020001:000c000000050004020003|000d00000012008d61f22127e0dbcf52e0a5d74dd7936cdf:000d00000003008d01|000e00000006000200000001:,000e00000003008202
000900000006000300000001:0009000000050003020000|000a000000060002001d0001:000a00000003008202|000b00000006000400000001:000b000000050004020002|000c00000006000400020001:000c000000050004020003|000d00000012008d61f22127e0dbcf52e0a5d74dd7936cdf:000d00000003008d01|000e00000006000200000001:000e00000003008202|000f00000006000300250001:,000f00000003008302
000a000000060002001d0001:000a00000003008202|000b00000006000400000001:000b000000050004020002|000c00000006000400020001:000c000000050004020003|000d00000012008d61f22127e0dbcf52e0a5d74dd7936cdf:000d00000003008d01|000e00000006000200000001:000e00000003008202|000f00000006000300250001:000f00000003008302|001000000006000400020001:,0010000000050004020003
000b00000006000400000001:000b000000050004020002|000c00000006000400020001:000c000000050004020003|000d00000012008d61f22127e0dbcf52e0a5d74dd7936cdf:000d00000003008d01|000e00000006000200000001:000e00000003008202|000f00000006000300250001:000f00000003008302|001000000006000400020001:0010000000050004020003|001100000006000400030001:,0011000000050004020000
000c00000006000400020001:000c000000050004020003|000d00000012008d61f22127e0dbcf52e0a5d74dd7936cdf:000d00000003008d01|000e00000006000200000001:000e00000003008202|000f00000006000300250001:000f00000003008302|001000000006000400020001:0010000000050004020003|001100000006000400030001:0011000000050004020000|00120000001a004a4dae794cb2a3b671fce4c644d6375aa6eee04f0400326cc1:,00120000000300ca01
000d00000012008d61f22127e0dbcf52e0a5d74dd7936cdf:000d00000003008d01|000e00000006000200000001:000e00000003008202|000f00000006000300250001:000f00000003008302|001000000006000400020001:0010000000050004020003|001100000006000400030001:0011000000050004020000|00120000001a004a4dae794cb2a3b671fce4c644d6375aa6eee04f0400326cc1:00120000000300ca01|001300000006000200240001:,001300000003008202
000e00000006000200000001:000e00000003008202|000f00000006000300250001:000f00000003008302|001000000006000400020001:0010000000050004020003|001100000006000400030001:0011000000050004020000|00120000001a004a4dae794cb2a3b671fce4c644d6375aa6eee04f0400326cc1:00120000000300ca01|001300000006000200240001:001300000003008202|001400000006000400000001:,0014000000050004020002
