source_text,target_text
000100000006000400000004:00010000000b0004080000000000000000|000200000006000300020001:0002000000050003020000|000300000006000300000001:0003000000050003020000|000400000006000600010025:000400000006000600010025|000500000006000100000001:00050000000400010100|000600000006000600020023:000600000006000600020023|00070000000600050012ff00:000700000003008502|000800000006000300010001:0008000000050003020025|000900000006000300030001:,0009000000050003020000
000200000006000300020001:0002000000050003020000|000300000006000300000001:0003000000050003020000|000400000006000600010025:000400000006000600010025|000500000006000100000001:00050000000400010100|000600000006000600020023:000600000006000600020023|00070000000600050012ff00:000700000003008502|000800000006000300010001:0008000000050003020025|000900000006000300030001:0009000000050003020000|000a0000000600060003001d:,000a0000000600060003001d
000300000006000300000001:0003000000050003020000|000400000006000600010025:000400000006000600010025|000500000006000100000001:00050000000400010100|000600000006000600020023:000600000006000600020023|00070000000600050012ff00:000700000003008502|000800000006000300010001:0008000000050003020025|000900000006000300030001:0009000000050003020000|000a0000000600060003001d:000a0000000600060003001d|000b00000006000500000000:,000b00000006000500000000
000400000006000600010025:000400000006000600010025|000500000006000100000001:00050000000400010100|000600000006000600020023:000600000006000600020023|00070000000600050012ff00:000700000003008502|000800000006000300010001:0008000000050003020025|000900000006000300030001:0009000000050003020000|000a0000000600060003001d:000a0000000600060003001d|000b00000006000500000000:000b00000006000500000000|000c0000000600060000002d:,000c0000000600060000002d
000500000006000100000001:00050000000400010100|000600000006000600020023:000600000006000600020023|00070000000600050012ff00:000700000003008502|000800000006000300010001:0008000000050003020025|000900000006000300030001:0009000000050003020000|000a0000000600060003001d:000a0000000600060003001d|000b00000006000500000000:000b00000006000500000000|000c0000000600060000002d:000c0000000600060000002d|000d0000000a0097b45f880761f8b410:,000d00000003001701
000600000006000600020023:000600000006000600020023|00070000000600050012ff00:000700000003008502|000800000006000300010001:0008000000050003020025|000900000006000300030001:0009000000050003020000|000a0000000600060003001d:000a0000000600060003001d|000b00000006000500000000:000b00000006000500000000|000c0000000600060000002d:000c0000000600060000002d|000d0000000a0097b45f880761f8b410:000d00000003001701|000e00000006000400000004:,000e0000000b0004080000000000000000
00070000000600050012ff00:000700000003008502|000800000006000300010001:0008000000050003020025|000900000006000300030001:0009000000050003020000|000a0000000600060003001d:000a0000000600060003001d|000b00000006000500000000:000b00000006000500000000|000c0000000600060000002d:000c0000000600060000002d|000d0000000a0097b45f880761f8b410:000d00000003001701|000e00000006000400000004:000e0000000b0004080000000000000000|000f00000006000300030001:,000f00000005000302001d
000800000006000300010001:0008000000050003020025|000900000006000300030001:0009000000050003020000|000a0000000600060003001d:000a0000000600060003001d|000b00000006000500000000:000b00000006000500000000|000c0000000600060000002d:000c0000000600060000002d|000d0000000a0097b45f880761f8b410:000d00000003001701|000e00000006000400000004:000e0000000b0004080000000000000000|000f00000006000300030001:000f00000005000302001d|00100000000600050000ff00:,00100000000600050000ff00
000900000006000300030001:0009000000050003020000|000a0000000600060003001d:000a0000000600060003001d|000b00000006000500000000:000b00000006000500000000|000c0000000600060000002d:000c0000000600060000002d|000d0000000a0097b45f880761f8b410:000d00000003001701|000e00000006000400000004:000e0000000b0004080000000000000000|000f00000006000300030001:000f00000005000302001d|00100000000600050000ff00:00100000000600050000ff00|001100000006000600000030:,001100000006000600000030
000a0000000600060003001d:000a0000000600060003001d|000b00000006000500000000:000b00000006000500000000|000c0000000600060000002d:000c0000000600060000002d|000d0000000a0097b45f880761f8b410:000d00000003001701|000e00000006000400000004:000e0000000b0004080000000000000000|000f00000006000300030001:000f00000005000302001d|00100000000600050000ff00:00100000000600050000ff00|001100000006000600000030:001100000006000600000030|00120000000600060002001e:,00120000000600060002001e
