source_text,target_text
-10.032,0.0
-9.997,0.0
-9.9931,0.0
-9.9333,0.0
-9.9244,0.0
-9.8549,0.0
-9.8385,0.0
-9.8244,0.0
-9.834,0.0
-9.8123,0.0
-9.7984,0.0
-9.7446,0.0
-9.7754,0.0
-9.7883,0.0
-9.7545,0.0
-9.6616,0.0
-9.6589,0.0
-9.6995,0.0
-9.6035,0.0
-9.6207,0.0
-9.6498,0.0
-9.5428,0.0
-9.5377,0.0
-9.5414,0.0
-9.4887,0.0
-9.4837,0.0
-9.5339,0.0
-9.4868,0.0
-9.493,0.0
-9.3989,0.0
-9.4175,0.0
-9.4348,0.0
-9.3927,0.0
-9.3141,0.0
-9.3218,0.0
-9.2889,0.0
-9.2644,0.0
-9.3022,0.0
-9.2503,0.0
-9.2412,0.0
-9.2524,0.0
-9.1699,0.0
-9.186,0.0
-9.1529,0.0
-9.136,0.0
-9.1355,0.0
-9.0706,0.0
-9.1098,0.0
-9.082,0.0
-9.0301,0.0
-9.0207,0.0
-8.9805,0.0
-9.0247,0.0
-8.9392,0.0
-8.9608,0.0
-8.9642,0.0
-8.907,0.0
-8.921,0.0
-8.8775,0.0
-8.8183,0.0
-8.8765,0.0
-8.7816,0.0
-8.8238,0.0
-8.7798,0.0
-8.7659,0.0
-8.7333,0.0
-8.7481,0.0
-8.6804,0.0
-8.6361,0.0
-8.6805,0.0
-8.6098,0.0
-8.5656,0.0
-8.5439,0.0
-8.5696,0.0
-8.5309,0.0
-8.5434,0.0
-8.5349,0.0
-8.5357,0.0
-8.4687,0.0
-8.4165,0.0
-8.3955,0.0
-8.3973,0.0
-8.4166,0.0
-8.427,0.0
-8.3096,0.0
-8.3412,0.0
-8.3367,0.0
-8.2564,0.0
-8.2569,0.0
-8.3025,0.0
-8.1944,0.0
-8.2025,0.0
-8.2199,0.0
-8.2133,0.0
-8.1393,0.0
-8.0999,0.0
-8.1148,0.0
-8.1183,0.0
-8.0757,0.0
-8.0307,0.0
-7.9973,0.0
-8.0568,0.0
-8.0094,0.0
-7.9703,0.0
-7.9282,0.0
-7.9305,0.0
-7.9185,0.0
-7.8839,0.0
-7.9267,0.0
-7.8515,0.0
-7.8194,0.0
-7.7862,0.0
-7.7632,0.0
-7.8349,0.0
-7.7731,0.0
-7.7166,0.0
-7.7294,0.0
-7.6784,0.0
-7.6438,0.0
-7.6348,0.0
-7.6401,0.0
-7.64,0.0
-7.6278,0.0
-7.6317,0.0
-7.6148,0.0
-7.5552,0.0
-7.5561,0.0
-7.5246,0.0
-7.4486,0.0
-7.4982,0.0
-7.4125,0.0
-7.4567,0.0
-7.421,0.0
-7.4085,0.0
-7.3882,0.0
-7.3559,0.0
-7.3415,0.0
-7.3478,0.0
-7.3042,0.0
-7.2326,0.0
-7.2714,0.0
-7.2085,0.0
-7.2486,0.0
-7.2412,0.0
-7.1865,0.0
-7.2114,0.0
-7.134,0.0
-7.1279,0.0
-7.1503,0.0
-7.0392,0.0
-7.0365,0.0
-7.0304,0.0
-6.9921,0.0
-7.0389,0.0
-6.9398,0.0
-6.978,0.0
-6.9729,0.0
-6.9189,0.0
-6.919,0.0
-6.8812,0.0
-6.9137,0.0
-6.8451,0.0
-6.8447,0.0
-6.8543,0.0
-6.7827,0.0
-6.7555,0.0
-6.7066,0.0
-6.7038,0.0
-6.7286,0.0
-6.7197,0.0
-6.6445,0.0
-6.6224,0.0
-6.6218,0.0
-6.6165,0.0
-6.5983,0.0
-6.5498,0.0
-6.5154,0.0
-6.5488,0.0
-6.4988,0.0
-6.5434,0.0
-6.4375,0.0
-6.4297,0.0
-6.4398,0.0
-6.4294,0.0
-6.3942,0.0
-6.4232,0.0
-6.3147,0.0
-6.3587,0.0
-6.3367,0.0
-6.2754,0.0
-6.2668,0.0
-6.2768,0.0
-6.2485,0.0
-6.2692,0.0
-6.2039,0.0
-6.1989,0.0
-6.1767,0.0
-6.1313,0.0
-6.1418,0.0
-6.0599,0.0
-6.0835,0.0
-6.0722,0.0
-6.0303,0.0
-6.0411,0.0
-6.0472,0.0
-6.0277,0.0
-6.0087,0.0
-5.9805,0.0
-5.9582,0.0
-5.8766,0.0
-5.8789,0.0
-5.8982,0.0
-5.8939,0.0
-5.7893,0.0
-5.8596,0.0
-5.7953,0.0
-5.7551,0.0
-5.7261,0.0
-5.7001,0.0
-5.6958,0.0
-5.7015,0.0
-5.6721,0.0
-5.6286,0.0
-5.6296,0.0
-5.6475,0.0
-5.6281,0.0
-5.5657,0.0
-5.5744,0.0
-5.5561,0.0
-5.515,0.0
-5.4565,0.0
-5.4695,0.0
-5.5074,0.0
-5.471,0.0
-5.4696,0.0
-5.4476,0.0
-5.41,0.0
-5.4011,0.0
-5.2981,0.0
-5.3053,0.0
-5.2699,0.0
-5.3297,0.0
-5.2869,0.0
-5.2423,0.0
-5.2666,0.0
-5.2432,0.0
-5.2215,0.0
-5.1793,0.0
-5.1587,0.0
-5.0929,0.0
-5.1238,0.0
-5.0534,0.0
-5.0499,0.0
-5.0252,0.0
-5.041,0.0
-5.0294,0.0
-5.0105,0.0
-4.9617,0.0
-4.9557,0.0
-4.9153,0.0
-4.9109,0.0
-4.9043,0.0
-4.9097,0.0
-4.9016,0.0
-4.8013,0.0
-4.8137,0.0
-4.8357,0.0
-4.7895,0.0
-4.7529,0.0
-4.772,0.0
-4.7515,0.0
-4.7283,0.0
-4.6539,0.0
-4.6959,0.0
-4.6352,0.0
-4.6081,0.0
-4.6041,0.0
-4.543,0.0
-4.5952,0.0
-4.4967,0.0
-4.5731,0.0
-4.5272,0.0
-4.4493,0.0
-4.4308,0.0
-4.4963,0.0
-4.4274,0.0
-4.4066,0.0
-4.3843,0.0
-4.3836,0.0
-4.3825,0.0
-4.307,0.0
-4.3031,0.0
-4.2672,0.0001
-4.2921,0.0001
-4.212,0.0001
-4.2057,0.0001
-4.1677,0.0001
-4.2403,0.0001
-4.2196,0.0001
-4.135,0.0001
-4.1059,0.0001
-4.0893,0.0001
-4.1076,0.0001
-4.0301,0.0001
-4.1047,0.0001
-4.0155,0.0001
-4.0218,0.0001
-4.0128,0.0001
-3.9325,0.0001
-3.9377,0.0001
-3.9303,0.0001
-3.9436,0.0001
-3.8884,0.0001
-3.8404,0.0001
-3.8697,0.0001
-3.8148,0.0002
-3.8703,0.0001
-3.8323,0.0001
-3.7728,0.0002
-3.8037,0.0002
-3.723,0.0002
-3.6987,0.0002
-3.7043,0.0002
-3.7192,0.0002
-3.6618,0.0002
-3.6534,0.0002
-3.6401,0.0002
-3.585,0.0003
-3.621,0.0002
-3.5365,0.0003
-3.5755,0.0003
-3.5303,0.0003
-3.5583,0.0003
-3.5278,0.0003
-3.5082,0.0003
-3.4608,0.0003
-3.4273,0.0004
-3.4074,0.0004
-3.3944,0.0004
-3.405,0.0004
-3.3956,0.0004
-3.3142,0.0005
-3.3261,0.0005
-3.2625,0.0005
-3.2994,0.0005
-3.2388,0.0006
-3.2427,0.0006
-3.1749,0.0007
-3.202,0.0006
-3.1955,0.0006
-3.1586,0.0007
-3.1817,0.0007
-3.1188,0.0008
-3.1376,0.0007
-3.0638,0.0009
-3.0129,0.001
-3.0304,0.0009
-3.0353,0.0009
-2.9731,0.0011
-2.9521,0.0011
-2.913,0.0012
-2.9451,0.0011
-2.965,0.0011
-2.9345,0.0012
-2.9329,0.0012
-2.8317,0.0015
-2.8003,0.0016
-2.7769,0.0017
-2.8358,0.0015
-2.8132,0.0015
-2.7336,0.0018
-2.7388,0.0018
-2.7548,0.0018
-2.7342,0.0018
-2.6888,0.002
-2.7015,0.002
-2.6291,0.0023
-2.6486,0.0022
-2.6404,0.0023
-2.5419,0.0029
-2.6138,0.0024
-2.5918,0.0026
-2.5183,0.003
-2.5272,0.003
-2.4809,0.0033
-2.4326,0.0037
-2.4806,0.0033
-2.4012,0.004
-2.3877,0.0041
-2.4096,0.0039
-2.4087,0.0039
-2.3903,0.0041
-2.3126,0.0049
-2.2704,0.0054
-2.3342,0.0046
-2.2657,0.0054
-2.2854,0.0052
-2.2366,0.0058
-2.2658,0.0054
-2.2298,0.0059
-2.1978,0.0063
-2.1984,0.0063
-2.1403,0.0072
-2.124,0.0075
-2.065,0.0086
-2.0909,0.0081
-2.0536,0.0088
-2.0037,0.0099
-2.0323,0.0093
-2.0411,0.0091
-1.9433,0.0114
